date,headline_text,primary_category,categories,is_market_prices,is_supply_geopolitics,is_consumer_fuel,market_match_rule,supply_match_rule,consumer_match_rule,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_label
2005-02-03,conflicting reasons given for high fuel prices,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.4019,0.0,0.31,0.69,negative
2005-02-05,iraq demands justice in wake of oil for food report,supply_geopolitics,supply_geopolitics,False,True,False,,oil_geopolitical_country,,0.5267,0.274,0.0,0.726,positive
2005-02-15,mps urged to back reef oil ban bill,supply_geopolitics,supply_geopolitics,False,True,False,,oil_policy,,-0.5574,0.0,0.34,0.66,negative
2005-02-16,santos shares slump after oil revelation,market_prices,market_prices,True,False,False,oil_and_financial_market,,,0.296,0.306,0.0,0.694,positive
2005-02-17,east timor moves toward independent oil industry,supply_geopolitics,supply_geopolitics,False,True,False,,oil_industry_projects,,0.0,0.0,0.0,1.0,neutral
2005-02-21,us oil exports will stop if bush kills me chavez,supply_geopolitics,supply_geopolitics,False,True,False,,oil_core_supply,,-0.6908,0.0,0.416,0.584,negative
2005-02-22,venezuela sees us dirty war but says oil safe,supply_geopolitics,supply_geopolitics,False,True,False,,oil_geopolitical_event,,0.1154,0.27,0.309,0.421,positive
2005-02-23,high oil price fuels santos profit jump,market_prices,market_prices,True,False,False,oil_price,,,0.4404,0.326,0.0,0.674,positive
2005-02-23,oil surge pushes dollar to 12 month high,market_prices,market_prices,True,False,False,oil_price_movement,,,0.0,0.0,0.0,1.0,neutral
2005-02-23,us markets knocked down by oil price,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-03-01,fuel price hikes spark indonesian protests,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.244,0.244,0.513,neutral
2005-03-01,sealink defends fuel surcharge,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-03-02,indonesian students protest fuel price rise,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.25,0.0,0.286,0.714,negative
2005-03-04,wall st rallies despite oil price hit,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-03-05,iran warns of oil crisis over nuclear issue,market_prices,market_prices;supply_geopolitics,True,True,False,oil_crisis_or_fears,oil_geopolitical_country,,-0.6705,0.0,0.478,0.522,negative
2005-03-07,drivers face higher petrol price,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-03-07,oil price rises concern opec,market_prices,market_prices;supply_geopolitics,True,True,False,oil_price,opec,,0.0,0.0,0.0,1.0,neutral
2005-03-10,bush urges oil production in wildlife reserve,supply_geopolitics,supply_geopolitics,False,True,False,,oil_core_supply,,0.0,0.0,0.0,1.0,neutral
2005-03-10,oil price hits new highs,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-03-10,oil worries hit us stocks,market_prices,market_prices,True,False,False,oil_and_financial_market,,,-0.4215,0.0,0.412,0.588,negative
2005-03-11,iea predicts higher than expected oil demand,supply_geopolitics,supply_geopolitics,False,True,False,,oil_core_supply,,-0.128,0.0,0.2,0.8,negative
2005-03-15,truck industry asks govt to relax fuel excise,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.4404,0.293,0.0,0.707,positive
2005-03-16,opec boosts production,supply_geopolitics,supply_geopolitics,False,True,False,,opec,,0.3182,0.535,0.0,0.465,positive
2005-03-17,oil prices hit record as markets ignore opec,market_prices,market_prices;supply_geopolitics,True,True,False,oil_price,opec,,-0.3612,0.0,0.263,0.737,negative
2005-03-17,petrol price hike tipped after oil surge,market_prices,market_prices;consumer_fuel,True,False,True,oil_price_movement,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-03-17,record high oil prices hit us stocks,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-03-17,us senate backs oil exploration in alaskan,supply_geopolitics,supply_geopolitics,False,True,False,,oil_exploration_drilling,,0.1779,0.235,0.148,0.617,positive
2005-03-18,drivers warned of rising regional fuel prices,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.2732,0.0,0.259,0.741,negative
2005-03-19,oil prices hover near record high,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-03-20,imf sees two years of high oil prices,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-03-21,higher diesel fuel prices predicted,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-03-21,oil fuels record high on stock market,market_prices,market_prices,True,False,False,oil_and_financial_market,,,0.0,0.0,0.0,1.0,neutral
2005-03-21,oil prices tipped to boost stocks,market_prices,market_prices,True,False,False,oil_price,,,0.4019,0.351,0.0,0.649,positive
2005-03-21,racq airs northern fuel price concerns,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-03-22,climbing fuel price may curb easter getaways,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-03-22,indonesian parliament split over fuel subsidy cuts,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.296,0.0,0.268,0.732,negative
2005-03-22,mp pleads for cut to fuel tax,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.2732,0.0,0.259,0.741,negative
2005-03-23,tourism industry not expecting petrol prices to,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-03-24,oil prices dip before blast triggers rise,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-03-29,oil prices ease as us dollar firms,market_prices,market_prices,True,False,False,oil_price,,,0.3612,0.294,0.0,0.706,positive
2005-03-29,us stocks higher as oil falls,market_prices,market_prices,True,False,False,oil_price_movement,,,0.0,0.0,0.0,1.0,neutral
2005-04-01,mp wants diesel prices displayed,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-01,oil price surge boosts market,market_prices,market_prices,True,False,False,oil_price,,,0.3182,0.365,0.0,0.635,positive
2005-04-02,crude oil hits new high,market_prices,market_prices,True,False,False,crude_oil,,,-0.5719,0.0,0.481,0.519,negative
2005-04-04,oil prices hit new high,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-04-05,doubling of petrol price unlikely auto group says,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-05,pm sees petrol prices as rates factor,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-05,us oil giant plans usd 18 billion takeover,supply_geopolitics,supply_geopolitics,False,True,False,,oil_industry_projects,,0.0,0.0,0.0,1.0,neutral
2005-04-06,air nz increases fuel surcharge,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-07,qantas urged to show restraint on fuel levy,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-07,virgin lifts fuel surcharge 90pc,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-08,fears rising fuel prices may curb air travel,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.4215,0.0,0.286,0.714,negative
2005-04-08,fuel surcharge hikes will cut passenger numbers,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.2732,0.0,0.259,0.741,negative
2005-04-08,qantas confirms fuel surcharge hike,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-09,costello hopes timor sea reserves will cut oil,supply_geopolitics,supply_geopolitics,False,True,False,,oil_policy,,0.1779,0.257,0.193,0.55,positive
2005-04-09,falling oil price fails to sustain dow jones rally,market_prices,market_prices,True,False,False,oil_price,,,-0.5267,0.0,0.386,0.614,negative
2005-04-10,fear blamed for high oil prices,market_prices,market_prices,True,False,False,oil_price,,,-0.743,0.0,0.612,0.388,negative
2005-04-10,govt urged to stimulate oil exploration,supply_geopolitics,supply_geopolitics,False,True,False,,oil_exploration_drilling,,0.4215,0.487,0.0,0.513,positive
2005-04-10,melbourne petrol prices hit record high,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-10,opec considers us50 oil price ceiling,market_prices,market_prices;supply_geopolitics,True,True,False,oil_price,opec,,0.0,0.0,0.0,1.0,neutral
2005-04-10,petrol prices hit record highs,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-11,fuel prices may delay crop planting,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.3182,0.0,0.315,0.685,negative
2005-04-11,fuel prices tipped to stay high,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-11,petroleum association wont speculate on fuel prices,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-11,rex raises fuel surcharge,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-12,cheap fares to stay despite fuel levy,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-12,fuel price prompts rex to seek review of industry,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-12,low volume diesel sales blamed for high prices,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_level,-0.6369,0.0,0.464,0.536,negative
2005-04-12,offshore areas opened for oil and gas exploration,supply_geopolitics,supply_geopolitics,False,True,False,,oil_and_gas_industry,,0.2263,0.213,0.0,0.787,positive
2005-04-13,bass strait oil production tipped to halve,supply_geopolitics,supply_geopolitics,False,True,False,,oil_core_supply,,0.0,0.0,0.0,1.0,neutral
2005-04-13,conference told oil reserves may be healthy,supply_geopolitics,supply_geopolitics,False,True,False,,oil_core_supply,,0.4019,0.31,0.0,0.69,positive
2005-04-13,licences granted for oil gas exploration,supply_geopolitics,supply_geopolitics,False,True,False,,oil_exploration_drilling,,0.4404,0.494,0.0,0.506,positive
2005-04-13,regional wa warned high fuel price will continue,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.2732,0.0,0.231,0.769,negative
2005-04-15,mp fears continued rising fuel costs,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.4215,0.0,0.359,0.641,negative
2005-04-17,labor to review petrol price policies,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-19,accc asked to probe regional fuel prices,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-19,retailers cautious of raising prices despite fuel,consumer_fuel,consumer_fuel,False,False,True,,,reversed_fuel_price_or_cost,-0.1027,0.0,0.189,0.811,negative
2005-04-22,nsw feels petrol taxes impact,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-22,singapore airlines to hike fuel surcharge,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-04-25,oil prices rise on comments from saudi arabia,market_prices,market_prices;supply_geopolitics,True,True,False,oil_price,oil_geopolitical_country,,0.0,0.0,0.0,1.0,neutral
2005-04-26,oil prices fall on saudi arabian comments,market_prices,market_prices;supply_geopolitics,True,True,False,oil_price,oil_geopolitical_country,,0.0,0.0,0.0,1.0,neutral
2005-04-27,oil prices fall ahead of us inventories data,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-04-28,commonwealth fuel firms blamed for rising petrol,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_level,-0.4767,0.0,0.341,0.659,negative
2005-04-28,oil prices continue fall as supply worries ease,market_prices,market_prices,True,False,False,oil_price,,,-0.0772,0.221,0.248,0.531,negative
2005-04-30,oil drops below us50,market_prices,market_prices,True,False,False,oil_price_movement,,,0.0,0.0,0.0,1.0,neutral
2005-05-05,oil prices tipped to stay put until 2006,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-05-06,fuel cost puts brakes on grey nomads,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0516,0.167,0.0,0.833,positive
2005-05-08,iraqs new oil minister wants to boost crude exports,supply_geopolitics,supply_geopolitics,False,True,False,,oil_core_supply,,-0.25,0.201,0.276,0.522,negative
2005-05-09,big potential for shale oil mine,supply_geopolitics,supply_geopolitics,False,True,False,,shale_oil,,0.0,0.0,0.0,1.0,neutral
2005-05-11,high oil prices lead to slow demand growth iea,market_prices,market_prices,True,False,False,oil_price,,,0.2732,0.234,0.135,0.631,positive
2005-05-11,oil price hedge fund fears hit us stocks,market_prices,market_prices,True,False,False,oil_price,,,-0.4215,0.0,0.286,0.714,negative
2005-05-12,us probe links govt ministers to iraq oil scandal,supply_geopolitics,supply_geopolitics,False,True,False,,oil_geopolitical_country,,-0.4404,0.0,0.266,0.734,negative
2005-05-17,us stocks rally as oil drops,market_prices,market_prices,True,False,False,oil_price_movement,,,0.0,0.0,0.0,1.0,neutral
2005-05-18,high petrol prices fuel tough april for coast,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.128,0.0,0.176,0.824,negative
2005-05-19,oil prices reach three month low,market_prices,market_prices,True,False,False,oil_price,,,-0.25,0.153,0.292,0.556,negative
2005-05-20,anderson fears for oil reserves,supply_geopolitics,supply_geopolitics,False,True,False,,oil_core_supply,,-0.4215,0.0,0.412,0.588,negative
2005-05-23,indonesia readies iraq oil exploration deal,supply_geopolitics,supply_geopolitics,False,True,False,,oil_exploration_drilling,,0.2263,0.275,0.0,0.725,positive
2005-05-30,australia nears east timor oil deal downer says,supply_geopolitics,supply_geopolitics,False,True,False,,oil_policy,,0.0,0.0,0.0,1.0,neutral
2005-05-30,inquiry finds nt fuel prices are reasonable,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-05-30,martin defends cost of fuel inquiry,consumer_fuel,consumer_fuel,False,False,True,,,reversed_fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-06-02,supply fears boost oil prices 5pc,market_prices,market_prices,True,False,False,oil_price,,,-0.0258,0.284,0.295,0.421,neutral
2005-06-03,refinery stockpile news pushes oil price down,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-06-04,weak job figures high oil prices hit us stocks,market_prices,market_prices,True,False,False,oil_price,,,-0.4404,0.0,0.266,0.734,negative
2005-06-07,cane harvesters introduce fuel surcharge,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-06-10,security fuel costs push ferry fares for cars,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.34,0.255,0.0,0.745,positive
2005-06-14,world oil prices on the rise,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-06-16,grim outlook for fuel prices,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.5719,0.0,0.481,0.519,negative
2005-06-16,surging oil demand pushes fuel prices up,supply_geopolitics,supply_geopolitics;consumer_fuel,False,True,True,,oil_core_supply,fuel_price_or_cost,-0.128,0.0,0.2,0.8,negative
2005-06-16,tanker raided at iraq oil terminal,supply_geopolitics,supply_geopolitics,False,True,False,,oil_geopolitical_country,,0.0,0.0,0.0,1.0,neutral
2005-06-18,us stocks resist oil price pressure,market_prices,market_prices,True,False,False,oil_price,,,-0.296,0.0,0.306,0.694,negative
2005-06-20,diesel prices push to record highs,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-06-20,racv predicts fuel price rise,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-06-20,strong commodities demand pushes up oil price,market_prices,market_prices,True,False,False,oil_price,,,0.4215,0.337,0.153,0.51,positive
2005-06-21,drivers warned of looming fuel price rise,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.3818,0.0,0.419,0.581,negative
2005-06-21,oil price hits us markets,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-06-21,oil price tipped to continue to rise,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-06-21,south australians to face higher fuel prices,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-06-22,senate allows us to sue opec for oil price fixing,market_prices,market_prices;supply_geopolitics,True,True,False,oil_price,opec,,0.0,0.0,0.0,1.0,neutral
2005-06-22,us markets mixed after oil price jitters,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-06-24,soaring oil price produces asx slump,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-06-24,stocks dip as oil hits us60 a barrel,market_prices,market_prices,True,False,False,oil_price_movement,,,0.0,0.0,0.0,1.0,neutral
2005-06-25,high oil prices prompt fuel levy reform call,market_prices,market_prices;consumer_fuel,True,False,True,oil_price,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-06-25,high petrol price good news for mortgages analyst,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.4404,0.293,0.0,0.707,positive
2005-06-25,oil price hits us market,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-06-25,oil price nears us60,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-06-25,petrol prices cancel out govt tax relief says labor,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.2732,0.256,0.165,0.579,positive
2005-06-25,pm concerned about rising world oil prices impact,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-06-25,us stocks fall on concern over rising oil prices,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-06-26,beazley seeks tax cuts to offset petrol price,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.296,0.0,0.239,0.761,negative
2005-06-26,qantas holds off on higher fuel levy,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-06-27,central bankers expect oil price to remain high,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-06-27,oil jumps above us60,market_prices,market_prices,True,False,False,oil_price_movement,,,0.0,0.0,0.0,1.0,neutral
2005-06-28,fuel seller says price fluctuations normal,consumer_fuel,consumer_fuel,False,False,True,,,fuel_cost_proximity,0.0,0.0,0.0,1.0,neutral
2005-06-28,high oil price hits us shares,market_prices,market_prices,True,False,False,oil_price,,,0.296,0.306,0.0,0.694,positive
2005-06-28,rising fuel prices linked to higher freight rates,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-06-29,higher fuel prices forecast for regional drivers,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-06-29,stocks rally following oil price drop,market_prices,market_prices,True,False,False,oil_price,,,-0.2732,0.0,0.296,0.704,negative
2005-06-30,venezuela outlines discount oil plan,supply_geopolitics,supply_geopolitics,False,True,False,,oil_geopolitical_country,,0.0,0.0,0.0,1.0,neutral
2005-07-04,petrol prices fuel inflation rate rise,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-07-06,china us face off over oil company takeover bid,supply_geopolitics,supply_geopolitics,False,True,False,,oil_industry_projects,,0.0,0.0,0.0,1.0,neutral
2005-07-06,tropical storms push oil price higher,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-07-07,high oil price drags us stocks lower,market_prices,market_prices,True,False,False,oil_price,,,-0.4404,0.0,0.438,0.562,negative
2005-07-07,oil price scales record high in asia,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-07-07,soaring oil prices push markets down,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-07-07,storms push oil prices to record highs,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-07-12,drivers urged to shop around for cheaper fuel,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_level,0.0,0.0,0.0,1.0,neutral
2005-07-12,high petrol prices not justified says fuelwatch,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.3089,0.0,0.273,0.727,negative
2005-07-12,record oil prices hit live cattle trade,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-07-13,hurricane concerns push up oil prices,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-07-16,petrol prices up as refinery remains shut,supply_geopolitics,supply_geopolitics;consumer_fuel,False,True,True,,oil_refinery_operations,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-07-18,diesel prices predicted to climb further,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-07-18,racv forecasts record high fuel prices,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-07-19,minister worried about cost of ethanol blended fuel,consumer_fuel,consumer_fuel,False,False,True,,,reversed_fuel_price_or_cost,-0.296,0.0,0.239,0.761,negative
2005-07-20,eight killed in yemen riots over fuel price rise,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.8316,0.0,0.527,0.473,negative
2005-07-20,higher oil price hits live cattle exporters,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-07-21,woodside projects boosts oil production,supply_geopolitics,supply_geopolitics,False,True,False,,oil_core_supply,,0.3182,0.365,0.0,0.635,positive
2005-07-22,39 killed in yemen clashes over fuel price hikes,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.6705,0.0,0.36,0.64,negative
2005-07-22,new petroleum exploration permits for carnarvon,supply_geopolitics,supply_geopolitics,False,True,False,,petroleum_context,,0.2263,0.275,0.0,0.725,positive
2005-07-23,dow jones closes up as crude price jumps,market_prices,market_prices,True,False,False,crude_oil,,,-0.5719,0.0,0.346,0.654,negative
2005-07-25,higher petrol price may boost bus ticket prices,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.4019,0.278,0.0,0.722,positive
2005-07-25,oil price rises yet to hit consumer goods,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-07-30,high oil prices put us stocks off,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-08-01,higher oil prices affect ravensthorpe roads,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-08-02,surging oil price hits dow,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-08-04,rising oil prices to hit rural businesses,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-08-08,motorists buy smaller cars as petrol prices rise,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-08-08,oil prices hit record highs,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-08-09,sa govt urged to act on fuel prices,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-08-10,qantas mulls fuel surcharge hike,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-08-11,wall street falls as oil soars,market_prices,market_prices,True,False,False,oil_price_movement,,,0.0,0.0,0.0,1.0,neutral
2005-08-12,oil price breaks through us66 a barrel,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-08-12,qld govt urged to extend petrol subsidy to non,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.1779,0.175,0.0,0.825,positive
2005-08-13,us stocks take a hit on record oil,market_prices,market_prices,True,False,False,oil_and_financial_market,,,0.0,0.0,0.0,1.0,neutral
2005-08-15,high oil prices fail to boost wool market,market_prices,market_prices,True,False,False,oil_price,,,-0.2023,0.221,0.287,0.492,negative
2005-08-15,higher fuel prices drive demand for gas conversion,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.128,0.0,0.176,0.824,negative
2005-08-15,regional drivers warned of rising fuel prices,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.2732,0.0,0.259,0.741,negative
2005-08-16,higher fuel prices prompts gas switch,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-08-17,court overturns ballarat petrol price fixing ruling,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-08-17,tas govt urged to offset rising petrol price costs,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-08-18,fuel prices cutting into airline profits,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.34,0.345,0.179,0.476,positive
2005-08-18,oil giant plans expansion in victoria,supply_geopolitics,supply_geopolitics,False,True,False,,oil_industry_projects,,0.0,0.0,0.0,1.0,neutral
2005-08-18,qantas ponders fuel levy increase despite profit,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.0274,0.237,0.248,0.515,neutral
2005-08-19,analyst expects oil price downturn,market_prices,market_prices,True,False,False,oil_price,,,0.0,0.0,0.0,1.0,neutral
2005-08-20,ecuador defence minister quits amid oil crisis,market_prices,market_prices,True,False,False,oil_crisis_or_fears,,,-0.5719,0.133,0.39,0.476,negative
2005-08-22,fears fuel costs may finish some farmers,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,-0.4215,0.0,0.318,0.682,negative
2005-08-23,mergers help us stocks fend off oil fears,market_prices,market_prices,True,False,False,oil_crisis_or_fears,,,-0.0258,0.235,0.243,0.522,neutral
2005-08-23,qantas increases fuel surcharge,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-08-24,higher fuel prices may put brakes on self drive,consumer_fuel,consumer_fuel,False,False,True,,,fuel_price_or_cost,0.0,0.0,0.0,1.0,neutral
2005-08-27,fuel shortage to hit sydney flights,supply_geopolitics,supply_geopolitics,False,True,False,,fuel_shortage_security,,-0.25,0.0,0.286,0.714,negative
