event_id,anchor_date,anchor_direction,anchor_absolute_return_pct,relative_trading_day,observation_date,observation_brent_price,all_oil_rate,all_oil_count,market_prices_rate,market_prices_count,supply_geopolitics_rate,supply_geopolitics_count,consumer_fuel_rate,consumer_fuel_count,all_oil_pre_event_baseline,all_oil_excess_over_baseline,market_prices_pre_event_baseline,market_prices_excess_over_baseline,supply_geopolitics_pre_event_baseline,supply_geopolitics_excess_over_baseline,consumer_fuel_pre_event_baseline,consumer_fuel_excess_over_baseline
40,2012-06-01,decrease,5.035624879645684,3,2012-06-06,101.14,0.0,0,0.0,0,0.0,0,0.0,0,2.6496436784226223,-2.6496436784226223,0.7485029940119761,-0.7485029940119761,0.9505703422053232,-0.9505703422053232,0.9505703422053232,-0.9505703422053232
40,2012-06-01,decrease,5.035624879645684,4,2012-06-07,100.05,4.032258064516129,1,0.0,0,4.032258064516129,1,0.0,0,2.6496436784226223,1.3826143860935067,0.7485029940119761,-0.7485029940119761,0.9505703422053232,3.081687722310806,0.9505703422053232,-0.9505703422053232
40,2012-06-01,decrease,5.035624879645684,5,2012-06-08,97.57,0.0,0,0.0,0,0.0,0,0.0,0,2.6496436784226223,-2.6496436784226223,0.7485029940119761,-0.7485029940119761,0.9505703422053232,-0.9505703422053232,0.9505703422053232,-0.9505703422053232
41,2012-07-03,increase,4.83837111670864,-5,2012-06-26,90.19,0.0,0,0.0,0,0.0,0,0.0,0,3.065440490470479,-3.065440490470479,0.0,0.0,1.0245901639344264,-1.0245901639344264,2.0408503265360523,-2.0408503265360523
41,2012-07-03,increase,4.83837111670864,-4,2012-06-27,92.06,0.0,0,0.0,0,0.0,0,0.0,0,3.065440490470479,-3.065440490470479,0.0,0.0,1.0245901639344264,-1.0245901639344264,2.0408503265360523,-2.0408503265360523
41,2012-07-03,increase,4.83837111670864,-3,2012-06-28,91.02,8.196721311475411,2,0.0,0,4.0983606557377055,1,4.0983606557377055,1,3.065440490470479,5.131280821004932,0.0,0.0,1.0245901639344264,3.073770491803279,2.0408503265360523,2.057510329201653
41,2012-07-03,increase,4.83837111670864,-2,2012-06-29,94.17,4.065040650406504,1,0.0,0,0.0,0,4.065040650406504,1,3.065440490470479,0.9996001599360254,0.0,0.0,1.0245901639344264,-1.0245901639344264,2.0408503265360523,2.024190323870452
41,2012-07-03,increase,4.83837111670864,-1,2012-07-02,95.28,4.032258064516129,1,0.0,0,4.032258064516129,1,0.0,0,3.065440490470479,0.9668175740456499,0.0,0.0,1.0245901639344264,3.0076679005817026,2.0408503265360523,-2.0408503265360523
41,2012-07-03,increase,4.83837111670864,0,2012-07-03,99.89,4.065040650406504,1,0.0,0,0.0,0,4.065040650406504,1,3.065440490470479,0.9996001599360254,0.0,0.0,1.0245901639344264,-1.0245901639344264,2.0408503265360523,2.024190323870452
41,2012-07-03,increase,4.83837111670864,1,2012-07-05,101.54,4.081632653061225,1,0.0,0,0.0,0,4.081632653061225,1,3.065440490470479,1.0161921625907455,0.0,0.0,1.0245901639344264,-1.0245901639344264,2.0408503265360523,2.0407823265251723
41,2012-07-03,increase,4.83837111670864,2,2012-07-06,98.5,0.0,0,0.0,0,0.0,0,0.0,0,3.065440490470479,-3.065440490470479,0.0,0.0,1.0245901639344264,-1.0245901639344264,2.0408503265360523,-2.0408503265360523
