date,headline_text,match_reason
2005-05-18,high petrol prices fuel tough april for coast,fuel_prices
2005-05-19,oil prices reach three month low,oil_market_phrase
2005-05-20,anderson fears for oil reserves,oil_market_phrase
2005-05-22,violence mars azerbaijan oil pipeline protest,oil_market_phrase
2005-05-30,inquiry finds nt fuel prices are reasonable,fuel_prices
2005-06-02,supply fears boost oil prices 5pc,oil_market_phrase
2005-06-03,refinery stockpile news pushes oil price down,oil_market_phrase
2005-06-04,weak job figures high oil prices hit us stocks,oil_market_phrase
2005-06-14,world oil prices on the rise,oil_market_phrase
2005-06-16,grim outlook for fuel prices,fuel_prices
2005-06-16,surging oil demand pushes fuel prices up,oil_market_phrase
2005-06-16,tanker raided at iraq oil terminal,oil_with_market_context
2005-06-18,us stocks resist oil price pressure,oil_market_phrase
2005-06-20,diesel prices push to record highs,fuel_prices
2005-06-20,racv predicts fuel price rise,fuel_prices
2005-06-20,strong commodities demand pushes up oil price,oil_market_phrase
2005-06-21,drivers warned of looming fuel price rise,fuel_prices
2005-06-21,oil price hits us markets,oil_market_phrase
2005-06-21,oil price tipped to continue to rise,oil_market_phrase
2005-06-21,south australians to face higher fuel prices,fuel_prices
2005-06-22,senate allows us to sue opec for oil price fixing,opec
2005-06-22,us markets mixed after oil price jitters,oil_market_phrase
2005-06-24,soaring oil price produces asx slump,oil_market_phrase
2005-06-24,stocks dip as oil hits us60 a barrel,oil_with_market_context
2005-06-25,high oil prices prompt fuel levy reform call,oil_market_phrase
2005-06-25,high petrol price good news for mortgages analyst,fuel_prices
2005-06-25,oil price hits us market,oil_market_phrase
2005-06-25,oil price nears us60,oil_market_phrase
2005-06-25,petrol prices cancel out govt tax relief says labor,fuel_prices
2005-06-25,pm concerned about rising world oil prices impact,oil_market_phrase
2005-06-25,us stocks fall on concern over rising oil prices,oil_market_phrase
2005-06-26,beazley seeks tax cuts to offset petrol price,fuel_prices
2005-06-27,central bankers expect oil price to remain high,oil_market_phrase
2005-06-27,oil jumps above us60,oil_price_movement
2005-06-28,high oil price hits us shares,oil_market_phrase
2005-06-28,rising fuel prices linked to higher freight rates,fuel_prices
2005-06-29,higher fuel prices forecast for regional drivers,fuel_prices
2005-06-29,stocks rally following oil price drop,oil_market_phrase
2005-07-04,petrol prices fuel inflation rate rise,fuel_prices
2005-07-06,tropical storms push oil price higher,oil_market_phrase
2005-07-07,high oil price drags us stocks lower,oil_market_phrase
2005-07-07,oil price scales record high in asia,oil_market_phrase
2005-07-07,soaring oil prices push markets down,oil_market_phrase
2005-07-07,storms push oil prices to record highs,oil_market_phrase
2005-07-12,high petrol prices not justified says fuelwatch,fuel_prices
2005-07-12,record oil prices hit live cattle trade,oil_market_phrase
2005-07-13,hurricane concerns push up oil prices,oil_market_phrase
2005-07-16,petrol prices up as refinery remains shut,fuel_prices
2005-07-17,power problems fixed at oil refinery,oil_market_phrase
2005-07-18,diesel prices predicted to climb further,fuel_prices
2005-07-18,racv forecasts record high fuel prices,fuel_prices
2005-07-20,eight killed in yemen riots over fuel price rise,fuel_prices
2005-07-20,higher oil price hits live cattle exporters,oil_market_phrase
2005-07-21,woodside projects boosts oil production,oil_market_phrase
2005-07-22,39 killed in yemen clashes over fuel price hikes,fuel_prices
2005-07-22,new petroleum exploration permits for carnarvon,petroleum
2005-07-23,dow jones closes up as crude price jumps,crude_oil
2005-07-25,higher petrol price may boost bus ticket prices,fuel_prices
2005-07-25,oil price rises yet to hit consumer goods,oil_market_phrase
2005-07-30,high oil prices put us stocks off,oil_market_phrase
2005-08-01,higher oil prices affect ravensthorpe roads,oil_market_phrase
2005-08-02,surging oil price hits dow,oil_market_phrase
2005-08-04,chinese oil producer eyes woodside santos report,oil_market_phrase
2005-08-04,rising oil prices to hit rural businesses,oil_market_phrase
2005-08-08,motorists buy smaller cars as petrol prices rise,fuel_prices
2005-08-08,oil prices hit record highs,oil_market_phrase
2005-08-08,us oil boss hopes for aust timor energy deal,oil_with_market_context
2005-08-09,sa govt urged to act on fuel prices,fuel_prices
2005-08-12,oil price breaks through us66 a barrel,oil_market_phrase
2005-08-13,us stocks take a hit on record oil,oil_with_market_context
2005-08-15,high oil prices fail to boost wool market,oil_market_phrase
2005-08-15,higher fuel prices drive demand for gas conversion,fuel_prices
2005-08-15,regional drivers warned of rising fuel prices,fuel_prices
2005-08-16,higher fuel prices prompts gas switch,fuel_prices
2005-08-17,court overturns ballarat petrol price fixing ruling,fuel_prices
2005-08-17,tas govt urged to offset rising petrol price costs,fuel_prices
2005-08-18,fuel prices cutting into airline profits,fuel_prices
2005-08-19,analyst expects oil price downturn,oil_market_phrase
2005-08-23,mergers help us stocks fend off oil fears,oil_with_market_context
2005-08-24,higher fuel prices may put brakes on self drive,fuel_prices
2005-08-25,oil gas prices push santos to record profit,oil_with_market_context
2005-08-27,oil prices slide as hurricane fears ease,oil_market_phrase
2005-08-27,rising fuel prices hit business hard,fuel_prices
2005-08-29,rising oil prices shake asx,oil_market_phrase
2005-08-29,us oil surges to record on hurricane fears,oil_price_movement
2005-08-30,market recovers as oil prices drop,oil_market_phrase
2005-08-30,opec chief concerned by oil price rise,opec
2005-08-30,record fuel prices to influence homebuyers,fuel_prices
2005-08-30,us considers using emergency oil reserves,oil_market_phrase
2005-08-31,costello warns over high oil price,oil_market_phrase
2005-08-31,forbes delegates mull over rising oil prices,oil_market_phrase
2005-08-31,market higher despite surging oil prices,oil_market_phrase
2005-08-31,oil price hits high after hurricane katrina,oil_market_phrase
2005-08-31,petroleum group welcomes govts exploration plan,petroleum
2005-08-31,us stocks fall as oil price rises,oil_market_phrase
2005-08-31,us to release oil from strategic petroleum reserve,petroleum
2005-09-01,bus service to use rising fuel prices in ad,fuel_prices
2005-09-01,emergency oil release helps ease prices,oil_with_market_context
2005-09-01,gulf country petrol prices alarm locals,fuel_prices
2005-09-01,joyce backs ethanol blend petrol as fuel price,fuel_prices
2005-09-01,petrol prices set to stay high for some time,fuel_prices
2005-09-02,fuel price climbs to 134 a litre,fuel_prices
2005-09-02,rising petrol prices pressure rural patients,fuel_prices
2005-09-03,european aid promises suppress oil price,oil_market_phrase
2005-09-04,service stations seek petrol price cap,fuel_prices
2005-09-05,business encouraged to budget for fuel price rises,fuel_prices
2005-09-05,costello to push indonesia for lower oil prices,oil_market_phrase
2005-09-05,fears fuel price hike will hit charities,fuel_prices
2005-09-05,high fuel prices force changes to helicopter,fuel_prices
2005-09-06,no end in sight to high petrol prices,fuel_prices
2005-09-07,graziers to bear brunt of higher fuel prices,fuel_prices
2005-09-07,nationals want gst revenue to cut petrol price,fuel_prices
2005-09-07,outback businesses lament petrol prices,fuel_prices
2005-09-07,perth petrol prices reach new highs,fuel_prices
2005-09-08,accc confident fuel prices will fall,fuel_prices
2005-09-08,drivers switch to lpg as petrol prices soar,fuel_prices
2005-09-08,falling oil prices boost markets,oil_market_phrase
2005-09-08,fuel prices will stay high economist says,fuel_prices
2005-09-08,inquiry wouldnt bring petrol price down pm,fuel_prices
2005-09-08,oil prices dominate apec finance ministers meeting,oil_market_phrase
2005-09-09,fuel prices putting communities at risk says,fuel_prices
2005-09-09,high fuel prices could wipe out farmers profits,fuel_prices
2005-09-10,drought hit farmers feeling fuel price pinch,fuel_prices
2005-09-11,petrol price tipped to peak at 145,fuel_prices
2005-09-11,rising petrol prices sound death knell for road,fuel_prices
2005-09-12,caltex defends high petrol prices,fuel_prices
2005-09-12,caltex says its not sorry for high petrol prices,fuel_prices
2005-09-12,high fuel prices impacting on regional aged care,fuel_prices
2005-09-12,national party promises to slash nz petrol prices,fuel_prices
2005-09-12,rising fuel prices may cut floriade attendances,fuel_prices
2005-09-13,farmers feeling impact of rising fuel prices,fuel_prices
2005-09-13,fuel price to be considered in taxi fares review,fuel_prices
2005-09-13,mining up but nab warns of oil price effects,oil_market_phrase
2005-09-13,racv predicts easing fuel price,fuel_prices
2005-09-14,petrol price tops list of aussie woes,fuel_prices
2005-09-14,petrol prices drive drop in confidence,fuel_prices
2005-09-14,thousands of nigerians protest fuel prices,fuel_prices
2005-09-14,tourism industry hopes for fuel price relief,fuel_prices
2005-09-15,oil price soars wall street slides,oil_market_phrase
2005-09-16,employers should offset petrol price hikes union,fuel_prices
2005-09-16,high fuel price worries tourism industry,fuel_prices
2005-09-16,market on the rise as oil price drops,oil_market_phrase
2005-09-17,upgrades oil prices bolster us market,oil_market_phrase
2005-09-18,opec wants to stabilise oil prices president says,opec
2005-09-19,accc must investigate petrol price hikes beazley,fuel_prices
2005-09-19,charity feels pinch as fuel prices rise,fuel_prices
2005-09-19,fuel prices prompt call for taxi fare hike,fuel_prices
2005-09-19,oil price rise affects sugar prices,oil_market_phrase
2005-09-19,wa govt under pressure to offer fuel price relief,fuel_prices
2005-09-20,bendigo families feeling higher fuel price,fuel_prices
2005-09-20,fuel excise to increase petrol price burden,fuel_prices
2005-09-20,mp urges accc to probe rising fuel prices,fuel_prices
2005-09-20,oil price surge depresses us market,oil_market_phrase
2005-09-20,opec to hold back spare oil capacity,opec
2005-09-20,rising petrol price fuels tourism concerns,fuel_prices
2005-09-21,excise decision wont cut petrol prices rac,fuel_prices
2005-09-21,fuel prices bite into 4wd car sales,fuel_prices
2005-09-21,higher petrol price fuels fishing concerns,fuel_prices
2005-09-21,no magic solution to fuel prices pm,fuel_prices
2005-09-21,opec suspends quota system,opec
2005-09-22,call for accc to regulate fuel prices as summit,fuel_prices
2005-09-22,pm flags fuel price discussion with oil groups,fuel_prices
2005-09-22,rising fuel price may boost air ticket costs,fuel_prices
2005-09-22,summit urges watchdog to monitor fuel prices,fuel_prices
2005-09-22,wimmera mallee drivers feel rising fuel price,fuel_prices
2005-09-23,bendigo drivers feel cost of rising fuel price,fuel_prices
2005-09-23,farmers cut deliveries as fuel price rises,fuel_prices
2005-09-23,fuel prices blamed for bega valley tourism slump,fuel_prices
2005-09-23,oil companies need to be investigated minister,oil_market_phrase
2005-09-23,petrol prices could force rates up,fuel_prices
2005-09-23,pm admits petrol prices could affect inflation,fuel_prices
2005-09-23,trucking firms suffer as fuel prices rise,fuel_prices
2005-09-24,oil prices slide as gulf production halts,oil_market_phrase
2005-09-25,mp calls for petrol price rise warnings,fuel_prices
2005-09-26,accc to educate motorists about petrol prices,fuel_prices
2005-09-26,keeping petrol prices low not our job accc,fuel_prices
2005-09-26,oil price falls after rita passes,oil_market_phrase
2005-09-26,retailers likely to feel higher fuel prices impact,fuel_prices
2005-09-27,bundaberg yet to feel fuel price drop,fuel_prices
2005-09-27,oil prices forecast to hit virgin blue profit,oil_market_phrase
2005-09-27,oil prices will ease costello,oil_market_phrase
2005-09-28,drivers urged to protest high fuel prices,fuel_prices
2005-09-28,fuel price fails to discourage albany visitors,fuel_prices
2005-09-28,shell boss blames fuel prices on global pressures,fuel_prices
2005-09-28,world oil prices to blame,oil_market_phrase
2005-09-29,exporters suffering soaring diesel prices,fuel_prices
2005-09-29,high petrol prices prompt rise in fuel thefts,fuel_prices
2005-09-30,consumers ignore fuel price hikes,fuel_prices
2005-09-30,fuel price drops as accc launches snapshot,fuel_prices
2005-09-30,retail sales defy petrol price pressure,fuel_prices
2005-09-30,warning shots fired on fuel price protesters,fuel_prices
2005-10-01,fuel prices eat into queenslanders spending,fuel_prices
2005-10-01,hundreds rally in indonesia against fuel price hike,fuel_prices
2005-10-04,indonesias fuel price rise hits cattle demand,fuel_prices
2005-10-05,drivers warned no fuel price respite soon,fuel_prices
2005-10-05,fuel price committee to inspect ethanol plant,fuel_prices
2005-10-05,greens seek inquiry into oil supply,oil_market_phrase
2005-10-05,sa govt urged to offer fuel price respite,fuel_prices
2005-10-07,crude oil drops on cooler us demand,crude_oil
2005-10-07,howard sees no inflation threat from fuel prices,fuel_prices
2005-10-10,higher fuel price takes toll on uralla tourism,fuel_prices
2005-10-11,rba spells out oil price risks,oil_market_phrase
2005-10-12,authorities urged to explain fuel price disparity,fuel_prices
2005-10-12,regional fuel price worries racq,fuel_prices
2005-10-12,retail price of oil should reflect wholesale cost,oil_with_market_context
2005-10-13,public urged to have say on fuel prices,fuel_prices
2005-10-15,g20 vows to combat oil economy risks,oil_with_market_context
2005-10-16,g20 countries call for stable oil prices,oil_market_phrase
2005-10-17,rising fuel prices costing region thousands,fuel_prices
2005-10-18,greenspan tips moderate oil price toll,oil_market_phrase
2005-10-18,oil prices make businesses nervous nab,oil_market_phrase
2005-10-18,rising petrol price fuels call for business costs,fuel_prices
2005-10-26,fuel prices drive up inflation,fuel_prices
2005-10-26,oil gold price jumps as weather worries hit markets,oil_with_market_context
2005-10-31,abare forecast talks down oil price impact,oil_market_phrase
2005-11-01,oil prices slide on forecasts of warming us weather,oil_market_phrase
2005-11-01,petrol price hike fuels indonesian inflation,fuel_prices
2005-11-03,petrol price disparity between city and country,fuel_prices
2005-11-03,regional petrol price gap hits all time high,fuel_prices
2005-11-03,residents to voice fuel price concerns at public,fuel_prices
2005-11-04,city country fuel price divide reaches new high,fuel_prices
2005-11-04,oil firms asked to explain city rural price,oil_with_market_context
2005-11-08,oil price fall boosts us market,oil_market_phrase
2005-11-09,fuel price expected to drop further,fuel_prices
2005-11-10,local takes petrol prices to accc fair trading,fuel_prices
2005-11-17,oil gold prices drive market,oil_with_market_context
2005-11-19,stocks boosted as crude oil price drops,crude_oil
2005-11-20,no production cuts on opec agenda,opec
2005-11-22,oil monitoring body warns demand outstripping,oil_with_market_context
2005-11-24,mp highlights fuel price disparity,fuel_prices
2005-11-29,mp happy with publics fuel price probe input,fuel_prices
2005-12-05,oil production better than expected,oil_market_phrase
2005-12-06,fuel price takes toll on volunteers,fuel_prices
2005-12-10,opec to maintain production quota,opec
2005-12-12,petrol price gap widens between town and country,fuel_prices
2005-12-20,govts asked for fuel price please explain,fuel_prices
2005-12-21,8 killed as gunmen attack nigerian oil pipeline,oil_market_phrase
2005-12-21,native title agreement paves way for petroleum,petroleum
2005-12-26,fuel price rises hurt poor suburbs most,fuel_prices
2005-12-28,falling oil price depresses us stocks,oil_market_phrase
2005-12-30,death threats close iraqi oil refinery,oil_market_phrase
2006-01-03,no end in sight for high petrol prices,fuel_prices
2006-01-06,diesel prices predicted to rise,fuel_prices
2006-01-06,petrol prices set to drop as demand picks up after,fuel_prices
2006-01-13,iran oil jitters strain markets,oil_with_market_context
2006-01-18,motorists to feel pinch as oil prices climb,oil_market_phrase
2006-01-18,oil price hike concerns market,oil_market_phrase
2006-01-19,oil price japanese internet scandal hits markets,oil_market_phrase
2006-01-19,partnership to tap tas oil reserves,oil_market_phrase
2006-01-22,iranian tensions may hit opec,opec
2006-01-29,iraq to boost oil exports,oil_market_phrase
2006-01-31,fuel price weather blamed for hike in fresh food,fuel_prices
2006-02-01,oil prices show slight fall amid iranian comments,oil_market_phrase
2006-02-02,positive boeing profits oil prices make for strong,oil_market_phrase
2006-02-04,oil tanker refloated off alaska,oil_market_phrase
2006-02-07,high oil prices make markets nervous,oil_market_phrase
2006-02-07,oil wheat scandal drag market down,oil_with_market_context
2006-02-07,regional fuel prices tipped to fall,fuel_prices
2006-02-08,consumer confidence overcomes fuel prices,fuel_prices
2006-02-08,oil price drop hit gold prices,oil_market_phrase
2006-02-09,website to allow drivers to compare fuel prices,fuel_prices
2006-02-10,new darwin refinery to reduce oil reliance,oil_with_market_context
2006-02-10,racv calls for more fuel price equality,fuel_prices
2006-02-11,wall street lifted by crude oil retreat,crude_oil
2006-02-14,local petroleum production surges,petroleum
2006-02-14,refinery closure increased fuel prices report,fuel_prices
2006-02-16,job cuts fuel prices hit qantas bottom line,fuel_prices
2006-02-17,market slips despite higher oil gold,oil_with_market_context
2006-02-22,petrol price soars in coober pedy,fuel_prices
2006-02-22,regional drivers still feeling high fuel prices,fuel_prices
2006-02-23,oil price fuels record santos profit,oil_market_phrase
2006-02-24,interest rates outweigh petrol price for homeowners,fuel_prices
2006-02-25,saudi attack drives up oil price,oil_market_phrase
2006-02-25,saudis claim oil refinery attack foiled,oil_market_phrase
2006-02-27,mp to raise fuel price disparity concerns,fuel_prices
2006-02-27,oil price surge company results boost market,oil_market_phrase
2006-03-02,consumers shrug off petrol price hikes,fuel_prices
2006-03-03,hunter residents feel high fuel prices impact,fuel_prices
2006-03-14,mergers oil price influence foreign markets,oil_market_phrase
2006-03-14,us extends oil sanctions against iran,oil_market_phrase
2006-03-29,fuel prices take toll on central west tourism,fuel_prices
2006-03-29,motorists warned of petrol price hike,fuel_prices
2006-03-30,fuel prices set to rise,fuel_prices
2006-03-30,petrol price hike expected says ract,fuel_prices
2006-03-30,regional fuel prices tipped to rise,fuel_prices
2006-04-01,oil shares pull down us stocks,oil_with_market_context
2006-04-03,drivers warned of rising fuel prices,fuel_prices
2006-04-04,farmers told grain prices may be linked to oil,oil_with_market_context
2006-04-07,easter travellers face high petrol price,fuel_prices
2006-04-07,petrol prices to be investigated by accc,fuel_prices
2006-04-07,pm sets watchdog on easter petrol price hike,fuel_prices
2006-04-07,rising world oil prices to blame for high petrol,oil_market_phrase
2006-04-08,accc rejects expanding petrol price regulation,fuel_prices
2006-04-08,extra regulation wont lower petrol prices accc,fuel_prices
2006-04-08,reinstate accc powers over petrol prices nrma says,fuel_prices
2006-04-11,fuel prices more worrying than child abuse,fuel_prices
2006-04-11,high petrol price deterring outback visitors,fuel_prices
2006-04-11,oil prices boost us market,oil_market_phrase
2006-04-11,petrol prices head higher,fuel_prices
2006-04-12,accc blamed for petrol price hike,fuel_prices
2006-04-12,accc steers clear of petrol price debate,fuel_prices
2006-04-12,consumers unfazed by petrol price hikes,fuel_prices
2006-04-12,costello fears oil prices will push inflation up,oil_market_phrase
2006-04-12,high oil prices drive market down,oil_market_phrase
2006-04-13,fuel price tipped to hurt bega valley tourism,fuel_prices
2006-04-14,oil to blame for petrol price hikes costello,fuel_prices
2006-04-18,global oil prices continue rising,oil_market_phrase
2006-04-18,oil price hike to push petrol inflation up,oil_market_phrase
2006-04-18,petrol prices expected to rise,fuel_prices
2006-04-19,competition seen as keeping fuel prices lower,fuel_prices
2006-04-19,cotton farmers feeling diesel price pinch,fuel_prices
2006-04-19,market hits record high despite soaring oil prices,oil_market_phrase
2006-04-19,oil price rise felt at bowser,oil_market_phrase
2006-04-19,petrol prices fail to deter tourists,fuel_prices
2006-04-20,high fuel price boosts demand for lpg conversions,fuel_prices
2006-04-20,howard powerless to lower petrol prices,fuel_prices
2006-04-20,latrobe valley fuel price hits 141 a litre,fuel_prices
2006-04-20,no sign of petrol prices dropping,fuel_prices
2006-04-20,oil price concerns pull market back,oil_market_phrase
2006-04-21,fashion brand braces for soaring oil prices,oil_market_phrase
2006-04-21,oil price rise to affect key tourism areas,oil_market_phrase
2006-04-21,raa to monitor regional fuel prices,fuel_prices
2006-04-22,oil price hits 75 barrel,oil_market_phrase
2006-04-22,petrol prices tipped to soar,fuel_prices
2006-04-24,regional victoria feeling high fuel prices impact,fuel_prices
2006-04-25,falling oil price hits energy stocks,oil_market_phrase
2006-04-25,truckies promise another fuel price protest,fuel_prices
2006-04-26,bush announces petrol price inquiry,fuel_prices
2006-04-26,melbourne fuel prices hit new high,fuel_prices
2006-04-26,rising fuel prices force qantas air fares up,fuel_prices
2006-04-27,average fuel price heads for record,fuel_prices
2006-04-27,call for rego relief to offset fuel prices,fuel_prices
2006-04-27,community groups feel pinch as petrol prices climb,fuel_prices
2006-04-27,govt faces political pressure over petrol prices,fuel_prices
2006-04-28,fears fuel price may climb to 2 a litre,fuel_prices
2006-04-28,fed chief warns of oil prices impact,oil_market_phrase
2006-04-29,use gst to ease petrol prices liberals,fuel_prices
2006-04-30,costello cautioned against fuel price predictions,fuel_prices
2006-04-30,costello warns of higher petrol prices,fuel_prices
2006-04-30,motorists warned of potential petrol price rise,fuel_prices
2006-04-30,petrol prices hit domestic tourism,fuel_prices
2006-05-01,high petrol prices here to stay,fuel_prices
2006-05-01,oil and gold lift market,oil_with_market_context
2006-05-02,canola growers may benefit from high oil price,oil_market_phrase
2006-05-02,farmer confidence falls as oil prices rise,oil_market_phrase
2006-05-02,oil prices fed comments boost us dollar,oil_market_phrase
2006-05-03,govt offers diesel price rise assurance,fuel_prices
2006-05-08,oil industry looks to boost local production,oil_market_phrase
2006-05-08,oil price seen above usd 100 a barrel,oil_market_phrase
2006-05-08,petrol prices force showmen to change circuit,fuel_prices
2006-05-10,fuel price cuts virgin blue profit,fuel_prices
2006-05-11,govt releases new areas for petroleum exploration,petroleum
2006-05-18,mp warns of looming higher fuel prices,fuel_prices
2006-05-22,petrol prices blamed for 4wd sales decrease,fuel_prices
2006-05-25,metal oil forces market down,oil_with_market_context
2006-05-30,oil to help riverland citrus exports,oil_with_market_context
2006-05-30,travellers undeterred by fuel prices,fuel_prices
2006-05-31,fuel price pressure on qld charities,fuel_prices
2006-06-05,iran may curb oil supplies amid nuclear row,oil_market_phrase
2006-06-05,iran may disrupt oil supply over nuclear row,oil_market_phrase
2006-06-05,oil metal prices boost asx,oil_with_market_context
2006-06-08,accc to monitor petrol prices,fuel_prices
2006-06-08,concerns raised over petrol prices,fuel_prices
2006-06-08,fuel price expected to cut long weekend visitor,fuel_prices
2006-06-08,fuel prices more urgent than nuclear power say,fuel_prices
2006-06-08,howard orders holiday petrol price monitoring,fuel_prices
2006-06-08,oil falls on rising us fuel inventory,oil_price_movement
2006-06-08,petrol prices continues to rise in tas,fuel_prices
2006-06-09,petrol price rises show need for ethanol senator,fuel_prices
2006-06-12,higher fuel price not stopping visitors to,fuel_prices
2006-06-12,oil prices to stay high for now bp boss says,oil_market_phrase
2006-06-13,broken hill endures long weekend fuel price spike,fuel_prices
2006-06-18,nrma applauds scrutiny of fuel price differences,fuel_prices
2006-06-18,nrma welcomes fuel price scrutiny plan,fuel_prices
2006-06-22,skyrocketing fuel prices prompt qantas review,fuel_prices
2006-06-23,lower petrol prices not expected from senate,fuel_prices
2006-06-23,petrol price inquiry should look at oil companies,oil_market_phrase
2006-06-25,howards fuel price monitoring questioned,fuel_prices
2006-06-25,pm dismisses ministers outburst over fuel prices,fuel_prices
2006-06-27,public may get chance to air petrol price views,fuel_prices
2006-06-29,artificial waves may squeeze more oil from reserves,oil_with_market_context
2006-07-03,north coast fuel prices rise again,fuel_prices
2006-07-04,high petrol prices prompt fuel theft spike,fuel_prices
2006-07-05,higher petrol prices fuel rail return,fuel_prices
2006-07-06,missile launch raises oil prices,oil_market_phrase
2006-07-06,regional drivers urged to wait for fuel price drop,fuel_prices
2006-07-07,motorists warned of petrol price squeeze,fuel_prices
2006-07-07,nrma says oil companies exploiting north korea missile,oil_market_phrase
2006-07-07,raa wants fuel price disparity explanation,fuel_prices
2006-07-10,oil production limit reached expert,oil_market_phrase
2006-07-10,sa opposition calls for detail on oil refinery,oil_market_phrase
2006-07-13,fuel prices changing rural lifestyles,fuel_prices
2006-07-14,figures highlight regional fuel price struggle,fuel_prices
2006-07-14,high petrol price fuels downturn in kimberley,fuel_prices
2006-07-14,oil prices soar,oil_market_phrase
2006-07-14,petrol prices keep economy in check pm,fuel_prices
2006-07-15,mid east conflict to raise petrol prices,fuel_prices
2006-07-17,petrol prices lift nz inflation rate,fuel_prices
2006-07-17,truss dismisses fears oil prices will soar past,oil_market_phrase
2006-07-21,higher fuel price forces up chopper fees,fuel_prices
2006-07-22,accc asked to probe ethanol fuel prices,fuel_prices
2006-07-23,nrma backs accc watch on ethanol fuel prices,fuel_prices
2006-07-24,fuel prices force taxi fare increase,fuel_prices
2006-07-24,opec wants to avoid high oil prices,opec
2006-07-25,cliff head oil production wells completed,oil_market_phrase
2006-07-25,victoria renews petrol price inquiry call,fuel_prices
2006-07-27,costello cant see any relief in petrol prices,fuel_prices
2006-07-31,high petrol price hits south west tourism,fuel_prices
2006-08-01,howard admits petrol price threat,fuel_prices
2006-08-03,no petrol price relief in sight pm,fuel_prices
2006-08-03,petrol price inquiry begins,fuel_prices
2006-08-03,petrol price similarities are collusion joyce,fuel_prices
2006-08-03,petrol price similarities not necessarily,fuel_prices
2006-08-03,supermarkets keep fuel prices down accc,fuel_prices
2006-08-06,era of low petrol prices gone howard,fuel_prices
2006-08-06,pm flags end of low petrol prices,fuel_prices
2006-08-06,pm to face backbencher anger over petrol prices,fuel_prices
2006-08-07,no oil price drop on horizon economist,oil_market_phrase
2006-08-08,banks oil firms lift market,oil_with_market_context
2006-08-08,govt considers petrol price relief,fuel_prices
2006-08-08,howard under pressure over petrol prices,fuel_prices
2006-08-08,pipeline leak pushes oil prices higher,oil_market_phrase
2006-08-08,regional areas brace for petrol price hike,fuel_prices
2006-08-09,petrol price hits 265 in torres strait,fuel_prices
2006-08-09,petrol price hits electricity costs,fuel_prices
2006-08-10,perth rail feels fuel price pressure,fuel_prices
2006-08-11,senate hears oil price drop could cause problems,oil_market_phrase
2006-08-14,fuel prices hurting govt poll,fuel_prices
2006-08-15,middle east cease fire lowers oil price,oil_market_phrase
2006-08-15,tanker spills 4500 tonnes of crude oil into indian,crude_oil
2006-08-17,rising fuel prices prompt droving revival,fuel_prices
2006-08-18,nt tas may miss out on fuel price relief,fuel_prices
2006-08-20,nepalese protest fuel price hikes,fuel_prices
2006-08-21,petrol prices force motoring innovation expert,fuel_prices
2006-08-21,push for national approach on fuel price,fuel_prices
2006-08-22,oil price tipped to boost wool market,oil_market_phrase
2006-08-22,tanker still spilling oil coastguard says,oil_with_market_context
2006-08-25,world economy can absorb oil price rises macfarlane,oil_market_phrase
2006-08-29,us stocks rally as oil price drops 26pc,oil_market_phrase
2006-08-30,falling oil commodities prices affect asx,oil_with_market_context
2006-08-31,fuel price increases hit flight centre profits,fuel_prices
2006-09-15,watchdog hits out at pace of regional fuel price,fuel_prices
2006-09-17,oil prices fall as demand forecasts lowered,oil_market_phrase
2006-09-18,rising prices renew interest in nt oil reserves,oil_market_phrase
2006-09-19,experts predict petrol price drop,fuel_prices
2006-09-19,fuel prices changing outback tourism says mayor,fuel_prices
2006-09-19,petroleum exploration permits criticised,petroleum
2006-09-19,racq questions wide bay petrol price disparity,fuel_prices
2006-09-20,regional motorists hit with higher petrol prices,fuel_prices
2006-09-23,oil company denies fate of port stanvac refinery,oil_with_market_context
2006-09-24,fuel price hike in perth unjustified,fuel_prices
2006-09-26,plectrum petroleum cautious about south coast,petroleum
2006-09-26,raa calls for lower mt gambier petrol prices,fuel_prices
2006-09-28,nrma accuses oil companies of unfair practice,oil_market_phrase
2006-10-19,drought petrol prices strain kangaroo harvest,fuel_prices
2006-10-20,opec agrees to surprise 12m bpd cut in oil output,opec
2006-10-20,opec cuts oil production,opec
2006-10-21,oil price falls to 2006 low,oil_market_phrase
2006-11-14,regional drivers enjoy lower fuel price,fuel_prices
2006-11-25,albany to host petrol price meeting,fuel_prices
2006-11-30,petrol price fall boosts retail spending,fuel_prices
2006-12-01,big fuel price changes not expected,fuel_prices
2006-12-08,report on petrol prices,fuel_prices
2007-01-03,approaching cyclone causes gas and oil producer,oil_market_phrase
2007-01-09,japanese oil tanker collides with us sub,oil_market_phrase
2007-01-10,oil price drags us stocks down,oil_market_phrase
2007-01-12,petrol prices not reflecting oil plunge says,oil_price_movement
2007-01-15,concern oil price fall not passed on,oil_market_phrase
2007-01-15,fuel price competition welcomed in alice springs,fuel_prices
2007-01-16,accc demands drop in petrol prices,fuel_prices
2007-01-16,accc demands lower petrol prices,fuel_prices
2007-01-16,caltex denies petrol prices too high,fuel_prices
2007-01-16,nrma joins petrol price attack on oil companies,oil_market_phrase
2007-01-16,oil companies pressed on fuel prices,oil_market_phrase
2007-01-16,oil companies under pricing pressure,oil_market_phrase
2007-01-16,racq wants answers on petrol price disparity,fuel_prices
2007-01-16,racv urges accc to be patient on fuel price change,fuel_prices
2007-01-17,oil price drop fails to boost markets,oil_market_phrase
2007-01-17,regional fuel price set to drop,fuel_prices
