date,headline_text,match_reason
2007-01-18,accc urged to get tougher on oil companies,oil_market_phrase
2007-01-18,petrol prices impacting trucking industry union,fuel_prices
2007-01-19,adelaide petrol prices predicted to fall,fuel_prices
2007-01-19,far north fuel prices remain high while south east,fuel_prices
2007-01-19,further drop in petrol prices forecast,fuel_prices
2007-01-19,govt welcomes petrol price falls,fuel_prices
2007-01-19,motoring industry questions fuel price drop,fuel_prices
2007-01-19,oil price drops below us50,oil_market_phrase
2007-01-22,interest in nt oil surges govt,oil_price_movement
2007-01-23,accc urged to investigate diesel prices,fuel_prices
2007-01-23,stirling urges accc to act on nt petrol prices,fuel_prices
2007-01-24,accc stays out of nt petrol price debate,fuel_prices
2007-01-25,mps urged to help cut high wagga fuel prices,fuel_prices
2007-01-25,oil companies collaborating on petrol prices nrma,oil_market_phrase
2007-01-25,regional fuel price hard to reduce stoner,fuel_prices
2007-01-29,racv understands delay in fuel price drop,fuel_prices
2007-01-30,airfares jump despite oil price drop,oil_market_phrase
2007-02-01,petrol price rise ripping off canberrans,fuel_prices
2007-02-23,rising oil prices spark inflation jitters,oil_market_phrase
2007-02-27,petrol prices expected to rise,fuel_prices
2007-03-08,petrol price hike prompts probe call,fuel_prices
2007-03-08,regions warned of looming fuel price rise,fuel_prices
2007-03-13,fuel price rises in port hedland after cyclone,fuel_prices
2007-03-16,russia set to build crucial oil pipeline,oil_market_phrase
2007-03-19,regional drivers warned of fuel price rise,fuel_prices
2007-03-21,mp demands accc look at petrol price gouging,fuel_prices
2007-03-22,opposition renews call for petrol price monitoring,fuel_prices
2007-03-23,accc to investigate mackay region petrol prices,fuel_prices
2007-03-28,caltex predicts petrol price gouging claims,fuel_prices
2007-03-28,rumours to blame for spike in oil futures,oil_market_phrase
2007-03-30,watchdog to monitor petrol prices,fuel_prices
2007-04-04,petrol price spike could be last straw for truck,fuel_prices
2007-04-05,holiday fuel price spikes hurt small businesses,fuel_prices
2007-04-05,oil companies accused of easter rip off,oil_market_phrase
2007-04-07,nrma welcomes steady canberra fuel prices,fuel_prices
2007-04-14,canberra fuel prices soar,fuel_prices
2007-04-19,rockhampton feels impact of rising fuel price,fuel_prices
2007-04-26,petrol price skyrockets in tasmania,fuel_prices
2007-05-01,electric cars wont kill off oil industry,oil_market_phrase
2007-05-03,supermarket chains to blame for high petrol prices,fuel_prices
2007-05-11,regional drivers warned of looming fuel price rise,fuel_prices
2007-05-18,falling oil production blamed for fuel prices,oil_market_phrase
2007-05-21,global supply problems lift petrol prices,fuel_prices
2007-05-23,farmers feel impact of rising fuel prices,fuel_prices
2007-05-25,motorists dont want fuel price regulation says accc,fuel_prices
2007-05-28,firms announce major oil pipeline,oil_market_phrase
2007-05-30,gippsland fuel prices reach near record high,fuel_prices
2007-05-31,long weekend petrol prices up early nrma,fuel_prices
2007-06-01,power petrol prices to rise if emissions drop task,fuel_prices
2007-06-08,local petrol prices in line with global pricing bp,fuel_prices
2007-06-08,oil companies face extra monitoring on petrol,oil_market_phrase
2007-06-08,petrol price too high state and federal watchdogs,fuel_prices
2007-06-11,overseas oil price drop should have local effect,oil_market_phrase
2007-06-12,call for better petrol price monitoring,fuel_prices
2007-06-12,send petrol price fixers to jail govt told,fuel_prices
2007-06-13,us warns oil firms against trading with iran,oil_with_market_context
2007-06-15,costello announces petrol price inquiry,fuel_prices
2007-06-15,howard announces petrol price inquiry,fuel_prices
2007-06-15,petrol price inquiry an election stunt swan,fuel_prices
2007-06-15,pm announces petrol price inquiry,fuel_prices
2007-06-18,acting on petrol prices,fuel_prices
2007-06-19,accc dumps petrol price fixing appeal,fuel_prices
2007-06-19,accc rues petrol price fixing dismissal,fuel_prices
2007-06-23,petrol prices blamed for taxi fare hike,fuel_prices
2007-06-25,jail time no silver bullet to stop petrol price,fuel_prices
2007-06-25,nigerians back at work after fuel price promise,fuel_prices
2007-06-25,petrol prices predicted to get cheaper,fuel_prices
2007-07-08,aust troops not in iraq for petrol prices costello,fuel_prices
2007-07-09,petrol prices drop to 10 week low,fuel_prices
2007-07-13,iea predicts easier 2008 oil market,oil_market_phrase
2007-07-19,woodside petroleum reports quarter sales increase,petroleum
2007-07-22,christo plans oil barrel pyramid,oil_with_market_context
2007-07-25,cost of living jumps as petrol prices rise,fuel_prices
2007-07-28,homes evacuated after oil pipeline leaks,oil_market_phrase
2007-07-28,oil pipeline leak forces evacuations,oil_market_phrase
2007-07-30,ipswich oil pipeline disaster waiting to happen,oil_market_phrase
2007-07-30,senator in gippsland to lobby for fuel prices,fuel_prices
2007-08-02,permits awarded for basin petroleum exploration,petroleum
2007-08-08,watchdog supports riverina fuel price hearing,fuel_prices
2007-08-09,tas liberals accused of inaction on petrol prices,fuel_prices
2007-08-14,gibbons backs inquiry into petrol prices,fuel_prices
2007-08-14,petrol prices lowest for two years,fuel_prices
2007-08-20,fuel price hearing to sit in wagga,fuel_prices
2007-08-21,qld launches inquiry into petrol prices,fuel_prices
2007-08-24,profit boost for stuart petroleum,petroleum
2007-08-26,junta arrests burmese fuel price activist,fuel_prices
2007-08-27,drivers group hopes for petrol price transparency,fuel_prices
2007-09-03,oil companies are ripping consumers off nrma,oil_market_phrase
2007-09-04,caltex admits trying to push petrol price up,fuel_prices
2007-09-04,caltex tried to lift petrol prices boss,fuel_prices
2007-09-07,coles rejects allegations of petrol price,fuel_prices
2007-09-07,community urged to attend accc fuel price hearing,fuel_prices
2007-09-08,bush backs austrian troops at opec,opec
2007-09-13,motorists insulated from oil price spike fueltrac,oil_market_phrase
2007-09-13,onshore oil drilling could lead to economic boom,oil_with_market_context
2007-09-13,petrol prices likely to rise,fuel_prices
2007-09-13,strong oil stocks drive market gains,oil_market_phrase
2007-09-14,central qld fuel price rise under investigation,fuel_prices
2007-09-14,mcgauran reveals high latrobe valley fuel prices,fuel_prices
2007-09-14,record oil prices to put pressure on inflation,oil_market_phrase
2007-09-21,accc moves fuel price probe to ballarat,fuel_prices
2007-09-24,qld opposition backs bligh on petrol price cap,fuel_prices
2007-09-25,servo assoc rejects petrol price capping,fuel_prices
2007-09-26,concern over petrol price,fuel_prices
2007-09-28,accc inquiry scrutinises diesel prices,fuel_prices
2007-09-28,fears oil companies fixing diesel prices,oil_market_phrase
2007-10-01,steady petrol price predicted,fuel_prices
2007-10-02,fair dinkum fuel prices,fuel_prices
2007-10-03,motorists suspicious of petrol price fluctuations,fuel_prices
2007-10-14,ecuador back in opec next month,opec
2007-10-15,fuel price probe sits in cairns,fuel_prices
2007-10-15,opposition criticises oil pipeline shutdown,oil_market_phrase
2007-10-16,inquiry told small independents setting fuel price,fuel_prices
2007-10-16,middle east tensions push up world oil prices,oil_market_phrase
2007-10-16,turkey iraq tensions push up world oil prices,oil_market_phrase
2007-10-17,international tensions put pressure on oil markets,oil_market_phrase
2007-10-19,oil price weighs on local market,oil_market_phrase
2007-10-24,oil prices may raise virgin blue fuel surcharge,oil_market_phrase
2007-10-25,peak oil economic crisis waiting to happen,oil_with_market_context
2007-10-27,oil price soars on global uncertainty,oil_market_phrase
2007-10-27,oil prices reach new highs,oil_market_phrase
2007-10-29,fuel prices at 3 month high,fuel_prices
2007-10-29,oil metal prices push market to record high,oil_with_market_context
2007-10-30,oil price pushes into record ground,oil_market_phrase
2007-10-31,regional drivers warned of looming fuel price rise,fuel_prices
2007-11-01,oil prices continue to climb,oil_market_phrase
2007-11-08,oil price rise adds to us recession fears,oil_market_phrase
2007-11-11,1300 tonnes of oil spill from russian tanker,oil_with_market_context
2007-11-12,storm smashes russian oil tanker,oil_market_phrase
2007-11-17,oil prices lower than real value ahmadinejad,oil_market_phrase
2007-11-18,indonesia proposes opec oil for forests fund,opec
2007-11-18,opec summit starts with usd 200 oil warning,opec
2007-11-19,oil demand sends petrol price to 5 month high,oil_market_phrase
2007-11-20,higher dollar keeping fuel price in check,fuel_prices
2007-11-25,oil prices to keep rising as demand grows,oil_market_phrase
2007-11-28,base metals oil pull market lower,oil_with_market_context
2007-11-28,rural fuel prices jump,fuel_prices
2007-11-28,saudi minister sees mismatch in oil prices,oil_market_phrase
2007-12-01,chavez threatens to cut oil exports to us,oil_market_phrase
2007-12-01,election blamed for high petrol prices,fuel_prices
2007-12-01,election suppressed petrol prices nrma,fuel_prices
2007-12-02,motorists warned of another petrol price rise,fuel_prices
2007-12-04,record high diesel prices worry companies,fuel_prices
2007-12-07,tanker spills 15000 tonnes of oil near south korea,oil_with_market_context
2007-12-09,workers stop oil tanker leak south korea,oil_market_phrase
2007-12-18,accc finds no sign of petrol price fixing,fuel_prices
2007-12-18,accc report rules out petrol price fixing,fuel_prices
2007-12-18,no evidence of petrol price fixing accc,fuel_prices
2007-12-18,petrol price fixing,fuel_prices
2007-12-18,watching market best way to find low petrol price,fuel_prices
2007-12-22,accc puts oil companies on notice,oil_market_phrase
2007-12-22,chavez proposes oil for bananas trade deal,oil_with_market_context
2007-12-23,nrma accc criticise greedy petrol price hike,fuel_prices
2007-12-23,petrol prices too high accc nrma,fuel_prices
2007-12-26,accc continues attack on oil companies,oil_market_phrase
2007-12-26,accc demands petrol price cuts,fuel_prices
2007-12-27,outrage over petrol price cuts,fuel_prices
2007-12-28,oil metal boost aust market,oil_with_market_context
2008-01-03,international demand driving fuel prices higher,fuel_prices
2008-01-03,local market dips as oil price surges,oil_market_phrase
2008-01-03,market hit by oil price surge,oil_market_phrase
2008-01-03,motorists getting caught out on petrol prices,fuel_prices
2008-01-03,no relief from diesel price hikes racq,fuel_prices
2008-01-03,ract predicts petrol price rise in 10 days,fuel_prices
2008-01-03,soaring oil prices wont make financial difference,oil_market_phrase
2008-01-04,govt working to ease petrol price pain swan,fuel_prices
2008-01-04,oil metal boost local market,oil_with_market_context
2008-01-04,oil price hike sign of things to come,oil_market_phrase
2008-01-04,oil price hype motoring group,oil_market_phrase
2008-01-04,transport costs dont justify higher fuel prices,fuel_prices
2008-01-05,oil prices slide after usd 100 spike,oil_market_phrase
2008-01-07,petrol price incentives,fuel_prices
2008-01-08,petrol prices encouraging holidayers overseas,fuel_prices
2008-01-08,us oil prices push petrol prices closer to 150 a,oil_market_phrase
2008-01-09,petrol prices set to hit 150 this week,fuel_prices
2008-01-15,bush appeals to oil producers over very high prices,oil_market_phrase
2008-01-16,bush oil price begging is pathetic clinton,oil_market_phrase
2008-01-20,us saudi agree on need for oil market stability,oil_market_phrase
2008-01-24,oil companies accused of keeping regional fuel,oil_market_phrase
2008-01-25,accc urged to probe diesel price,fuel_prices
2008-01-25,diesel prices too high raa,fuel_prices
2008-01-27,massive crude oil deposit found in argentina,crude_oil
2008-01-28,oil giants deny price gouging,oil_with_market_context
2008-02-01,oil output unchanged as opec rejects consumer calls,opec
2008-02-07,south west search expands for gas petroleum,petroleum
2008-02-08,static fuel prices puzzle raa,fuel_prices
2008-02-08,tas petrol price predicted to fall within days,fuel_prices
2008-02-21,raa plays down fuel price concerns,fuel_prices
2008-02-22,petrol price database close to illegal accc,fuel_prices
2008-02-24,iran says it will back opec output cut,opec
2008-02-28,mount gambier petrol prices below cost fuel,fuel_prices
2008-03-05,opec ministers agree on steady output,opec
2008-03-06,oil gold prices soar on inflation fears,oil_with_market_context
2008-03-06,oil price hits new record high,oil_market_phrase
2008-03-07,nz oil exports outstrip lamb,oil_market_phrase
2008-03-08,capsized tanker oil hits vietnam beaches 4 bodies,oil_with_market_context
2008-03-08,oil price eases after usd 106 record,oil_market_phrase
2008-03-11,nrma to track sydney petrol prices,fuel_prices
2008-03-11,us fuel prices push public transport numbers to 50,fuel_prices
2008-03-12,petrol theft oil companies dragging heels,oil_market_phrase
2008-03-12,s korea battles to contain oil leak after tanker,oil_with_market_context
2008-03-13,rising oil price to hit motorists,oil_market_phrase
2008-03-15,keep petrol prices fair over easter warns accc,fuel_prices
2008-03-20,caltexs richard beattie discusses the petrol price,fuel_prices
2008-03-20,qld to watch petrol prices over easter bligh,fuel_prices
2008-03-20,tas petrol prices stable,fuel_prices
2008-03-25,oil falls below usd 100,oil_price_movement
2008-03-27,iraqi oil export pipe sabotaged,oil_market_phrase
2008-03-30,nrma backs national fuel price watch system,fuel_prices
2008-04-01,gold oil price dip takes shine off asx,oil_market_phrase
2008-04-03,new car sales surviving petrol prices rates rises,fuel_prices
2008-04-06,opec chief rejects calls for output hike,opec
2008-04-08,petrol price set to jump sharply,fuel_prices
2008-04-09,brisbane fuel prices hit record high,fuel_prices
2008-04-09,country fuel prices tipped to jump,fuel_prices
2008-04-10,brisbane fuel prices hit record average fueltrac,fuel_prices
2008-04-10,record oil prices to hit bowsers,oil_market_phrase
2008-04-15,local market higher on oil price,oil_market_phrase
2008-04-15,nsw govt welcomes fed fuel price checks,fuel_prices
2008-04-16,airlines steel themselves for fuel price turbulence,fuel_prices
2008-04-17,fuel watchdog demands diesel price explanation,fuel_prices
2008-04-19,oil hits record usd 117 a barrel,oil_with_market_context
2008-04-23,rising petrol prices will hit country hard vcoss,fuel_prices
2008-04-24,caltex may reduce oil production,oil_market_phrase
2008-04-25,expect oil prices to rise caltex ceo,oil_market_phrase
2008-04-25,oil rises to usd 118 on nigeria output cut,oil_price_movement
2008-04-26,british oil and gas pipeline set to close over,oil_with_market_context
2008-04-26,oil climbs as us stocks stage late comeback,oil_price_movement
2008-04-27,bp shutting down major british oil pipeline,oil_market_phrase
2008-04-27,strike hits key british oil refinery,oil_market_phrase
2008-04-28,british refinery strike pushes oil price to new,oil_market_phrase
2008-04-28,high diesel price prompts farm thefts,fuel_prices
2008-04-29,anti hoon laws petrol prices reducing speeding,fuel_prices
2008-04-29,british oil refinery workers end strike,oil_market_phrase
2008-04-29,petrol prices threaten grey nomads territory travel,fuel_prices
2008-05-06,us oil price hits new high,oil_market_phrase
2008-05-07,fixed price for oil,oil_with_market_context
2008-05-08,accc needs to take more action on fuel prices nrma,fuel_prices
2008-05-10,oil climbs above 126 to fresh high,oil_price_movement
2008-05-10,us stocks slump amid record oil price,oil_market_phrase
2008-05-13,agency predicts global oil demand will ease,oil_market_phrase
2008-05-14,bike makers ride high on surging oil prices,oil_market_phrase
2008-05-14,we werent consulted on budget changes petroleum,petroleum
2008-05-15,new oil tax wont push up petrol prices govt,fuel_prices
2008-05-16,oil price jumps to new record,oil_market_phrase
2008-05-16,record fuel prices in tasmania,fuel_prices
2008-05-17,price of oil soars again,oil_with_market_context
2008-05-17,saudi oil output boost doesnt solve problem bush,oil_market_phrase
2008-05-18,oil fuel prices add to airline turbulence,fuel_prices
2008-05-21,diesel prices soar,fuel_prices
2008-05-21,fuel watch scheme could cut rising fuel prices,fuel_prices
2008-05-21,record petrol price for adelaide,fuel_prices
2008-05-22,diesel prices heading up racv,fuel_prices
2008-05-22,local market falls as oil price rises,oil_market_phrase
2008-05-22,oil price hikes scare global markets,oil_market_phrase
2008-05-22,perth fuel prices to hit 160 within a week,fuel_prices
2008-05-22,record petrol prices highlight need for fuelwatch,fuel_prices
2008-05-24,fuel prices putting truckies lives at risk union,fuel_prices
2008-05-24,indonesia lifts petrol price by 30pc,fuel_prices
2008-05-24,oil spike weak housing hurts stocks ahead of,oil_with_market_context
2008-05-25,petrol prices threatening rural dialysis patients,fuel_prices
2008-05-26,diesel prices rising faster than unleaded accc,fuel_prices
2008-05-26,indonesian govt stands by fuel price hike,fuel_prices
2008-05-27,oppn takes aim at pm over petrol prices,fuel_prices
2008-05-27,rudd wont make irresponsible fuel price guarantee,fuel_prices
2008-05-28,indonesia to withdraw from opec,opec
2008-05-28,petrol price hikes hurting kidney patients,fuel_prices
2008-05-29,fuel prices tipped to improve nt mining prospects,fuel_prices
2008-05-29,market lifts as oil price surges again,oil_market_phrase
2008-05-29,rising fuel prices hurting transport workers health,fuel_prices
2008-05-30,diesel price skyrockets,fuel_prices
2008-05-30,indonesias poor crippled by soaring fuel prices,fuel_prices
2008-05-31,fuel prices threaten livelihoods across europe,fuel_prices
2008-06-02,coalition pushes to keep focus on fuel prices,fuel_prices
2008-06-02,fears rising fuel price affecting torres strait,fuel_prices
2008-06-03,fuel price blamed for mortgage issues,fuel_prices
2008-06-04,petrol prices to be catalyst for green cars,fuel_prices
2008-06-06,oil price surge pushes energy stocks up,oil_market_phrase
2008-06-07,fuel prices keep qlders inside on long weekend,fuel_prices
2008-06-07,fuelwatch will keep long weekend fuel prices down,fuel_prices
2008-06-07,oil hits usd 139 a barrel,oil_with_market_context
2008-06-07,oil price makes record jump ahead of energy talks,oil_market_phrase
2008-06-07,oil surges as us woes mount,oil_price_movement
2008-06-07,oil surges to record high,oil_price_movement
2008-06-07,petrol prices set to soar,fuel_prices
2008-06-07,world powers voice serious concern over oil price,oil_market_phrase
2008-06-08,boost oil supply to ease fuel prices rudd,oil_market_phrase
2008-06-08,g8 asian powers urge oil production hike,oil_market_phrase
2008-06-08,indonesian students stitch lips in fuel price,fuel_prices
2008-06-09,fuel prices hitting hip pockets tourism body,fuel_prices
2008-06-09,g8 to focus on petrol prices,fuel_prices
2008-06-09,natural gas ignored despite rising petrol prices,fuel_prices
2008-06-09,oil price hike will help fuel mining boom,oil_market_phrase
2008-06-09,oil surge puts pressure on rudd,oil_price_movement
2008-06-09,rudd repeats opec oil supply calls,opec
2008-06-10,aust market hurting after oil price rise,oil_market_phrase
2008-06-10,higher fuel prices may boost ballarat tourism,fuel_prices
2008-06-10,speculators not opec causing oil price spike,opec
2008-06-10,world grapples with sky high oil prices,oil_market_phrase
2008-06-11,bendigo tourism surviving amidst high fuel prices,fuel_prices
2008-06-11,melbourne petrol prices soar,fuel_prices
2008-06-12,escalating fuel prices could ground air fiji,fuel_prices
2008-06-12,motorists continue to feel bite of high fuel prices,fuel_prices
2008-06-14,petrol prices rates cause retail slowdown,fuel_prices
2008-06-14,saudi arabia to increase oil production,oil_market_phrase
2008-06-14,steep oil prices may stunt growth g8,oil_market_phrase
2008-06-15,saudis willing to act to bring oil prices down un,oil_market_phrase
2008-06-16,australia going to opec meeting rudd,opec
2008-06-16,ferguson to attend opec summit,opec
2008-06-16,financial sector and oil price weigh on market,oil_market_phrase
2008-06-16,hong kong proposes new oil futures market,oil_market_phrase
2008-06-16,oil price drops as saudis pledge more production,oil_market_phrase
2008-06-17,qantas cost cuts nothing to do with oil price union,oil_market_phrase
2008-06-18,melbourne petrol price climbs past 170,fuel_prices
2008-06-18,oil imports fall as drivers change road behaviour,oil_market_phrase
2008-06-18,record petrol prices in adelaide,fuel_prices
2008-06-19,greens label fuel price debate populist nonsense,fuel_prices
2008-06-19,high petrol prices damage regional tourism,fuel_prices
2008-06-19,more canberrans catching buses as petrol prices,fuel_prices
2008-06-19,motorists playing poker with petrol prices,fuel_prices
2008-06-19,shell halts production at nigerian oil field after,oil_with_market_context
2008-06-19,soaring petrol prices spark oil hunt down under,fuel_prices
2008-06-20,iraq oil fields set to replenish world supply,oil_with_market_context
2008-06-22,aust in middle east mission to lower petrol prices,fuel_prices
2008-06-22,ferguson will have to clean up opec mess bishop,opec
2008-06-22,oil price under review,oil_market_phrase
2008-06-22,opec divided on saudi summit and production boost,opec
2008-06-22,some opec states may lift output at jeddah oil meet,opec
2008-06-23,tasmanian petroleum wells could be worth billions,petroleum
2008-06-24,fuel prices a bigger problem than sep 11 or sars,fuel_prices
2008-06-24,indonesian police protesters clash over fuel price,fuel_prices
2008-06-24,oil prices wont fall opec president,opec
2008-06-25,fuel price spikes killing truck industry union,fuel_prices
2008-06-25,fuel prices could rise under carbon trading scheme,fuel_prices
2008-06-26,high fuel prices blamed for taxi fare increases,fuel_prices
2008-06-27,oil jumps to record usd 142,oil_price_movement
2008-06-28,oil surge continues,oil_price_movement
2008-06-28,oil surge continues global stocks fall,oil_price_movement
2008-06-30,oil hits record usd 143 a barrel,oil_with_market_context
2008-07-03,extra onshore petroleum licence area up for grabs,petroleum
2008-07-08,darwin hotels still full despite petrol prices,fuel_prices
2008-07-09,adelaide petrol prices rise,fuel_prices
2008-07-09,local market buoyed by oil prices,oil_market_phrase
2008-07-11,garnaut rules out emissions trading petrol price,fuel_prices
2008-07-11,grey nomad numbers dwindle as fuel prices rise,fuel_prices
2008-07-11,high oil prices may be good for film industry,oil_market_phrase
2008-07-11,petrol price hikes will have severe consequences,fuel_prices
2008-07-12,oil hits record high as supply fears intensify,oil_with_market_context
2008-07-12,oil surges to fresh high,oil_price_movement
2008-07-16,diesel prices continue to climb,fuel_prices
2008-07-18,qantas blames oil prices for jobs cut,oil_market_phrase
2008-07-19,fueltrac predicts fuel price cuts,fuel_prices
2008-07-21,commsec tips 10c fall in petrol price,fuel_prices
2008-07-21,fuel prices put pressure on south coast fishermen,fuel_prices
2008-07-23,market up 1pc after oil price slumps,oil_market_phrase
2008-07-24,arctic holds 90 billion barrels of oil scientists,oil_with_market_context
2008-07-24,oil search png sign agreement on gas reserves,oil_with_market_context
2008-07-24,oil slump drags miners lower,oil_price_movement
2008-07-27,safer pipeline lets iraq oil exports flow us,oil_market_phrase
2008-07-28,fuel prices not slowing upper hunter tourism,fuel_prices
2008-07-28,racv calls for lower rural petrol prices,fuel_prices
2008-07-28,racv demands country fuel price drop,fuel_prices
2008-07-30,market rises on oil price fall,oil_market_phrase
2008-07-30,petrol prices hurt regional tourism committee,fuel_prices
2008-07-31,energy stocks rise on strong oil prices,oil_market_phrase
2008-07-31,fueltrac predicts drop in diesel prices,fuel_prices
2008-08-04,national petrol prices fall,fuel_prices
2008-08-04,questions will be asked if fuel prices dont drop,fuel_prices
2008-08-05,fuelling anger over petrol prices,fuel_prices
2008-08-05,road trip dream dying as petrol prices soar,fuel_prices
2008-08-07,high fuel prices keeping some farmers away from,fuel_prices
2008-08-07,nrma wants fairer country fuel price,fuel_prices
2008-08-08,anger over lack of interest in fuel price hearing,fuel_prices
2008-08-08,falling dollar to cancel oil price drop raa,oil_market_phrase
2008-08-09,drop in oil price pushes us shares up,oil_market_phrase
2008-08-10,oil prices risk new rises on supply shocks,oil_market_phrase
2008-08-11,fears georgia unrest could fuel oil price hike,oil_market_phrase
2008-08-11,ract backs fuel price watchdog,fuel_prices
2008-08-14,fiji fuel prices to drop after government move,fuel_prices
2008-08-23,concern over petrol prices,fuel_prices
2008-08-25,green light for sandalwood oil producer sale,oil_market_phrase
2008-08-26,woolworths profit up despite fuel price subsidy,fuel_prices
2008-09-09,oil falls as opec expected to maintain targets,opec
2008-09-09,oil market fairly well balanced saudi oil minister,oil_market_phrase
2008-09-10,opec announces oil production cut,opec
2008-09-10,opec production cut boosts oil prices,opec
2008-09-16,oil companies ripping off motorists,oil_market_phrase
2008-09-16,oil price drops below usd 100,oil_market_phrase
2008-09-17,expect fuel prices to keep falling at the pump,fuel_prices
2008-09-17,fuel prices to keep falling raa,fuel_prices
2008-09-17,motorists unhappy as petrol prices stay high,fuel_prices
2008-09-23,motorists to feel pain of surging oil prices,oil_market_phrase
2008-09-23,oil price to hit consumers raa,oil_market_phrase
2008-09-23,the raas matthew hanton says increased crude oil,crude_oil
2008-10-04,ract scratching its head over diesel prices,fuel_prices
2008-10-09,lower dollar blamed for slowing fuel price falls,fuel_prices
2008-10-18,drivers ripped off as oil price falls expert,oil_market_phrase
2008-10-20,emissions trading will jeopardise oil and gas,oil_with_market_context
2008-10-23,petrol prices to drop further,fuel_prices
2008-10-24,oil prices on the way up,oil_market_phrase
2008-10-24,opec holds oil production crisis talks,opec
2008-10-24,opec slashes output to halt free falling prices,opec
2008-10-25,opec leaders cut oil production,opec
2008-10-25,us criticises opec production cut,opec
2008-10-28,petrol prices set to fall racv,fuel_prices
2008-10-30,petrol prices expected to drop in two weeks,fuel_prices
2008-10-31,oil prices tumble on us economic gloom,oil_market_phrase
2008-10-31,racv wants wholesale fuel price drops passed on,fuel_prices
2008-11-01,oil prices rebound on wall st rally,oil_market_phrase
2008-11-03,racv wants fuel price drop passed on,fuel_prices
2008-11-04,further falls expected for petrol prices,fuel_prices
2008-11-04,petrol prices to keep dropping,fuel_prices
2008-11-04,sa petrol prices drop,fuel_prices
2008-11-06,city fuel price drop not reaching regions,fuel_prices
2008-11-11,petrol prices at unexpected low,fuel_prices
2008-11-13,soaring apy fuel price tipped to fall,fuel_prices
2008-11-18,hijacked oil tanker off somali coast,oil_market_phrase
2008-11-20,pirates demand 40m ransom for oil tanker,oil_market_phrase
2008-11-25,regional fuel price drop to take time fuelwatch,fuel_prices
2008-11-26,country drivers told not to expect city fuel prices,fuel_prices
2008-11-27,servo group considers newcastle sydney fuel price,fuel_prices
2008-11-29,opec may defer third output cut ministers say,opec
2008-11-29,us75 a fair price for oil saudi arabia,oil_with_market_context
2008-11-30,recession will dampen oil prices opec,opec
2008-12-02,darwin petrol prices too high expert,fuel_prices
2008-12-02,supermarkets on notice to explain petrol prices,fuel_prices
2008-12-03,enjoy lower petrol prices while you can,fuel_prices
2008-12-08,fuel prices to fall,fuel_prices
2008-12-09,falling fuel prices not helping qld truckies,fuel_prices
2008-12-10,hope for fuel price drop to boost mackay tourism,fuel_prices
2008-12-12,fire crews control oil refinery blaze,oil_market_phrase
2008-12-17,farmer fury over diesel price,fuel_prices
2008-12-17,opec to make record cut in production,opec
2008-12-17,queues form as petrol price drops below 1 a litre,fuel_prices
2008-12-18,analysts skeptical of opec oil cut,opec
2008-12-19,joyce xenophon call for fuel price scrutiny,fuel_prices
2008-12-20,oil price falls further on weak demand outlook,oil_market_phrase
2008-12-23,fuel prices tipped to rise for christmas,fuel_prices
2008-12-23,servos warned not to cash in on holiday fuel prices,fuel_prices
2008-12-30,aust stocks close higher boosted by oil and gold,oil_with_market_context
2008-12-30,gaza violence driving oil prices up,oil_market_phrase
2009-01-14,sydney servos slash fuel prices to 50c a litre,fuel_prices
2009-01-20,oil falls towards us34 on gas deal gaza ceasefire,oil_price_movement
2009-01-21,raa expects further regional fuel price rise,fuel_prices
2009-01-22,petrol price hike passed on to consumers racq,fuel_prices
2009-01-27,racq not surprised by petrol price jump,fuel_prices
2009-01-28,petrol prices fuel inflation fall,fuel_prices
2009-01-28,santos oil reserves pass 134 million barrels,oil_market_phrase
2009-02-14,oil price climbs towards us36,oil_market_phrase
2009-02-16,petrol prices at 2 month high,fuel_prices
2009-02-16,research aims to prolong oil reserves,oil_market_phrase
2009-03-02,diesel prices drop below unleaded,fuel_prices
2009-03-02,petrol prices spike inflation gauge,fuel_prices
2009-03-15,opec faces vital output meet algeria calls for,opec
2009-03-16,fuel prices likely to keep falling economists,fuel_prices
2009-03-24,fears nano will drive up oil price fuel pollution,oil_market_phrase
2009-03-24,no reason to investigate petrol price gap accc,fuel_prices
2009-04-17,import prices lower on petroleum price dip,petroleum
2009-04-28,swine flu fears could drive petrol prices lower,fuel_prices
2009-04-30,accc urged to probe rockhampton fuel prices,fuel_prices
2009-05-01,stuart petroleum begins diesel storage planning,petroleum
2009-05-05,beach petroleum in 50m takeover bid,petroleum
2009-05-09,chavez tightens stranglehold on oil industry,oil_market_phrase
2009-05-18,petrol price jump ahead raa,fuel_prices
2009-06-01,bight a new frontier for petroleum exploration,petroleum
2009-06-02,fuel price hike,fuel_prices
2009-06-02,worker shortage threatens oil industry,oil_market_phrase
2009-06-05,world oil supply has peaked expert,oil_market_phrase
2009-06-07,petrol prices set to rise,fuel_prices
2009-06-11,oil demand drops for first time in decade,oil_market_phrase
2009-06-24,xenophon joyce combine on petrol price competition,fuel_prices
2009-06-27,lack of competition behind canberra petrol price,fuel_prices
2009-07-01,no excuse for excessive petrol price rises fraser,fuel_prices
2009-07-02,fair trading investigates petrol price profiteering,fuel_prices
2009-07-13,supermarket giants in petrol price war,fuel_prices
2009-08-17,petrol prices hit 9 month high,fuel_prices
2009-09-03,caltex deal may push petrol prices up,fuel_prices
2009-09-21,wa mining petroleum sectors growing,petroleum
2009-09-29,premium petrol prices to be probed,fuel_prices
2009-10-03,ferguson approves offshore petroleum exploration,petroleum
