date,brent_price,price_change,daily_return,daily_return_pct,absolute_return,absolute_return_pct,return_direction,is_extreme_p90,is_extreme_p95,is_extreme_p99,total_headlines,oil_headlines,market_price_headlines,supply_geopolitics_headlines,consumer_fuel_headlines,oil_share,market_price_share,supply_geopolitics_share,consumer_fuel_share
2004-12-22,40.44,-2.3200000000000003,-0.05425631431244149,-5.425631431244149,0.05425631431244149,5.425631431244149,decrease,True,True,False,206,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-03,63.16,-3.6200000000000045,-0.054207846660676906,-5.420784666067691,0.054207846660676906,5.420784666067691,decrease,True,True,False,82,0,0,0,0,0.0,0.0,0.0,0.0
2020-04-24,15.87,0.8099999999999987,0.05378486055776888,5.378486055776888,0.05378486055776888,5.378486055776888,increase,True,True,False,127,1,0,0,1,0.0078740157480314,0.0,0.0,0.0078740157480314
2020-05-11,25.53,1.3000000000000007,0.05365249690466367,5.365249690466367,0.05365249690466367,5.365249690466367,increase,True,True,False,110,0,0,0,0,0.0,0.0,0.0,0.0
2009-01-13,43.05,2.1899999999999977,0.053597650513949935,5.3597650513949935,0.053597650513949935,5.3597650513949935,increase,True,True,False,247,0,0,0,0,0.0,0.0,0.0,0.0
2006-09-28,60.68,3.0799999999999983,0.05347222222222214,5.347222222222214,0.05347222222222214,5.347222222222214,increase,True,True,False,24,1,0,1,0,0.0416666666666666,0.0,0.0416666666666666,0.0
2010-08-26,74.5,3.760000000000005,0.05315238903025166,5.315238903025166,0.05315238903025166,5.315238903025166,increase,True,True,False,245,0,0,0,0,0.0,0.0,0.0,0.0
2015-09-08,48.88,2.460000000000001,0.05299439896596292,5.299439896596292,0.05299439896596292,5.299439896596292,increase,True,True,False,278,1,1,0,0,0.0035971223021582,0.0035971223021582,0.0,0.0
2008-11-20,45.79,-2.5600000000000023,-0.05294725956566704,-5.294725956566704,0.05294725956566704,5.294725956566704,decrease,True,True,False,247,1,0,1,0,0.0040485829959514,0.0,0.0040485829959514,0.0
2016-04-06,37.77,1.8900000000000006,0.052675585284280846,5.267558528428085,0.052675585284280846,5.267558528428085,increase,True,True,False,226,1,1,0,0,0.0044247787610619,0.0044247787610619,0.0,0.0
2003-09-02,28.08,-1.5600000000000023,-0.052631578947368474,-5.263157894736848,0.052631578947368474,5.263157894736848,decrease,True,True,False,226,0,0,0,0,0.0,0.0,0.0,0.0
2020-09-08,38.53,-2.1400000000000006,-0.05261863781657239,-5.2618637816572384,0.05261863781657239,5.2618637816572384,decrease,True,True,False,144,0,0,0,0,0.0,0.0,0.0,0.0
2015-03-26,57.02,2.8400000000000034,0.052417866371354815,5.2417866371354815,0.052417866371354815,5.2417866371354815,increase,True,True,False,270,0,0,0,0,0.0,0.0,0.0,0.0
2020-03-19,23.98,1.1900000000000013,0.05221588415971934,5.221588415971934,0.05221588415971934,5.221588415971934,increase,True,True,False,118,1,0,0,1,0.0084745762711864,0.0,0.0,0.0084745762711864
2021-04-14,66.11,3.280000000000001,0.05220436097405701,5.220436097405701,0.05220436097405701,5.220436097405701,increase,True,True,False,34,0,0,0,0,0.0,0.0,0.0,0.0
2019-04-26,71.03,-3.9099999999999966,-0.05217507339204697,-5.217507339204697,0.05217507339204697,5.217507339204697,decrease,True,True,False,94,0,0,0,0,0.0,0.0,0.0,0.0
2009-03-23,51.84,2.5700000000000003,0.05216155875786477,5.216155875786477,0.05216155875786477,5.216155875786477,increase,True,True,False,244,0,0,0,0,0.0,0.0,0.0,0.0
2003-06-30,28.88,1.4299999999999997,0.052094717668488055,5.2094717668488055,0.052094717668488055,5.2094717668488055,increase,True,True,False,210,0,0,0,0,0.0,0.0,0.0,0.0
2019-04-23,74.39,3.680000000000007,0.05204355819544637,5.204355819544637,0.05204355819544637,5.204355819544637,increase,True,True,False,85,1,1,1,0,0.0117647058823529,0.0117647058823529,0.0117647058823529,0.0
2016-03-04,37.61,1.8599999999999994,0.052027972027971936,5.202797202797194,0.052027972027971936,5.202797202797194,increase,True,True,False,227,0,0,0,0,0.0,0.0,0.0,0.0
2009-08-31,69.02,-3.780000000000001,-0.05192307692307696,-5.192307692307696,0.05192307692307696,5.192307692307696,decrease,True,True,False,241,0,0,0,0,0.0,0.0,0.0,0.0
2015-02-03,54.41,2.6699999999999946,0.05160417471975243,5.160417471975243,0.05160417471975243,5.160417471975243,increase,True,True,False,260,1,1,0,0,0.0038461538461538,0.0038461538461538,0.0,0.0
2020-05-20,34.76,1.6999999999999957,0.051421657592256365,5.1421657592256365,0.051421657592256365,5.1421657592256365,increase,True,True,False,141,0,0,0,0,0.0,0.0,0.0,0.0
2015-02-12,56.23,2.75,0.05142109199700817,5.142109199700817,0.05142109199700817,5.142109199700817,increase,True,True,False,268,0,0,0,0,0.0,0.0,0.0,0.0
2015-08-24,41.59,-2.25,-0.05132299270072993,-5.132299270072993,0.05132299270072993,5.132299270072993,decrease,True,True,False,247,0,0,0,0,0.0,0.0,0.0,0.0
2006-06-09,69.13,3.3699999999999903,0.05124695863746953,5.124695863746953,0.05124695863746953,5.124695863746953,increase,True,True,False,240,1,0,0,1,0.0041666666666666,0.0,0.0,0.0041666666666666
2005-03-31,53.22,2.5899999999999963,0.05115544143788253,5.115544143788253,0.05115544143788253,5.115544143788253,increase,True,True,False,235,0,0,0,0,0.0,0.0,0.0,0.0
2015-03-16,52.0,-2.799999999999997,-0.05109489051094884,-5.109489051094885,0.05109489051094884,5.109489051094885,decrease,True,True,False,248,1,1,0,0,0.0040322580645161,0.0040322580645161,0.0,0.0
2009-09-08,69.2,3.3599999999999994,0.051032806804374164,5.1032806804374164,0.051032806804374164,5.1032806804374164,increase,True,True,False,243,0,0,0,0,0.0,0.0,0.0,0.0
2008-09-16,85.85,-4.6000000000000085,-0.05085682697623006,-5.085682697623007,0.05085682697623006,5.085682697623007,decrease,True,True,False,244,2,1,1,0,0.0081967213114754,0.0040983606557377,0.0040983606557377,0.0
2005-07-12,58.95,2.8500000000000014,0.050802139037433136,5.080213903743314,0.050802139037433136,5.080213903743314,increase,True,True,False,244,3,1,0,2,0.0122950819672131,0.0040983606557377,0.0,0.0081967213114754
2010-05-26,70.59,3.4099999999999966,0.0507591545102708,5.07591545102708,0.0507591545102708,5.07591545102708,increase,True,True,False,244,0,0,0,0,0.0,0.0,0.0,0.0
2009-01-20,41.22,-2.200000000000003,-0.050667894979272265,-5.0667894979272265,0.050667894979272265,5.0667894979272265,decrease,True,True,False,244,1,1,0,0,0.0040983606557377,0.0040983606557377,0.0,0.0
2015-05-29,63.16,3.039999999999999,0.05056553559547572,5.056553559547572,0.05056553559547572,5.056553559547572,increase,True,True,False,265,0,0,0,0,0.0,0.0,0.0,0.0
2004-04-07,33.07,1.5899999999999999,0.05050825921219815,5.050825921219815,0.05050825921219815,5.050825921219815,increase,True,True,False,239,1,0,0,1,0.00418410041841,0.0,0.0,0.00418410041841
2003-03-27,27.29,1.3099999999999987,0.05042340261739797,5.042340261739797,0.05042340261739797,5.042340261739797,increase,True,True,False,228,0,0,0,0,0.0,0.0,0.0,0.0
2020-02-27,52.19,-2.770000000000003,-0.05040029112081523,-5.040029112081523,0.05040029112081523,5.040029112081523,decrease,True,True,False,106,0,0,0,0,0.0,0.0,0.0,0.0
2012-06-01,98.63,-5.230000000000004,-0.05035624879645684,-5.035624879645684,0.05035624879645684,5.035624879645684,decrease,True,True,False,247,0,0,0,0,0.0,0.0,0.0,0.0
2016-02-23,31.9,-1.6900000000000048,-0.050312593033641106,-5.031259303364111,0.050312593033641106,5.031259303364111,decrease,True,True,False,222,4,1,1,2,0.018018018018018,0.0045045045045045,0.0045045045045045,0.009009009009009
2016-01-18,27.36,-1.4400000000000013,-0.050000000000000044,-5.000000000000004,0.050000000000000044,5.000000000000004,decrease,True,True,False,215,1,0,0,1,0.0046511627906976,0.0,0.0,0.0046511627906976
2009-10-06,68.51,3.25,0.04980079681274896,4.980079681274896,0.04980079681274896,4.980079681274896,increase,True,True,False,242,0,0,0,0,0.0,0.0,0.0,0.0
2004-03-15,34.39,1.6300000000000026,0.0497557997557998,4.97557997557998,0.0497557997557998,4.97557997557998,increase,True,True,False,220,0,0,0,0,0.0,0.0,0.0,0.0
2017-03-09,50.65,-2.6499999999999986,-0.04971857410881797,-4.971857410881797,0.04971857410881797,4.971857410881797,decrease,True,True,False,186,1,1,0,0,0.0053763440860215,0.0053763440860215,0.0,0.0
2018-12-20,52.84,-2.759999999999998,-0.04964028776978413,-4.964028776978413,0.04964028776978413,4.964028776978413,decrease,True,True,False,119,1,0,0,1,0.0084033613445378,0.0,0.0,0.0084033613445378
2019-05-23,68.37,-3.569999999999993,-0.04962468723936608,-4.962468723936608,0.04962468723936608,4.962468723936608,decrease,True,True,False,112,0,0,0,0,0.0,0.0,0.0,0.0
2016-07-05,45.64,-2.3800000000000026,-0.04956268221574345,-4.956268221574344,0.04956268221574345,4.956268221574344,decrease,True,True,False,217,0,0,0,0,0.0,0.0,0.0,0.0
2020-05-06,24.2,-1.2600000000000016,-0.049489395129615144,-4.948939512961514,0.049489395129615144,4.948939512961514,decrease,True,True,False,163,2,0,1,1,0.0122699386503067,0.0,0.0061349693251533,0.0061349693251533
2016-01-20,26.01,-1.3499999999999979,-0.049342105263157854,-4.934210526315786,0.049342105263157854,4.934210526315786,decrease,True,True,False,224,2,0,0,2,0.0089285714285714,0.0,0.0,0.0089285714285714
2020-03-27,22.39,-1.1600000000000001,-0.049256900212314214,-4.925690021231421,0.049256900212314214,4.925690021231421,decrease,True,True,False,116,0,0,0,0,0.0,0.0,0.0,0.0
2005-07-11,56.1,-2.8999999999999986,-0.04915254237288136,-4.915254237288136,0.04915254237288136,4.915254237288136,decrease,True,True,False,228,0,0,0,0,0.0,0.0,0.0,0.0
2006-07-19,71.62,-3.6999999999999886,-0.04912373871481668,-4.912373871481668,0.04912373871481668,4.912373871481668,decrease,True,True,False,235,2,0,0,2,0.0085106382978723,0.0,0.0,0.0085106382978723
2008-10-30,60.86,-3.1400000000000006,-0.04906250000000001,-4.906250000000001,0.04906250000000001,4.906250000000001,decrease,True,True,False,247,1,0,0,1,0.0040485829959514,0.0,0.0,0.0040485829959514
2021-08-02,73.91,-3.8100000000000023,-0.049022130725681956,-4.902213072568196,0.049022130725681956,4.902213072568196,decrease,True,True,False,44,1,0,1,0,0.0227272727272727,0.0,0.0227272727272727,0.0
2008-09-29,95.96,-4.920000000000002,-0.048770816812053974,-4.877081681205397,0.048770816812053974,4.877081681205397,decrease,True,True,False,245,0,0,0,0,0.0,0.0,0.0,0.0
2016-05-09,42.43,-2.1700000000000017,-0.04865470852017939,-4.865470852017939,0.04865470852017939,4.865470852017939,decrease,True,True,False,210,0,0,0,0,0.0,0.0,0.0,0.0
2004-11-15,39.32,-2.009999999999998,-0.048632954270505624,-4.863295427050563,0.048632954270505624,4.863295427050563,decrease,True,True,False,229,0,0,0,0,0.0,0.0,0.0,0.0
2016-08-15,47.31,2.190000000000005,0.04853723404255339,4.853723404255339,0.04853723404255339,4.853723404255339,increase,True,True,False,205,0,0,0,0,0.0,0.0,0.0,0.0
2019-08-13,59.9,2.769999999999996,0.048485909329599064,4.848590932959906,0.048485909329599064,4.848590932959906,increase,True,True,False,119,0,0,0,0,0.0,0.0,0.0,0.0
2012-07-03,99.89,4.609999999999999,0.048383711167086396,4.83837111670864,0.048383711167086396,4.83837111670864,increase,True,True,False,246,1,0,0,1,0.0040650406504065,0.0,0.0,0.0040650406504065
2016-08-11,44.23,2.039999999999999,0.048352690210950344,4.835269021095034,0.048352690210950344,4.835269021095034,increase,True,True,False,220,1,0,0,1,0.0045454545454545,0.0,0.0,0.0045454545454545
2016-01-11,30.14,-1.5300000000000011,-0.0483107041364067,-4.831070413640671,0.0483107041364067,4.831070413640671,decrease,True,True,False,209,0,0,0,0,0.0,0.0,0.0,0.0
2005-06-17,56.92,2.6200000000000045,0.04825046040515657,4.825046040515657,0.04825046040515657,4.825046040515657,increase,True,True,False,239,0,0,0,0,0.0,0.0,0.0,0.0
2018-11-01,71.25,-3.5900000000000034,-0.047969000534473616,-4.796900053447361,0.047969000534473616,4.796900053447361,decrease,True,True,False,140,0,0,0,0,0.0,0.0,0.0,0.0
2008-10-06,84.71,-4.240000000000009,-0.04766722878021368,-4.766722878021367,0.04766722878021368,4.766722878021367,decrease,True,True,False,241,0,0,0,0,0.0,0.0,0.0,0.0
2003-03-26,25.98,-1.3000000000000007,-0.047653958944281594,-4.76539589442816,0.047653958944281594,4.76539589442816,decrease,True,True,False,224,0,0,0,0,0.0,0.0,0.0,0.0
2019-09-04,60.68,2.75,0.047471085793198586,4.747108579319859,0.047471085793198586,4.747108579319859,increase,True,True,False,126,0,0,0,0,0.0,0.0,0.0,0.0
2016-09-08,49.23,2.229999999999997,0.047446808510638316,4.744680851063832,0.047446808510638316,4.744680851063832,increase,True,True,False,216,0,0,0,0,0.0,0.0,0.0,0.0
2011-06-15,114.67,-5.679999999999993,-0.047195679268799307,-4.719567926879931,0.047195679268799307,4.719567926879931,decrease,True,True,False,242,0,0,0,0,0.0,0.0,0.0,0.0
2017-06-27,46.17,2.0799999999999983,0.047176230437740996,4.7176230437741,0.047176230437740996,4.7176230437741,increase,True,True,False,163,0,0,0,0,0.0,0.0,0.0,0.0
2016-11-11,41.61,-2.0600000000000023,-0.04717197160522102,-4.717197160522102,0.04717197160522102,4.717197160522102,decrease,True,True,False,213,0,0,0,0,0.0,0.0,0.0,0.0
2015-05-26,61.65,-3.0500000000000043,-0.047140649149922775,-4.714064914992278,0.047140649149922775,4.714064914992278,decrease,True,True,False,272,0,0,0,0,0.0,0.0,0.0,0.0
2016-02-09,30.15,-1.490000000000002,-0.04709228824273082,-4.709228824273081,0.04709228824273082,4.709228824273081,decrease,True,True,False,226,0,0,0,0,0.0,0.0,0.0,0.0
2016-05-11,46.08,2.0700000000000003,0.04703476482617597,4.703476482617597,0.04703476482617597,4.703476482617597,increase,True,True,False,215,1,1,0,0,0.0046511627906976,0.0046511627906976,0.0,0.0
2016-12-16,54.15,2.4299999999999997,0.04698375870069604,4.698375870069604,0.04698375870069604,4.698375870069604,increase,True,True,False,165,1,0,0,1,0.006060606060606,0.0,0.0,0.006060606060606
2016-01-06,33.89,-1.6700000000000017,-0.046962879640045085,-4.696287964004508,0.046962879640045085,4.696287964004508,decrease,True,True,False,207,0,0,0,0,0.0,0.0,0.0,0.0
2020-10-05,39.78,1.7800000000000011,0.04684210526315802,4.684210526315802,0.04684210526315802,4.684210526315802,increase,True,True,False,105,0,0,0,0,0.0,0.0,0.0,0.0
2011-06-23,108.27,-5.320000000000007,-0.046835108724359586,-4.683510872435958,0.046835108724359586,4.683510872435958,decrease,True,True,False,310,0,0,0,0,0.0,0.0,0.0,0.0
2020-10-28,37.86,-1.8599999999999994,-0.04682779456193353,-4.682779456193353,0.04682779456193353,4.682779456193353,decrease,True,True,False,135,0,0,0,0,0.0,0.0,0.0,0.0
2019-07-18,60.7,-2.969999999999999,-0.04664677242029214,-4.664677242029214,0.04664677242029214,4.664677242029214,decrease,True,True,False,104,0,0,0,0,0.0,0.0,0.0,0.0
2007-02-16,56.78,2.530000000000001,0.04663594470046095,4.663594470046095,0.04663594470046095,4.663594470046095,increase,True,True,False,240,0,0,0,0,0.0,0.0,0.0,0.0
2010-02-16,74.82,3.3299999999999983,0.04657994125052456,4.657994125052456,0.04657994125052456,4.657994125052456,increase,True,True,False,246,0,0,0,0,0.0,0.0,0.0,0.0
2010-05-07,76.48,-3.7299999999999898,-0.04650292980925064,-4.650292980925064,0.04650292980925064,4.650292980925064,decrease,True,True,False,243,0,0,0,0,0.0,0.0,0.0,0.0
2017-11-06,64.27,2.8499999999999943,0.046401823510257234,4.640182351025723,0.046401823510257234,4.640182351025723,increase,True,True,False,131,0,0,0,0,0.0,0.0,0.0,0.0
2018-05-09,77.6,3.4399999999999977,0.04638619201725991,4.638619201725991,0.04638619201725991,4.638619201725991,increase,True,True,False,120,0,0,0,0,0.0,0.0,0.0,0.0
2016-02-19,31.66,-1.5400000000000027,-0.04638554216867474,-4.638554216867474,0.04638554216867474,4.638554216867474,decrease,True,True,False,226,1,1,0,0,0.0044247787610619,0.0044247787610619,0.0,0.0
2015-03-10,55.95,-2.719999999999999,-0.04636100221578321,-4.636100221578321,0.04636100221578321,4.636100221578321,decrease,True,True,False,304,2,0,0,2,0.006578947368421,0.0,0.0,0.006578947368421
2008-10-22,62.95,-3.039999999999992,-0.0460675859978783,-4.60675859978783,0.0460675859978783,4.60675859978783,decrease,True,True,False,244,0,0,0,0,0.0,0.0,0.0,0.0
2009-07-30,68.82,3.029999999999987,0.04605563155494741,4.605563155494741,0.04605563155494741,4.605563155494741,increase,True,True,False,249,0,0,0,0,0.0,0.0,0.0,0.0
2005-01-13,45.76,2.009999999999998,0.04594285714285706,4.594285714285706,0.04594285714285706,4.594285714285706,increase,True,True,False,237,2,1,0,1,0.0084388185654008,0.0042194092827004,0.0,0.0042194092827004
2012-06-21,89.22,-4.280000000000001,-0.04577540106951872,-4.577540106951872,0.04577540106951872,4.577540106951872,decrease,True,True,False,247,0,0,0,0,0.0,0.0,0.0,0.0
2020-05-13,27.89,1.2199999999999989,0.04574428196475444,4.574428196475444,0.04574428196475444,4.574428196475444,increase,True,True,False,136,0,0,0,0,0.0,0.0,0.0,0.0
2020-03-25,25.62,1.120000000000001,0.04571428571428582,4.571428571428582,0.04571428571428582,4.571428571428582,increase,True,True,False,121,0,0,0,0,0.0,0.0,0.0,0.0
2016-06-29,48.4,2.1099999999999994,0.045582199179088345,4.5582199179088345,0.045582199179088345,4.5582199179088345,increase,True,True,False,216,0,0,0,0,0.0,0.0,0.0,0.0
2004-06-03,36.26,-1.730000000000004,-0.04553829955251387,-4.553829955251388,0.04553829955251387,4.553829955251388,decrease,True,True,False,242,5,2,2,1,0.0206611570247933,0.0082644628099173,0.0082644628099173,0.0041322314049586
2005-04-19,50.79,2.210000000000001,0.04549197200494026,4.549197200494026,0.04549197200494026,4.549197200494026,increase,True,True,False,234,2,0,0,2,0.0085470085470085,0.0,0.0,0.0085470085470085
2016-06-20,48.68,2.1099999999999994,0.04530813828645042,4.530813828645042,0.04530813828645042,4.530813828645042,increase,True,True,False,209,0,0,0,0,0.0,0.0,0.0,0.0
2016-02-02,30.98,-1.4700000000000024,-0.045300462249614815,-4.530046224961481,0.045300462249614815,4.530046224961481,decrease,True,True,False,226,1,0,0,1,0.0044247787610619,0.0,0.0,0.0044247787610619
2019-01-04,55.64,2.4100000000000037,0.045275220740184086,4.527522074018409,0.045275220740184086,4.527522074018409,increase,True,True,False,79,0,0,0,0,0.0,0.0,0.0,0.0
2015-10-28,47.6,2.0600000000000023,0.0452349582784366,4.52349582784366,0.0452349582784366,4.52349582784366,increase,True,True,False,303,0,0,0,0,0.0,0.0,0.0,0.0
2011-02-22,106.82,4.61999999999999,0.045205479452054664,4.520547945205466,0.045205479452054664,4.520547945205466,increase,True,True,False,380,3,2,1,0,0.0078947368421052,0.0052631578947368,0.0026315789473684,0.0
