date,total_headlines,oil_headlines,market_price_headlines,supply_geopolitics_headlines,consumer_fuel_headlines,oil_share,oil_share_per_1000,market_price_share,market_price_share_per_1000,supply_geopolitics_share,supply_geopolitics_share_per_1000,consumer_fuel_share,consumer_fuel_share_per_1000
2005-11-14,238,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-15,239,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-16,235,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-17,235,1,1,0,0,0.00425531914893617,4.25531914893617,0.00425531914893617,4.25531914893617,0.0,0.0,0.0,0.0
2005-11-18,238,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,139,1,1,0,0,0.007194244604316547,7.194244604316547,0.007194244604316547,7.194244604316547,0.0,0.0,0.0,0.0
2005-11-20,134,1,0,1,0,0.007462686567164179,7.462686567164179,0.0,0.0,0.007462686567164179,7.462686567164179,0.0,0.0
2005-11-21,236,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-22,237,1,0,1,0,0.004219409282700422,4.219409282700422,0.0,0.0,0.004219409282700422,4.219409282700422,0.0,0.0
2005-11-23,234,1,0,1,0,0.004273504273504274,4.273504273504274,0.0,0.0,0.004273504273504274,4.273504273504274,0.0,0.0
2005-11-24,233,1,0,0,1,0.004291845493562232,4.291845493562231,0.0,0.0,0.0,0.0,0.004291845493562232,4.291845493562231
2005-11-25,234,1,0,1,0,0.004273504273504274,4.273504273504274,0.0,0.0,0.004273504273504274,4.273504273504274,0.0,0.0
2005-11-26,121,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-27,118,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-28,236,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-29,233,2,0,0,2,0.008583690987124463,8.583690987124463,0.0,0.0,0.0,0.0,0.008583690987124463,8.583690987124463
2005-11-30,238,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-01,234,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-02,232,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-03,125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-04,128,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-05,239,1,0,1,0,0.0041841004184100415,4.184100418410042,0.0,0.0,0.0041841004184100415,4.184100418410042,0.0,0.0
2005-12-06,236,1,0,0,1,0.00423728813559322,4.237288135593221,0.0,0.0,0.0,0.0,0.00423728813559322,4.237288135593221
2005-12-07,238,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-08,229,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-09,237,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-10,121,1,0,1,0,0.008264462809917356,8.264462809917356,0.0,0.0,0.008264462809917356,8.264462809917356,0.0,0.0
2005-12-11,128,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-12,237,1,0,0,1,0.004219409282700422,4.219409282700422,0.0,0.0,0.0,0.0,0.004219409282700422,4.219409282700422
2005-12-13,236,1,0,1,0,0.00423728813559322,4.237288135593221,0.0,0.0,0.00423728813559322,4.237288135593221,0.0,0.0
2005-12-14,237,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-15,240,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-16,237,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-17,117,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-18,115,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-19,233,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-20,239,3,0,1,2,0.012552301255230125,12.552301255230125,0.0,0.0,0.0041841004184100415,4.184100418410042,0.008368200836820083,8.368200836820083
2005-12-21,241,1,0,1,0,0.004149377593360996,4.149377593360996,0.0,0.0,0.004149377593360996,4.149377593360996,0.0,0.0
2005-12-22,232,1,0,1,0,0.004310344827586207,4.310344827586206,0.0,0.0,0.004310344827586207,4.310344827586206,0.0,0.0
2005-12-23,218,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-24,107,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-25,74,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-26,127,1,0,0,1,0.007874015748031496,7.874015748031496,0.0,0.0,0.0,0.0,0.007874015748031496,7.874015748031496
2005-12-27,152,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-28,177,1,1,0,0,0.005649717514124294,5.649717514124294,0.005649717514124294,5.649717514124294,0.0,0.0,0.0,0.0
2005-12-29,191,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-30,164,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-31,88,1,1,1,0,0.011363636363636364,11.363636363636363,0.011363636363636364,11.363636363636363,0.011363636363636364,11.363636363636363,0.0,0.0
2006-01-01,98,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-02,135,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-03,205,1,0,0,1,0.004878048780487805,4.878048780487805,0.0,0.0,0.0,0.0,0.004878048780487805,4.878048780487805
2006-01-04,230,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-05,229,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-06,240,2,0,0,2,0.008333333333333333,8.333333333333334,0.0,0.0,0.0,0.0,0.008333333333333333,8.333333333333334
2006-01-07,110,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08,113,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-09,236,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-10,232,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-11,225,1,0,0,1,0.0044444444444444444,4.444444444444445,0.0,0.0,0.0,0.0,0.0044444444444444444,4.444444444444445
2006-01-12,235,3,0,0,3,0.01276595744680851,12.76595744680851,0.0,0.0,0.0,0.0,0.01276595744680851,12.76595744680851
2006-01-13,231,2,1,1,1,0.008658008658008658,8.658008658008658,0.004329004329004329,4.329004329004329,0.004329004329004329,4.329004329004329,0.004329004329004329,4.329004329004329
2006-01-14,111,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-15,105,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-16,235,1,0,1,0,0.00425531914893617,4.25531914893617,0.0,0.0,0.00425531914893617,4.25531914893617,0.0,0.0
2006-01-17,234,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-18,234,2,2,0,0,0.008547008547008548,8.547008547008549,0.008547008547008548,8.547008547008549,0.0,0.0,0.0,0.0
2006-01-19,232,2,1,1,0,0.008620689655172414,8.620689655172413,0.004310344827586207,4.310344827586206,0.004310344827586207,4.310344827586206,0.0,0.0
2006-01-20,237,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-21,135,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-22,129,1,0,1,0,0.007751937984496124,7.751937984496124,0.0,0.0,0.007751937984496124,7.751937984496124,0.0,0.0
2006-01-23,239,1,0,1,0,0.0041841004184100415,4.184100418410042,0.0,0.0,0.0041841004184100415,4.184100418410042,0.0,0.0
2006-01-24,240,1,0,1,0,0.004166666666666667,4.166666666666667,0.0,0.0,0.004166666666666667,4.166666666666667,0.0,0.0
2006-01-25,236,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-26,234,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-27,229,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-28,117,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-29,127,1,0,1,0,0.007874015748031496,7.874015748031496,0.0,0.0,0.007874015748031496,7.874015748031496,0.0,0.0
2006-01-30,233,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-31,232,1,0,0,1,0.004310344827586207,4.310344827586206,0.0,0.0,0.0,0.0,0.004310344827586207,4.310344827586206
2006-02-01,236,1,1,0,0,0.00423728813559322,4.237288135593221,0.00423728813559322,4.237288135593221,0.0,0.0,0.0,0.0
2006-02-02,234,1,1,0,0,0.004273504273504274,4.273504273504274,0.004273504273504274,4.273504273504274,0.0,0.0,0.0,0.0
2006-02-03,225,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-04,109,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-05,108,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-06,233,1,0,1,0,0.004291845493562232,4.291845493562231,0.0,0.0,0.004291845493562232,4.291845493562231,0.0,0.0
2006-02-07,235,3,2,0,1,0.01276595744680851,12.76595744680851,0.00851063829787234,8.51063829787234,0.0,0.0,0.00425531914893617,4.25531914893617
2006-02-08,234,2,1,0,1,0.008547008547008548,8.547008547008549,0.004273504273504274,4.273504273504274,0.0,0.0,0.004273504273504274,4.273504273504274
2006-02-09,237,1,0,0,1,0.004219409282700422,4.219409282700422,0.0,0.0,0.0,0.0,0.004219409282700422,4.219409282700422
2006-02-10,227,1,0,0,1,0.004405286343612335,4.405286343612335,0.0,0.0,0.0,0.0,0.004405286343612335,4.405286343612335
2006-02-11,98,1,1,0,0,0.01020408163265306,10.204081632653061,0.01020408163265306,10.204081632653061,0.0,0.0,0.0,0.0
2006-02-12,111,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-13,235,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-14,234,2,0,2,1,0.008547008547008548,8.547008547008549,0.0,0.0,0.008547008547008548,8.547008547008549,0.004273504273504274,4.273504273504274
2006-02-15,232,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-16,236,1,0,0,1,0.00423728813559322,4.237288135593221,0.0,0.0,0.0,0.0,0.00423728813559322,4.237288135593221
2006-02-17,236,1,1,0,0,0.00423728813559322,4.237288135593221,0.00423728813559322,4.237288135593221,0.0,0.0,0.0,0.0
2006-02-18,107,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-19,111,1,0,1,0,0.009009009009009009,9.00900900900901,0.0,0.0,0.009009009009009009,9.00900900900901,0.0,0.0
2006-02-20,234,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-21,232,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-22,234,2,0,0,2,0.008547008547008548,8.547008547008549,0.0,0.0,0.0,0.0,0.008547008547008548,8.547008547008549
2006-02-23,238,1,1,0,0,0.004201680672268907,4.201680672268908,0.004201680672268907,4.201680672268908,0.0,0.0,0.0,0.0
2006-02-24,227,1,0,0,1,0.004405286343612335,4.405286343612335,0.0,0.0,0.0,0.0,0.004405286343612335,4.405286343612335
2006-02-25,130,4,1,4,0,0.03076923076923077,30.76923076923077,0.007692307692307693,7.6923076923076925,0.03076923076923077,30.76923076923077,0.0,0.0
2006-02-26,129,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-27,232,2,1,0,1,0.008620689655172414,8.620689655172413,0.004310344827586207,4.310344827586206,0.0,0.0,0.004310344827586207,4.310344827586206
2006-02-28,234,1,0,0,1,0.004273504273504274,4.273504273504274,0.0,0.0,0.0,0.0,0.004273504273504274,4.273504273504274
2006-03-01,231,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-02,239,1,0,0,1,0.0041841004184100415,4.184100418410042,0.0,0.0,0.0,0.0,0.0041841004184100415,4.184100418410042
2006-03-03,236,1,0,0,1,0.00423728813559322,4.237288135593221,0.0,0.0,0.0,0.0,0.00423728813559322,4.237288135593221
2006-03-04,127,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-05,122,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-06,229,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-07,232,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-08,235,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-09,236,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-10,228,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-11,125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-12,118,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-13,234,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-14,231,2,1,1,0,0.008658008658008658,8.658008658008658,0.004329004329004329,4.329004329004329,0.004329004329004329,4.329004329004329,0.0,0.0
2006-03-15,237,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-16,235,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-17,231,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-18,169,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-19,154,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-20,233,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-21,238,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-22,238,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-23,230,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-24,231,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-25,168,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-26,151,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-27,238,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-28,244,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-29,236,2,0,0,2,0.00847457627118644,8.474576271186441,0.0,0.0,0.0,0.0,0.00847457627118644,8.474576271186441
2006-03-30,241,3,0,0,3,0.012448132780082987,12.448132780082986,0.0,0.0,0.0,0.0,0.012448132780082987,12.448132780082986
2006-03-31,233,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-01,123,2,1,1,0,0.016260162601626018,16.260162601626018,0.008130081300813009,8.130081300813009,0.008130081300813009,8.130081300813009,0.0,0.0
2006-04-02,134,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-03,238,1,0,0,1,0.004201680672268907,4.201680672268908,0.0,0.0,0.0,0.0,0.004201680672268907,4.201680672268908
2006-04-04,241,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-05,241,1,0,1,0,0.004149377593360996,4.149377593360996,0.0,0.0,0.004149377593360996,4.149377593360996,0.0,0.0
2006-04-06,236,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-07,235,4,1,0,4,0.01702127659574468,17.02127659574468,0.00425531914893617,4.25531914893617,0.0,0.0,0.01702127659574468,17.02127659574468
2006-04-08,133,3,0,0,3,0.022556390977443608,22.55639097744361,0.0,0.0,0.0,0.0,0.022556390977443608,22.55639097744361
2006-04-09,124,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-10,239,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-11,235,4,1,0,3,0.01702127659574468,17.02127659574468,0.00425531914893617,4.25531914893617,0.0,0.0,0.01276595744680851,12.76595744680851
2006-04-12,238,7,2,0,5,0.029411764705882353,29.41176470588235,0.008403361344537815,8.403361344537815,0.0,0.0,0.02100840336134454,21.008403361344538
2006-04-13,234,1,0,0,1,0.004273504273504274,4.273504273504274,0.0,0.0,0.0,0.0,0.004273504273504274,4.273504273504274
2006-04-14,122,1,0,0,1,0.00819672131147541,8.196721311475411,0.0,0.0,0.0,0.0,0.00819672131147541,8.196721311475411
2006-04-15,124,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-16,130,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-17,200,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-18,235,4,2,1,2,0.01702127659574468,17.02127659574468,0.00851063829787234,8.51063829787234,0.00425531914893617,4.25531914893617,0.00851063829787234,8.51063829787234
2006-04-19,236,6,3,0,3,0.025423728813559324,25.423728813559325,0.012711864406779662,12.711864406779663,0.0,0.0,0.012711864406779662,12.711864406779663
2006-04-20,235,5,1,0,4,0.02127659574468085,21.27659574468085,0.00425531914893617,4.25531914893617,0.0,0.0,0.01702127659574468,17.02127659574468
2006-04-21,237,5,2,0,3,0.02109704641350211,21.09704641350211,0.008438818565400843,8.438818565400844,0.0,0.0,0.012658227848101266,12.658227848101266
2006-04-22,126,2,1,0,1,0.015873015873015872,15.873015873015872,0.007936507936507936,7.936507936507936,0.0,0.0,0.007936507936507936,7.936507936507936
2006-04-23,134,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-24,235,3,0,0,3,0.01276595744680851,12.76595744680851,0.0,0.0,0.0,0.0,0.01276595744680851,12.76595744680851
2006-04-25,225,2,1,0,1,0.008888888888888889,8.88888888888889,0.0044444444444444444,4.444444444444445,0.0,0.0,0.0044444444444444444,4.444444444444445
2006-04-26,236,3,0,0,3,0.012711864406779662,12.711864406779663,0.0,0.0,0.0,0.0,0.012711864406779662,12.711864406779663
2006-04-27,232,4,0,0,4,0.017241379310344827,17.241379310344826,0.0,0.0,0.0,0.0,0.017241379310344827,17.241379310344826
2006-04-28,237,2,1,0,1,0.008438818565400843,8.438818565400844,0.004219409282700422,4.219409282700422,0.0,0.0,0.004219409282700422,4.219409282700422
2006-04-29,142,1,0,0,1,0.007042253521126761,7.042253521126761,0.0,0.0,0.0,0.0,0.007042253521126761,7.042253521126761
2006-04-30,140,4,0,0,4,0.02857142857142857,28.57142857142857,0.0,0.0,0.0,0.0,0.02857142857142857,28.57142857142857
2006-05-01,236,4,1,0,3,0.01694915254237288,16.949152542372882,0.00423728813559322,4.237288135593221,0.0,0.0,0.012711864406779662,12.711864406779663
2006-05-02,236,4,3,0,1,0.01694915254237288,16.949152542372882,0.012711864406779662,12.711864406779663,0.0,0.0,0.00423728813559322,4.237288135593221
2006-05-03,240,1,0,0,1,0.004166666666666667,4.166666666666667,0.0,0.0,0.0,0.0,0.004166666666666667,4.166666666666667
2006-05-04,235,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-05,240,3,0,0,3,0.0125,12.5,0.0,0.0,0.0,0.0,0.0125,12.5
2006-05-06,110,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-07,120,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-08,231,3,1,1,1,0.012987012987012988,12.987012987012989,0.004329004329004329,4.329004329004329,0.004329004329004329,4.329004329004329,0.004329004329004329,4.329004329004329
2006-05-09,231,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-10,235,1,0,0,1,0.00425531914893617,4.25531914893617,0.0,0.0,0.0,0.0,0.00425531914893617,4.25531914893617
2006-05-11,239,2,0,2,0,0.008368200836820083,8.368200836820083,0.0,0.0,0.008368200836820083,8.368200836820083,0.0,0.0
2006-05-12,237,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-13,159,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-14,152,1,0,0,1,0.006578947368421052,6.578947368421052,0.0,0.0,0.0,0.0,0.006578947368421052,6.578947368421052
2006-05-15,235,1,0,1,0,0.00425531914893617,4.25531914893617,0.0,0.0,0.00425531914893617,4.25531914893617,0.0,0.0
2006-05-16,234,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-17,234,1,0,0,1,0.004273504273504274,4.273504273504274,0.0,0.0,0.0,0.0,0.004273504273504274,4.273504273504274
2006-05-18,240,2,0,0,2,0.008333333333333333,8.333333333333334,0.0,0.0,0.0,0.0,0.008333333333333333,8.333333333333334
2006-05-19,233,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-20,128,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-21,128,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-22,238,1,0,0,1,0.004201680672268907,4.201680672268908,0.0,0.0,0.0,0.0,0.004201680672268907,4.201680672268908
2006-05-23,239,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-24,235,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-25,242,1,1,0,0,0.004132231404958678,4.132231404958678,0.004132231404958678,4.132231404958678,0.0,0.0,0.0,0.0
2006-05-26,237,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-27,162,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-28,139,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-29,237,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-30,239,2,0,0,2,0.008368200836820083,8.368200836820083,0.0,0.0,0.0,0.0,0.008368200836820083,8.368200836820083
2006-05-31,242,1,0,0,1,0.004132231404958678,4.132231404958678,0.0,0.0,0.0,0.0,0.004132231404958678,4.132231404958678
2006-06-01,238,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-02,233,1,0,0,1,0.004291845493562232,4.291845493562231,0.0,0.0,0.0,0.0,0.004291845493562232,4.291845493562231
2006-06-03,137,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-04,128,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-05,246,3,0,2,1,0.012195121951219513,12.195121951219512,0.0,0.0,0.008130081300813009,8.130081300813009,0.0040650406504065045,4.065040650406504
2006-06-06,241,1,0,0,1,0.004149377593360996,4.149377593360996,0.0,0.0,0.0,0.0,0.004149377593360996,4.149377593360996
2006-06-07,237,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-08,243,7,1,0,6,0.02880658436213992,28.80658436213992,0.00411522633744856,4.11522633744856,0.0,0.0,0.024691358024691357,24.691358024691358
2006-06-09,240,1,0,0,1,0.004166666666666667,4.166666666666667,0.0,0.0,0.0,0.0,0.004166666666666667,4.166666666666667
2006-06-10,147,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-11,144,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-12,236,2,1,0,1,0.00847457627118644,8.474576271186441,0.00423728813559322,4.237288135593221,0.0,0.0,0.00423728813559322,4.237288135593221
2006-06-13,238,1,0,0,1,0.004201680672268907,4.201680672268908,0.0,0.0,0.0,0.0,0.004201680672268907,4.201680672268908
2006-06-14,239,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-15,239,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-16,239,1,0,0,1,0.0041841004184100415,4.184100418410042,0.0,0.0,0.0,0.0,0.0041841004184100415,4.184100418410042
2006-06-17,143,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-18,133,2,0,0,2,0.015037593984962405,15.037593984962406,0.0,0.0,0.0,0.0,0.015037593984962405,15.037593984962406
2006-06-19,240,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-20,240,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-21,237,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-22,240,1,0,0,1,0.004166666666666667,4.166666666666667,0.0,0.0,0.0,0.0,0.004166666666666667,4.166666666666667
2006-06-23,238,4,0,1,4,0.01680672268907563,16.80672268907563,0.0,0.0,0.004201680672268907,4.201680672268908,0.01680672268907563,16.80672268907563
2006-06-24,154,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-25,169,2,0,0,2,0.011834319526627219,11.834319526627219,0.0,0.0,0.0,0.0,0.011834319526627219,11.834319526627219
2006-06-27,245,3,0,1,2,0.012244897959183673,12.244897959183673,0.0,0.0,0.004081632653061225,4.081632653061225,0.00816326530612245,8.16326530612245
2006-06-28,237,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-29,239,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-30,233,1,0,0,1,0.004291845493562232,4.291845493562231,0.0,0.0,0.0,0.0,0.004291845493562232,4.291845493562231
2006-07-01,170,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-02,157,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-03,238,1,0,0,1,0.004201680672268907,4.201680672268908,0.0,0.0,0.0,0.0,0.004201680672268907,4.201680672268908
2006-07-04,239,1,0,0,1,0.0041841004184100415,4.184100418410042,0.0,0.0,0.0,0.0,0.0041841004184100415,4.184100418410042
2006-07-05,233,1,0,0,1,0.004291845493562232,4.291845493562231,0.0,0.0,0.0,0.0,0.004291845493562232,4.291845493562231
2006-07-06,238,2,1,0,1,0.008403361344537815,8.403361344537815,0.004201680672268907,4.201680672268908,0.0,0.0,0.004201680672268907,4.201680672268908
2006-07-07,242,3,0,1,2,0.012396694214876033,12.396694214876034,0.0,0.0,0.004132231404958678,4.132231404958678,0.008264462809917356,8.264462809917356
2006-07-08,121,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
