date,sentiment_headline_count,mean_sentiment,median_sentiment,mean_positive_score,mean_negative_score,mean_neutral_score,positive_headlines,negative_headlines,neutral_headlines,positive_headline_share,negative_headline_share,neutral_headline_share,market_headline_count,market_mean_sentiment,market_median_sentiment,market_mean_positive_score,market_mean_negative_score,market_mean_neutral_score,market_positive_headlines,market_negative_headlines,market_neutral_headlines,market_positive_headline_share,market_negative_headline_share,market_neutral_headline_share,supply_headline_count,supply_mean_sentiment,supply_median_sentiment,supply_mean_positive_score,supply_mean_negative_score,supply_mean_neutral_score,supply_positive_headlines,supply_negative_headlines,supply_neutral_headlines,supply_positive_headline_share,supply_negative_headline_share,supply_neutral_headline_share,consumer_headline_count,consumer_mean_sentiment,consumer_median_sentiment,consumer_mean_positive_score,consumer_mean_negative_score,consumer_mean_neutral_score,consumer_positive_headlines,consumer_negative_headlines,consumer_neutral_headlines,consumer_positive_headline_share,consumer_negative_headline_share,consumer_neutral_headline_share
2004-11-13,1,0.3182,0.3182,0.277,0.0,0.723,1,0,0,1.0,0.0,0.0,1,0.3182,0.3182,0.277,0.0,0.723,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2004-11-16,1,-0.4767,-0.4767,0.0,0.437,0.563,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.4767,-0.4767,0.0,0.437,0.563,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2004-11-17,3,-0.49100000000000005,-0.4767,0.0,0.414,0.586,0,3,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,3,-0.49100000000000005,-0.4767,0.0,0.414,0.586,0,3,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2004-11-19,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2004-11-20,2,-0.34735,-0.34735,0.0,0.309,0.6910000000000001,0,2,0,0.0,1.0,0.0,2,-0.34735,-0.34735,0.0,0.309,0.6910000000000001,0,2,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2004-11-24,2,-0.148,-0.148,0.0,0.153,0.847,0,1,1,0.0,0.5,0.5,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,-0.296,-0.296,0.0,0.306,0.694,0,1,0,0.0,1.0,0.0
2004-11-26,1,-0.1531,-0.1531,0.226,0.298,0.476,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.1531,-0.1531,0.226,0.298,0.476,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2004-11-27,1,-0.5719,-0.5719,0.0,0.381,0.619,0,1,0,0.0,1.0,0.0,1,-0.5719,-0.5719,0.0,0.381,0.619,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2004-11-30,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2004-12-01,1,-0.4588,-0.4588,0.0,0.5,0.5,0,1,0,0.0,1.0,0.0,1,-0.4588,-0.4588,0.0,0.5,0.5,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2004-12-02,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2004-12-03,2,-0.09759999999999999,-0.09759999999999999,0.1665,0.27749999999999997,0.556,1,1,0,0.5,0.5,0.0,1,-0.4215,-0.4215,0.0,0.318,0.682,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,0.2263,0.2263,0.333,0.237,0.43,1,0,0,1.0,0.0,0.0
2004-12-04,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2004-12-07,1,-0.5994,-0.5994,0.0,0.412,0.588,0,1,0,0.0,1.0,0.0,1,-0.5994,-0.5994,0.0,0.412,0.588,0,1,0,0.0,1.0,0.0,1,-0.5994,-0.5994,0.0,0.412,0.588,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2004-12-08,1,0.0,0.0,0.228,0.228,0.543,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.228,0.228,0.543,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2004-12-09,2,-0.0129,-0.0129,0.1175,0.1215,0.761,0,0,2,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,-0.0129,-0.0129,0.1175,0.1215,0.761,0,0,2,0.0,0.0,1.0
2004-12-10,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2004-12-11,3,-0.1564,-0.2732,0.09566666666666666,0.2523333333333333,0.652,1,2,0,0.3333333333333333,0.6666666666666666,0.0,1,-0.2732,-0.2732,0.0,0.208,0.792,0,1,0,0.0,1.0,0.0,3,-0.1564,-0.2732,0.09566666666666666,0.2523333333333333,0.652,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0,,,,,,0,0,0,,,
2004-12-13,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2004-12-15,2,0.1591,0.1591,0.1385,0.0,0.8614999999999999,1,0,1,0.5,0.0,0.5,0,,,,,,0,0,0,,,,1,0.3182,0.3182,0.277,0.0,0.723,1,0,0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2004-12-16,1,0.296,0.296,0.306,0.0,0.694,1,0,0,1.0,0.0,0.0,1,0.296,0.296,0.306,0.0,0.694,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2004-12-18,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2004-12-19,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,
2004-12-21,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2004-12-23,1,-0.3182,-0.3182,0.0,0.247,0.753,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.3182,-0.3182,0.0,0.247,0.753,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2004-12-24,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2004-12-28,1,-0.5719,-0.5719,0.0,0.552,0.448,0,1,0,0.0,1.0,0.0,1,-0.5719,-0.5719,0.0,0.552,0.448,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2004-12-29,1,0.296,0.296,0.321,0.208,0.472,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.296,0.296,0.321,0.208,0.472,1,0,0,1.0,0.0,0.0
2004-12-30,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-01-02,1,-0.5994,-0.5994,0.0,0.438,0.562,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.5994,-0.5994,0.0,0.438,0.562,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2005-01-06,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-01-07,1,-0.2263,-0.2263,0.218,0.322,0.46,0,1,0,0.0,1.0,0.0,1,-0.2263,-0.2263,0.218,0.322,0.46,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-01-08,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-01-10,1,-0.4767,-0.4767,0.0,0.341,0.659,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.4767,-0.4767,0.0,0.341,0.659,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2005-01-11,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2005-01-12,4,0.00645,0.0,0.06175,0.0585,0.87975,0,0,4,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,2,0.0129,0.0129,0.1235,0.117,0.7595000000000001,0,0,2,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2005-01-13,2,-0.2553,-0.2553,0.0,0.1775,0.8225,0,1,1,0.0,0.5,0.5,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,-0.5106,-0.5106,0.0,0.355,0.645,0,1,0,0.0,1.0,0.0
2005-01-14,1,-0.4019,-0.4019,0.0,0.31,0.69,0,1,0,0.0,1.0,0.0,1,-0.4019,-0.4019,0.0,0.31,0.69,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-01-15,1,-0.4215,-0.4215,0.0,0.359,0.641,0,1,0,0.0,1.0,0.0,1,-0.4215,-0.4215,0.0,0.359,0.641,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-01-18,1,0.2023,0.2023,0.261,0.17,0.568,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,1,0.2023,0.2023,0.261,0.17,0.568,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,
2005-01-19,2,0.1909,0.1909,0.171,0.0,0.829,1,0,1,0.5,0.0,0.5,2,0.1909,0.1909,0.171,0.0,0.829,1,0,1,0.5,0.0,0.5,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-01-20,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2005-01-21,1,0.296,0.296,0.306,0.0,0.694,1,0,0,1.0,0.0,0.0,1,0.296,0.296,0.306,0.0,0.694,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-01-23,1,0.3182,0.3182,0.452,0.0,0.548,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,1,0.3182,0.3182,0.452,0.0,0.548,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,
2005-01-29,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,
2005-01-30,3,-0.09866666666666667,0.0,0.0,0.07966666666666666,0.9203333333333333,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0,,,,,,0,0,0,,,,2,-0.148,-0.148,0.0,0.1195,0.8805000000000001,0,1,1,0.0,0.5,0.5,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2005-01-31,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2005-02-02,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2005-02-03,1,-0.4019,-0.4019,0.0,0.31,0.69,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,-0.4019,-0.4019,0.0,0.31,0.69,0,1,0,0.0,1.0,0.0
2005-02-05,1,0.5267,0.5267,0.274,0.0,0.726,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,1,0.5267,0.5267,0.274,0.0,0.726,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,
2005-02-15,1,-0.5574,-0.5574,0.0,0.34,0.66,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.5574,-0.5574,0.0,0.34,0.66,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2005-02-16,1,0.296,0.296,0.306,0.0,0.694,1,0,0,1.0,0.0,0.0,1,0.296,0.296,0.306,0.0,0.694,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-02-17,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,
2005-02-21,1,-0.6908,-0.6908,0.0,0.416,0.584,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.6908,-0.6908,0.0,0.416,0.584,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2005-02-22,1,0.1154,0.1154,0.27,0.309,0.421,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,1,0.1154,0.1154,0.27,0.309,0.421,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,
2005-02-23,3,0.1468,0.0,0.10866666666666668,0.0,0.8913333333333333,1,0,2,0.3333333333333333,0.0,0.6666666666666666,3,0.1468,0.0,0.10866666666666668,0.0,0.8913333333333333,1,0,2,0.3333333333333333,0.0,0.6666666666666666,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-03-01,2,0.0,0.0,0.122,0.122,0.7565,0,0,2,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,0.0,0.0,0.122,0.122,0.7565,0,0,2,0.0,0.0,1.0
2005-03-02,1,-0.25,-0.25,0.0,0.286,0.714,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,-0.25,-0.25,0.0,0.286,0.714,0,1,0,0.0,1.0,0.0
2005-03-04,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-03-05,1,-0.6705,-0.6705,0.0,0.478,0.522,0,1,0,0.0,1.0,0.0,1,-0.6705,-0.6705,0.0,0.478,0.522,0,1,0,0.0,1.0,0.0,1,-0.6705,-0.6705,0.0,0.478,0.522,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2005-03-07,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2005-03-10,3,-0.14049999999999999,0.0,0.0,0.13733333333333334,0.8626666666666667,0,1,2,0.0,0.3333333333333333,0.6666666666666666,2,-0.21075,-0.21075,0.0,0.206,0.794,0,1,1,0.0,0.5,0.5,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,
2005-03-11,1,-0.128,-0.128,0.0,0.2,0.8,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.128,-0.128,0.0,0.2,0.8,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2005-03-15,1,0.4404,0.4404,0.293,0.0,0.707,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.4404,0.4404,0.293,0.0,0.707,1,0,0,1.0,0.0,0.0
2005-03-16,1,0.3182,0.3182,0.535,0.0,0.465,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,1,0.3182,0.3182,0.535,0.0,0.465,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,
2005-03-17,4,-0.045825000000000005,0.0,0.05875,0.10275000000000001,0.8385,1,1,2,0.25,0.25,0.5,3,-0.12040000000000001,0.0,0.0,0.08766666666666667,0.9123333333333333,0,1,2,0.0,0.3333333333333333,0.6666666666666666,2,-0.09165000000000001,-0.09165000000000001,0.1175,0.20550000000000002,0.677,1,1,0,0.5,0.5,0.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2005-03-18,1,-0.2732,-0.2732,0.0,0.259,0.741,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,-0.2732,-0.2732,0.0,0.259,0.741,0,1,0,0.0,1.0,0.0
2005-03-19,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-03-20,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-03-21,4,0.100475,0.0,0.08775,0.0,0.91225,1,0,3,0.25,0.0,0.75,2,0.20095,0.20095,0.1755,0.0,0.8245,1,0,1,0.5,0.0,0.5,0,,,,,,0,0,0,,,,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0
2005-03-22,3,-0.1897333333333333,-0.2732,0.0,0.17566666666666667,0.8243333333333333,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,3,-0.1897333333333333,-0.2732,0.0,0.17566666666666667,0.8243333333333333,0,2,1,0.0,0.6666666666666666,0.3333333333333333
2005-03-23,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2005-03-24,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-03-29,2,0.1806,0.1806,0.147,0.0,0.853,1,0,1,0.5,0.0,0.5,2,0.1806,0.1806,0.147,0.0,0.853,1,0,1,0.5,0.0,0.5,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-04-01,2,0.1591,0.1591,0.1825,0.0,0.8175,1,0,1,0.5,0.0,0.5,1,0.3182,0.3182,0.365,0.0,0.635,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2005-04-02,1,-0.5719,-0.5719,0.0,0.481,0.519,0,1,0,0.0,1.0,0.0,1,-0.5719,-0.5719,0.0,0.481,0.519,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-04-04,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-04-05,3,0.0,0.0,0.0,0.0,1.0,0,0,3,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0
2005-04-06,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2005-04-07,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0
2005-04-08,3,-0.23156666666666667,-0.2732,0.0,0.18166666666666664,0.8183333333333334,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,3,-0.23156666666666667,-0.2732,0.0,0.18166666666666664,0.8183333333333334,0,2,1,0.0,0.6666666666666666,0.3333333333333333
2005-04-09,2,-0.17439999999999997,-0.17439999999999997,0.1285,0.2895,0.5820000000000001,1,1,0,0.5,0.5,0.0,1,-0.5267,-0.5267,0.0,0.386,0.614,0,1,0,0.0,1.0,0.0,1,0.1779,0.1779,0.257,0.193,0.55,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,
2005-04-10,5,-0.0643,0.0,0.0974,0.1224,0.7802,1,1,3,0.2,0.2,0.6,2,-0.3715,-0.3715,0.0,0.306,0.694,0,1,1,0.0,0.5,0.5,2,0.21075,0.21075,0.2435,0.0,0.7565,1,0,1,0.5,0.0,0.5,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0
2005-04-11,4,-0.07955,0.0,0.0,0.07875,0.92125,0,1,3,0.0,0.25,0.75,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,4,-0.07955,0.0,0.0,0.07875,0.92125,0,1,3,0.0,0.25,0.75
2005-04-12,4,-0.10265,0.0,0.05325,0.116,0.83075,1,1,2,0.25,0.25,0.5,0,,,,,,0,0,0,,,,1,0.2263,0.2263,0.213,0.0,0.787,1,0,0,1.0,0.0,0.0,3,-0.21230000000000002,0.0,0.0,0.15466666666666667,0.8453333333333334,0,1,2,0.0,0.3333333333333333,0.6666666666666666
2005-04-13,4,0.14227499999999998,0.20095,0.201,0.05775,0.74125,2,1,1,0.5,0.25,0.25,0,,,,,,0,0,0,,,,3,0.28076666666666666,0.4019,0.268,0.0,0.7319999999999999,2,0,1,0.6666666666666666,0.0,0.3333333333333333,1,-0.2732,-0.2732,0.0,0.231,0.769,0,1,0,0.0,1.0,0.0
2005-04-15,1,-0.4215,-0.4215,0.0,0.359,0.641,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,-0.4215,-0.4215,0.0,0.359,0.641,0,1,0,0.0,1.0,0.0
2005-04-17,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2005-04-19,2,-0.05135,-0.05135,0.0,0.0945,0.9055,0,1,1,0.0,0.5,0.5,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,-0.05135,-0.05135,0.0,0.0945,0.9055,0,1,1,0.0,0.5,0.5
2005-04-22,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0
2005-04-25,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,
2005-04-26,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,
2005-04-27,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-04-28,2,-0.27695000000000003,-0.27695000000000003,0.1105,0.2945,0.595,0,2,0,0.0,1.0,0.0,1,-0.0772,-0.0772,0.221,0.248,0.531,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.4767,-0.4767,0.0,0.341,0.659,0,1,0,0.0,1.0,0.0
2005-04-30,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-05-05,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-05-06,1,0.0516,0.0516,0.167,0.0,0.833,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0516,0.0516,0.167,0.0,0.833,1,0,0,1.0,0.0,0.0
2005-05-08,1,-0.25,-0.25,0.201,0.276,0.522,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.25,-0.25,0.201,0.276,0.522,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2005-05-09,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,
2005-05-11,2,-0.07415,-0.07415,0.117,0.2105,0.6725,1,1,0,0.5,0.5,0.0,2,-0.07415,-0.07415,0.117,0.2105,0.6725,1,1,0,0.5,0.5,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2005-05-12,1,-0.4404,-0.4404,0.0,0.266,0.734,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.4404,-0.4404,0.0,0.266,0.734,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
