date,sentiment_headline_count,mean_sentiment,median_sentiment,mean_positive_score,mean_negative_score,mean_neutral_score,positive_headlines,negative_headlines,neutral_headlines,positive_headline_share,negative_headline_share,neutral_headline_share,market_headline_count,market_mean_sentiment,market_median_sentiment,market_mean_positive_score,market_mean_negative_score,market_mean_neutral_score,market_positive_headlines,market_negative_headlines,market_neutral_headlines,market_positive_headline_share,market_negative_headline_share,market_neutral_headline_share,supply_headline_count,supply_mean_sentiment,supply_median_sentiment,supply_mean_positive_score,supply_mean_negative_score,supply_mean_neutral_score,supply_positive_headlines,supply_negative_headlines,supply_neutral_headlines,supply_positive_headline_share,supply_negative_headline_share,supply_neutral_headline_share,consumer_headline_count,consumer_mean_sentiment,consumer_median_sentiment,consumer_mean_positive_score,consumer_mean_negative_score,consumer_mean_neutral_score,consumer_positive_headlines,consumer_negative_headlines,consumer_neutral_headlines,consumer_positive_headline_share,consumer_negative_headline_share,consumer_neutral_headline_share
2008-05-10,3,0.10606666666666666,0.0,0.09233333333333334,0.0,0.9076666666666666,1,0,2,0.3333333333333333,0.0,0.6666666666666666,3,0.10606666666666666,0.0,0.09233333333333334,0.0,0.9076666666666666,1,0,2,0.3333333333333333,0.0,0.6666666666666666,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2008-05-11,1,-0.25,-0.25,0.0,0.286,0.714,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.25,-0.25,0.0,0.286,0.714,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2008-05-12,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2008-05-13,1,0.25,0.25,0.278,0.167,0.556,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,1,0.25,0.25,0.278,0.167,0.556,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,
2008-05-14,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2008-05-15,2,-0.1366,-0.1366,0.0,0.1295,0.8705,0,1,1,0.0,0.5,0.5,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,2,-0.1366,-0.1366,0.0,0.1295,0.8705,0,1,1,0.0,0.5,0.5
2008-05-16,3,-0.0565,0.0,0.058666666666666666,0.08033333333333333,0.8610000000000001,0,1,2,0.0,0.3333333333333333,0.6666666666666666,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,2,-0.08475,-0.08475,0.088,0.1205,0.7915,0,1,1,0.0,0.5,0.5
2008-05-17,2,0.26065,0.26065,0.2145,0.069,0.7165,1,0,1,0.5,0.0,0.5,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.5213,0.5213,0.429,0.138,0.433,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,
2008-05-18,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0
2008-05-19,4,0.038275,0.0,0.0625,0.0485,0.889,1,0,3,0.25,0.0,0.75,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,4,0.038275,0.0,0.0625,0.0485,0.889,1,0,3,0.25,0.0,0.75
2008-05-21,5,-0.07966000000000001,0.0,0.0688,0.0908,0.8402000000000001,1,2,2,0.2,0.4,0.4,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,5,-0.07966000000000001,0.0,0.0688,0.0908,0.8402000000000001,1,2,2,0.2,0.4,0.4
2008-05-22,8,-0.019237499999999998,0.0,0.03575,0.04875,0.9155,1,1,6,0.125,0.125,0.75,2,-0.24695,-0.24695,0.0,0.195,0.8049999999999999,0,1,1,0.0,0.5,0.5,0,,,,,,0,0,0,,,,6,0.05666666666666667,0.0,0.04766666666666666,0.0,0.9523333333333334,1,0,5,0.16666666666666666,0.0,0.8333333333333334
2008-05-23,1,0.5719,0.5719,0.381,0.0,0.619,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,1,0.5719,0.5719,0.381,0.0,0.619,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,
2008-05-24,3,-0.33053333333333335,-0.2732,0.0,0.24366666666666667,0.7563333333333334,0,2,1,0.0,0.6666666666666666,0.3333333333333333,1,-0.7184,-0.7184,0.0,0.5,0.5,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,2,-0.1366,-0.1366,0.0,0.1155,0.8845000000000001,0,1,1,0.0,0.5,0.5
2008-05-25,5,-0.13964,0.0,0.05,0.13820000000000002,0.8118000000000001,1,2,2,0.2,0.4,0.4,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,5,-0.13964,0.0,0.05,0.13820000000000002,0.8118000000000001,1,2,2,0.2,0.4,0.4
2008-05-26,7,-0.10519999999999999,0.0,0.0,0.09614285714285715,0.9038571428571428,0,2,5,0.0,0.2857142857142857,0.7142857142857143,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,7,-0.10519999999999999,0.0,0.0,0.09614285714285715,0.9038571428571428,0,2,5,0.0,0.2857142857142857,0.7142857142857143
2008-05-27,2,0.26385,0.26385,0.234,0.0,0.766,1,0,1,0.5,0.0,0.5,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,0.26385,0.26385,0.234,0.0,0.766,1,0,1,0.5,0.0,0.5
2008-05-28,7,-0.14515714285714285,0.0,0.0,0.12928571428571428,0.8707142857142858,0,3,4,0.0,0.42857142857142855,0.5714285714285714,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,6,-0.16935,-0.148,0.0,0.15083333333333335,0.8491666666666667,0,3,3,0.0,0.5,0.5
2008-05-29,7,-0.0508,0.0,0.161,0.18328571428571427,0.6557142857142857,2,3,2,0.2857142857142857,0.42857142857142855,0.2857142857142857,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,6,-0.05926666666666666,-0.20095,0.18783333333333332,0.21383333333333332,0.5983333333333333,2,3,1,0.3333333333333333,0.5,0.16666666666666666
2008-05-30,3,-0.24223333333333333,-0.25,0.0,0.209,0.791,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,3,-0.24223333333333333,-0.25,0.0,0.209,0.791,0,2,1,0.0,0.6666666666666666,0.3333333333333333
2008-05-31,1,-0.1779,-0.1779,0.224,0.306,0.471,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,-0.1779,-0.1779,0.224,0.306,0.471,0,1,0,0.0,1.0,0.0
2008-06-02,5,-0.03454,0.0,0.055600000000000004,0.097,0.8474,1,2,2,0.2,0.4,0.4,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,5,-0.03454,0.0,0.055600000000000004,0.097,0.8474,1,2,2,0.2,0.4,0.4
2008-06-03,1,-0.4767,-0.4767,0.0,0.383,0.617,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,-0.4767,-0.4767,0.0,0.383,0.617,0,1,0,0.0,1.0,0.0
2008-06-04,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0
2008-06-06,1,0.2732,0.2732,0.259,0.0,0.741,1,0,0,1.0,0.0,0.0,1,0.2732,0.2732,0.259,0.0,0.741,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2008-06-07,8,-0.03055,0.0,0.026,0.0655,0.9085,1,2,5,0.125,0.25,0.625,5,-0.04888,0.0,0.0416,0.1048,0.8535999999999999,1,2,2,0.2,0.4,0.4,0,,,,,,0,0,0,,,,3,0.0,0.0,0.0,0.0,1.0,0,0,3,0.0,0.0,1.0
2008-06-08,3,0.21230000000000002,0.0,0.15466666666666667,0.0,0.8453333333333334,1,0,2,0.3333333333333333,0.0,0.6666666666666666,0,,,,,,0,0,0,,,,2,0.31845,0.31845,0.232,0.0,0.768,1,0,1,0.5,0.0,0.5,2,0.31845,0.31845,0.232,0.0,0.768,1,0,1,0.5,0.0,0.5
2008-06-09,7,0.02618571428571428,0.0,0.11028571428571429,0.11014285714285714,0.7795714285714286,2,1,4,0.2857142857142857,0.14285714285714285,0.5714285714285714,2,0.05295,0.05295,0.139,0.153,0.708,1,1,0,0.5,0.5,0.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,5,0.09585999999999999,0.0258,0.1544,0.093,0.7525999999999999,2,0,3,0.4,0.0,0.6
2008-06-10,6,-0.0734,0.0,0.051666666666666666,0.10049999999999999,0.8478333333333333,1,2,3,0.16666666666666666,0.3333333333333333,0.5,3,-0.13396666666666665,0.0,0.0,0.10333333333333333,0.8966666666666666,0,1,2,0.0,0.3333333333333333,0.6666666666666666,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,3,-0.012833333333333344,0.0,0.10333333333333333,0.09766666666666667,0.7989999999999999,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
2008-06-11,2,0.148,0.148,0.134,0.0,0.866,1,0,1,0.5,0.0,0.5,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,0.148,0.148,0.134,0.0,0.866,1,0,1,0.5,0.0,0.5
2008-06-12,3,-0.21989999999999998,0.0,0.0,0.17466666666666666,0.8253333333333334,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,3,-0.21989999999999998,0.0,0.0,0.17466666666666666,0.8253333333333334,0,1,2,0.0,0.3333333333333333,0.6666666666666666
2008-06-13,2,0.23815,0.23815,0.262,0.1085,0.6295,2,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,0.23815,0.23815,0.262,0.1085,0.6295,2,0,0,1.0,0.0,0.0
2008-06-14,4,0.06962499999999999,0.1591,0.15425,0.0795,0.76625,2,1,1,0.5,0.25,0.25,2,-0.019850000000000007,-0.019850000000000007,0.151,0.159,0.69,1,1,0,0.5,0.5,0.0,1,0.3182,0.3182,0.315,0.0,0.685,1,0,0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2008-06-15,4,-0.15107500000000001,-0.148,0.046,0.18075,0.77325,1,2,1,0.25,0.5,0.25,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.2023,0.2023,0.184,0.0,0.816,1,0,0,1.0,0.0,0.0,2,-0.4033,-0.4033,0.0,0.3615,0.6385,0,2,0,0.0,1.0,0.0
2008-06-16,8,-0.08635,0.0,0.0,0.066625,0.9333750000000001,0,1,7,0.0,0.125,0.875,4,0.0,0.0,0.0,0.0,1.0,0,0,4,0.0,0.0,1.0,4,-0.1727,0.0,0.0,0.13325,0.86675,0,1,3,0.0,0.25,0.75,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2008-06-17,1,-0.296,-0.296,0.0,0.196,0.804,0,1,0,0.0,1.0,0.0,1,-0.296,-0.296,0.0,0.196,0.804,0,1,0,0.0,1.0,0.0,1,-0.296,-0.296,0.0,0.196,0.804,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2008-06-18,3,0.0,0.0,0.0,0.0,1.0,0,0,3,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0
2008-06-19,7,-0.06674285714285713,0.0,0.06828571428571428,0.09999999999999999,0.8317142857142857,2,2,3,0.2857142857142857,0.2857142857142857,0.42857142857142855,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,6,-0.07786666666666665,0.0,0.07966666666666666,0.11666666666666665,0.8036666666666666,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333
2008-06-20,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,
2008-06-21,1,0.0772,0.0772,0.361,0.338,0.301,1,0,0,1.0,0.0,0.0,1,0.0772,0.0772,0.361,0.338,0.301,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2008-06-22,6,-0.056066666666666674,0.0,0.08316666666666667,0.13516666666666666,0.7816666666666666,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,4,-0.010100000000000012,0.0258,0.12475,0.14875,0.7264999999999999,2,1,1,0.5,0.25,0.25,1,-0.296,-0.296,0.0,0.216,0.784,0,1,0,0.0,1.0,0.0
2008-06-23,3,0.1468,0.0,0.146,0.0,0.8540000000000001,1,0,2,0.3333333333333333,0.0,0.6666666666666666,0,,,,,,0,0,0,,,,2,0.2202,0.2202,0.219,0.0,0.781,1,0,1,0.5,0.0,0.5,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2008-06-24,3,-0.2094,-0.2263,0.0,0.16433333333333333,0.8356666666666667,0,2,1,0.0,0.6666666666666666,0.3333333333333333,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,2,-0.3141,-0.3141,0.0,0.2465,0.7535000000000001,0,2,0,0.0,1.0,0.0
2008-06-25,3,-0.15246666666666664,0.0,0.102,0.218,0.68,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,3,-0.15246666666666664,0.0,0.102,0.218,0.68,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
2008-06-26,1,-0.4767,-0.4767,0.0,0.307,0.693,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,-0.4767,-0.4767,0.0,0.307,0.693,0,1,0,0.0,1.0,0.0
2008-06-27,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2008-06-28,3,0.0,0.0,0.0,0.0,1.0,0,0,3,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2008-06-30,1,0.6369,0.6369,0.457,0.0,0.543,1,0,0,1.0,0.0,0.0,1,0.6369,0.6369,0.457,0.0,0.543,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2008-07-01,1,-0.6908,-0.6908,0.0,0.588,0.412,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,-0.6908,-0.6908,0.0,0.588,0.412,0,1,0,0.0,1.0,0.0
2008-07-03,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,
2008-07-04,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2008-07-08,2,-0.20095,-0.20095,0.0,0.1755,0.8245,0,1,1,0.0,0.5,0.5,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,-0.20095,-0.20095,0.0,0.1755,0.8245,0,1,1,0.0,0.5,0.5
2008-07-09,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2008-07-10,1,-0.296,-0.296,0.0,0.306,0.694,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,-0.296,-0.296,0.0,0.306,0.694,0,1,0,0.0,1.0,0.0
2008-07-11,4,0.027550000000000005,0.0258,0.10300000000000001,0.0755,0.8215,2,1,1,0.5,0.25,0.25,1,0.4404,0.4404,0.266,0.0,0.734,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,3,-0.11006666666666666,0.0,0.048666666666666664,0.10066666666666667,0.8506666666666667,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
2008-07-12,2,-0.05165,-0.05165,0.1825,0.143,0.6745,1,1,0,0.5,0.5,0.0,2,-0.05165,-0.05165,0.1825,0.143,0.6745,1,1,0,0.5,0.5,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2008-07-14,1,-0.4939,-0.4939,0.0,0.583,0.417,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.4939,-0.4939,0.0,0.583,0.417,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2008-07-16,2,-0.1366,-0.1366,0.0,0.148,0.852,0,1,1,0.0,0.5,0.5,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,-0.1366,-0.1366,0.0,0.148,0.852,0,1,1,0.0,0.5,0.5
2008-07-18,2,-0.3499,-0.3499,0.0,0.34199999999999997,0.658,0,2,0,0.0,1.0,0.0,1,-0.5859,-0.5859,0.0,0.49,0.51,0,1,0,0.0,1.0,0.0,1,-0.1139,-0.1139,0.0,0.194,0.806,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
2008-07-19,1,-0.296,-0.296,0.0,0.355,0.645,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,-0.296,-0.296,0.0,0.355,0.645,0,1,0,0.0,1.0,0.0
2008-07-21,4,-0.079925,-0.125,0.06025,0.12225,0.8175,1,2,1,0.25,0.5,0.25,0,,,,,,0,0,0,,,,1,-0.25,-0.25,0.0,0.25,0.75,0,1,0,0.0,1.0,0.0,3,-0.023233333333333328,0.0,0.08033333333333333,0.07966666666666666,0.84,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
2008-07-22,2,-0.148,-0.148,0.0,0.134,0.866,0,1,1,0.0,0.5,0.5,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,1,-0.296,-0.296,0.0,0.268,0.732,0,1,0,0.0,1.0,0.0
2008-07-23,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2008-07-24,1,-0.4404,-0.4404,0.0,0.565,0.435,0,1,0,0.0,1.0,0.0,1,-0.4404,-0.4404,0.0,0.565,0.435,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2008-07-25,2,-0.24695,-0.24695,0.0,0.195,0.8049999999999999,0,1,1,0.0,0.5,0.5,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,-0.24695,-0.24695,0.0,0.195,0.8049999999999999,0,1,1,0.0,0.5,0.5
2008-07-27,1,0.4215,0.4215,0.286,0.0,0.714,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,1,0.4215,0.4215,0.286,0.0,0.714,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,
2008-07-28,3,-0.1897333333333333,-0.2732,0.0,0.18800000000000003,0.8119999999999999,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,3,-0.1897333333333333,-0.2732,0.0,0.18800000000000003,0.8119999999999999,0,2,1,0.0,0.6666666666666666,0.3333333333333333
2008-07-29,1,0.4019,0.4019,0.31,0.0,0.69,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.4019,0.4019,0.31,0.0,0.69,1,0,0,1.0,0.0,0.0
2008-07-30,2,-0.26335,-0.26335,0.0,0.2025,0.7975,0,1,1,0.0,0.5,0.5,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,-0.5267,-0.5267,0.0,0.405,0.595,0,1,0,0.0,1.0,0.0
2008-07-31,2,0.19324999999999998,0.19324999999999998,0.2595,0.148,0.5925,1,1,0,0.5,0.5,0.0,1,0.6597,0.6597,0.519,0.0,0.481,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,1,-0.2732,-0.2732,0.0,0.296,0.704,0,1,0,0.0,1.0,0.0
2008-08-02,2,-0.05135,-0.05135,0.0,0.0945,0.9055,0,1,1,0.0,0.5,0.5,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,-0.05135,-0.05135,0.0,0.0945,0.9055,0,1,1,0.0,0.5,0.5
2008-08-04,2,0.10285,0.10285,0.0925,0.0,0.9075,1,0,1,0.5,0.0,0.5,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,0.10285,0.10285,0.0925,0.0,0.9075,1,0,1,0.5,0.0,0.5
2008-08-05,2,-0.16094999999999998,-0.16094999999999998,0.111,0.2405,0.6485000000000001,1,1,0,0.5,0.5,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,-0.16094999999999998,-0.16094999999999998,0.111,0.2405,0.6485000000000001,1,1,0,0.5,0.5,0.0
2008-08-07,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0
2008-08-08,2,-0.51535,-0.51535,0.1,0.4665,0.4335,0,2,0,0.0,1.0,0.0,1,-0.5719,-0.5719,0.0,0.533,0.467,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.4588,-0.4588,0.2,0.4,0.4,0,1,0,0.0,1.0,0.0
2008-08-09,1,0.0258,0.0258,0.214,0.204,0.583,0,0,1,0.0,0.0,1.0,1,0.0258,0.0258,0.214,0.204,0.583,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2008-08-10,1,-0.5719,-0.5719,0.0,0.439,0.561,0,1,0,0.0,1.0,0.0,1,-0.5719,-0.5719,0.0,0.439,0.561,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,
2008-08-11,2,-0.23654999999999998,-0.23654999999999998,0.0,0.2585,0.7415,0,2,0,0.0,1.0,0.0,1,-0.4215,-0.4215,0.0,0.286,0.714,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,2,-0.23654999999999998,-0.23654999999999998,0.0,0.2585,0.7415,0,2,0,0.0,1.0,0.0
2008-08-12,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,
2008-08-14,1,-0.2732,-0.2732,0.0,0.231,0.769,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,-0.2732,-0.2732,0.0,0.231,0.769,0,1,0,0.0,1.0,0.0
2008-08-20,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,2,0.0,0.0,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0
2008-08-21,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,
2008-08-23,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2008-08-24,2,-0.2787,-0.2787,0.0,0.143,0.857,0,1,1,0.0,0.5,0.5,0,,,,,,0,0,0,,,,2,-0.2787,-0.2787,0.0,0.143,0.857,0,1,1,0.0,0.5,0.5,0,,,,,,0,0,0,,,
2008-08-25,2,-0.33005,-0.33005,0.0,0.21749999999999997,0.7825,0,2,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.5574,-0.5574,0.0,0.286,0.714,0,1,0,0.0,1.0,0.0,1,-0.1027,-0.1027,0.0,0.149,0.851,0,1,0,0.0,1.0,0.0
2008-08-26,1,0.4404,0.4404,0.326,0.0,0.674,1,0,0,1.0,0.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.4404,0.4404,0.326,0.0,0.674,1,0,0,1.0,0.0,0.0
2008-08-27,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2008-09-01,1,-0.3182,-0.3182,0.0,0.277,0.723,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,-0.3182,-0.3182,0.0,0.277,0.723,0,1,0,0.0,1.0,0.0
2008-09-04,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,,,,,,0,0,0,,,,0,,,,,,0,0,0,,,,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0
2008-09-09,2,0.1366,0.1366,0.1155,0.0,0.8845000000000001,1,0,1,0.5,0.0,0.5,2,0.1366,0.1366,0.1155,0.0,0.8845000000000001,1,0,1,0.5,0.0,0.5,2,0.1366,0.1366,0.1155,0.0,0.8845000000000001,1,0,1,0.5,0.0,0.5,0,,,,,,0,0,0,,,
2008-09-10,2,-0.1108,-0.1108,0.137,0.297,0.5660000000000001,1,1,0,0.5,0.5,0.0,1,0.0516,0.0516,0.274,0.25,0.476,1,0,0,1.0,0.0,0.0,2,-0.1108,-0.1108,0.137,0.297,0.5660000000000001,1,1,0,0.5,0.5,0.0,0,,,,,,0,0,0,,,
2008-09-14,1,-0.5994,-0.5994,0.0,0.394,0.606,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,,1,-0.5994,-0.5994,0.0,0.394,0.606,0,1,0,0.0,1.0,0.0,0,,,,,,0,0,0,,,
