event_id,anchor_date,anchor_direction,anchor_absolute_return_pct,relative_trading_day,observation_date,all_oil_mean_sentiment,all_oil_negative_share,all_oil_headline_count,market_prices_mean_sentiment,market_prices_negative_share,market_prices_headline_count,supply_geopolitics_mean_sentiment,supply_geopolitics_negative_share,supply_geopolitics_headline_count,consumer_fuel_mean_sentiment,consumer_fuel_negative_share,consumer_fuel_headline_count
52,2016-01-22,increase,10.40231968104386,3,2016-01-27,0.4404,0.0,1,0.4404,0.0,1,,,0,,,0
52,2016-01-22,increase,10.40231968104386,4,2016-01-28,,,0,,,0,,,0,,,0
52,2016-01-22,increase,10.40231968104386,5,2016-01-29,,,0,,,0,,,0,,,0
53,2016-04-08,increase,9.5827725437416,-5,2016-04-01,,,0,,,0,,,0,,,0
53,2016-04-08,increase,9.5827725437416,-4,2016-04-04,,,0,,,0,,,0,,,0
53,2016-04-08,increase,9.5827725437416,-3,2016-04-05,-0.6705,1.0,1,-0.6705,1.0,1,,,0,,,0
53,2016-04-08,increase,9.5827725437416,-2,2016-04-06,0.296,0.0,1,0.296,0.0,1,,,0,,,0
53,2016-04-08,increase,9.5827725437416,-1,2016-04-07,,,0,,,0,,,0,,,0
53,2016-04-08,increase,9.5827725437416,0,2016-04-08,,,0,,,0,,,0,,,0
53,2016-04-08,increase,9.5827725437416,1,2016-04-11,0.296,0.0,1,0.296,0.0,1,,,0,,,0
53,2016-04-08,increase,9.5827725437416,2,2016-04-12,0.4247,0.0,3,0.357,0.0,1,0.45855,0.0,2,,,0
53,2016-04-08,increase,9.5827725437416,3,2016-04-13,0.27115,0.0,2,0.0,0.0,1,0.5423,0.0,1,,,0
53,2016-04-08,increase,9.5827725437416,4,2016-04-14,,,0,,,0,,,0,,,0
53,2016-04-08,increase,9.5827725437416,5,2016-04-15,-0.2263,1.0,1,,,0,-0.2263,1.0,1,,,0
54,2016-05-03,decrease,5.958096900916621,-5,2016-04-26,0.0,0.0,2,0.0,0.0,1,0.0,0.0,1,,,0
54,2016-05-03,decrease,5.958096900916621,-4,2016-04-27,0.3612,0.0,1,0.3612,0.0,1,,,0,,,0
54,2016-05-03,decrease,5.958096900916621,-3,2016-04-28,,,0,,,0,,,0,,,0
54,2016-05-03,decrease,5.958096900916621,-2,2016-04-29,0.7184,0.0,1,0.7184,0.0,1,,,0,,,0
54,2016-05-03,decrease,5.958096900916621,-1,2016-05-02,,,0,,,0,,,0,,,0
54,2016-05-03,decrease,5.958096900916621,0,2016-05-03,,,0,,,0,,,0,,,0
54,2016-05-03,decrease,5.958096900916621,1,2016-05-04,,,0,,,0,,,0,,,0
54,2016-05-03,decrease,5.958096900916621,2,2016-05-05,,,0,,,0,,,0,,,0
54,2016-05-03,decrease,5.958096900916621,3,2016-05-06,,,0,,,0,,,0,,,0
54,2016-05-03,decrease,5.958096900916621,4,2016-05-09,,,0,,,0,,,0,,,0
54,2016-05-03,decrease,5.958096900916621,5,2016-05-10,,,0,,,0,,,0,,,0
55,2016-07-12,increase,6.0853769300635685,-5,2016-07-05,,,0,,,0,,,0,,,0
55,2016-07-12,increase,6.0853769300635685,-4,2016-07-06,,,0,,,0,,,0,,,0
55,2016-07-12,increase,6.0853769300635685,-3,2016-07-07,,,0,,,0,,,0,,,0
55,2016-07-12,increase,6.0853769300635685,-2,2016-07-08,0.0,0.0,1,0.0,0.0,1,,,0,,,0
55,2016-07-12,increase,6.0853769300635685,-1,2016-07-11,,,0,,,0,,,0,,,0
55,2016-07-12,increase,6.0853769300635685,0,2016-07-12,,,0,,,0,,,0,,,0
55,2016-07-12,increase,6.0853769300635685,1,2016-07-13,,,0,,,0,,,0,,,0
55,2016-07-12,increase,6.0853769300635685,2,2016-07-14,-0.11315,0.5,2,-0.11315,0.5,2,-0.2263,1.0,1,,,0
55,2016-07-12,increase,6.0853769300635685,3,2016-07-15,,,0,,,0,,,0,,,0
55,2016-07-12,increase,6.0853769300635685,4,2016-07-18,,,0,,,0,,,0,,,0
55,2016-07-12,increase,6.0853769300635685,5,2016-07-19,,,0,,,0,,,0,,,0
56,2016-08-15,increase,4.853723404255339,-5,2016-08-08,,,0,,,0,,,0,,,0
56,2016-08-15,increase,4.853723404255339,-4,2016-08-09,0.0,0.0,1,0.0,0.0,1,,,0,,,0
56,2016-08-15,increase,4.853723404255339,-3,2016-08-10,,,0,,,0,,,0,,,0
56,2016-08-15,increase,4.853723404255339,-2,2016-08-11,0.0,0.0,1,,,0,,,0,0.0,0.0,1
56,2016-08-15,increase,4.853723404255339,-1,2016-08-12,0.296,0.0,1,0.296,0.0,1,,,0,,,0
56,2016-08-15,increase,4.853723404255339,0,2016-08-15,,,0,,,0,,,0,,,0
56,2016-08-15,increase,4.853723404255339,1,2016-08-16,,,0,,,0,,,0,,,0
56,2016-08-15,increase,4.853723404255339,2,2016-08-17,,,0,,,0,,,0,,,0
56,2016-08-15,increase,4.853723404255339,3,2016-08-18,,,0,,,0,,,0,,,0
56,2016-08-15,increase,4.853723404255339,4,2016-08-19,,,0,,,0,,,0,,,0
56,2016-08-15,increase,4.853723404255339,5,2016-08-22,-0.3818,1.0,1,,,0,,,0,-0.3818,1.0,1
57,2016-09-01,decrease,6.028368794326244,-5,2016-08-25,,,0,,,0,,,0,,,0
57,2016-09-01,decrease,6.028368794326244,-4,2016-08-26,0.0,0.0,1,,,0,0.0,0.0,1,,,0
57,2016-09-01,decrease,6.028368794326244,-3,2016-08-29,,,0,,,0,,,0,,,0
57,2016-09-01,decrease,6.028368794326244,-2,2016-08-30,,,0,,,0,,,0,,,0
57,2016-09-01,decrease,6.028368794326244,-1,2016-08-31,,,0,,,0,,,0,,,0
57,2016-09-01,decrease,6.028368794326244,0,2016-09-01,0.296,0.0,1,0.296,0.0,1,,,0,,,0
57,2016-09-01,decrease,6.028368794326244,1,2016-09-02,0.296,0.0,1,0.296,0.0,1,,,0,,,0
57,2016-09-01,decrease,6.028368794326244,2,2016-09-05,0.3612,0.0,1,0.3612,0.0,1,0.3612,0.0,1,,,0
57,2016-09-01,decrease,6.028368794326244,3,2016-09-06,,,0,,,0,,,0,,,0
57,2016-09-01,decrease,6.028368794326244,4,2016-09-07,,,0,,,0,,,0,,,0
57,2016-09-01,decrease,6.028368794326244,5,2016-09-08,,,0,,,0,,,0,,,0
58,2016-09-29,increase,6.462958892064186,-5,2016-09-22,,,0,,,0,,,0,,,0
58,2016-09-29,increase,6.462958892064186,-4,2016-09-23,,,0,,,0,,,0,,,0
58,2016-09-29,increase,6.462958892064186,-3,2016-09-26,0.4588,0.0,1,,,0,,,0,0.4588,0.0,1
58,2016-09-29,increase,6.462958892064186,-2,2016-09-27,,,0,,,0,,,0,,,0
58,2016-09-29,increase,6.462958892064186,-1,2016-09-28,,,0,,,0,,,0,,,0
58,2016-09-29,increase,6.462958892064186,0,2016-09-29,-0.05103333333333334,0.3333333333333333,3,0.0,0.0,2,-0.07655,0.5,2,,,0
58,2016-09-29,increase,6.462958892064186,1,2016-09-30,,,0,,,0,,,0,,,0
58,2016-09-29,increase,6.462958892064186,2,2016-10-03,,,0,,,0,,,0,,,0
58,2016-09-29,increase,6.462958892064186,3,2016-10-04,,,0,,,0,,,0,,,0
58,2016-09-29,increase,6.462958892064186,4,2016-10-05,,,0,,,0,,,0,,,0
58,2016-09-29,increase,6.462958892064186,5,2016-10-06,0.0,0.0,1,0.0,0.0,1,,,0,,,0
59,2016-11-15,increase,5.546258666029158,-5,2016-11-08,0.2263,0.0,1,,,0,0.2263,0.0,1,,,0
59,2016-11-15,increase,5.546258666029158,-4,2016-11-09,,,0,,,0,,,0,,,0
59,2016-11-15,increase,5.546258666029158,-3,2016-11-10,,,0,,,0,,,0,,,0
59,2016-11-15,increase,5.546258666029158,-2,2016-11-11,,,0,,,0,,,0,,,0
59,2016-11-15,increase,5.546258666029158,-1,2016-11-14,,,0,,,0,,,0,,,0
59,2016-11-15,increase,5.546258666029158,0,2016-11-15,,,0,,,0,,,0,,,0
59,2016-11-15,increase,5.546258666029158,1,2016-11-16,,,0,,,0,,,0,,,0
59,2016-11-15,increase,5.546258666029158,2,2016-11-17,,,0,,,0,,,0,,,0
59,2016-11-15,increase,5.546258666029158,3,2016-11-18,,,0,,,0,,,0,,,0
59,2016-11-15,increase,5.546258666029158,4,2016-11-21,,,0,,,0,,,0,,,0
59,2016-11-15,increase,5.546258666029158,5,2016-11-22,0.15293333333333334,0.0,3,0.2294,0.0,2,0.0,0.0,1,,,0
60,2016-12-01,increase,9.030239833159538,-5,2016-11-24,,,0,,,0,,,0,,,0
60,2016-12-01,increase,9.030239833159538,-4,2016-11-25,-0.11870000000000003,0.5,2,,,0,-0.11870000000000003,0.5,2,,,0
60,2016-12-01,increase,9.030239833159538,-3,2016-11-28,0.0,0.0,1,,,0,,,0,0.0,0.0,1
60,2016-12-01,increase,9.030239833159538,-2,2016-11-29,-0.25,1.0,2,,,0,-0.25,1.0,2,,,0
60,2016-12-01,increase,9.030239833159538,-1,2016-11-30,0.0,0.0,1,,,0,0.0,0.0,1,,,0
60,2016-12-01,increase,9.030239833159538,0,2016-12-01,-0.34480000000000005,1.0,2,-0.0772,1.0,1,-0.34480000000000005,1.0,2,,,0
60,2016-12-01,increase,9.030239833159538,1,2016-12-02,0.1027,0.0,1,0.1027,0.0,1,0.1027,0.0,1,,,0
60,2016-12-01,increase,9.030239833159538,2,2016-12-05,,,0,,,0,,,0,,,0
60,2016-12-01,increase,9.030239833159538,3,2016-12-06,,,0,,,0,,,0,,,0
60,2016-12-01,increase,9.030239833159538,4,2016-12-07,,,0,,,0,,,0,,,0
60,2016-12-01,increase,9.030239833159538,5,2016-12-08,,,0,,,0,,,0,,,0
61,2016-12-16,increase,4.698375870069604,-5,2016-12-09,,,0,,,0,,,0,,,0
61,2016-12-16,increase,4.698375870069604,-4,2016-12-12,-0.1366,0.5,2,0.0,0.0,1,0.0,0.0,1,-0.2732,1.0,1
61,2016-12-16,increase,4.698375870069604,-3,2016-12-13,,,0,,,0,,,0,,,0
61,2016-12-16,increase,4.698375870069604,-2,2016-12-14,,,0,,,0,,,0,,,0
61,2016-12-16,increase,4.698375870069604,-1,2016-12-15,,,0,,,0,,,0,,,0
61,2016-12-16,increase,4.698375870069604,0,2016-12-16,0.0,0.0,1,,,0,,,0,0.0,0.0,1
61,2016-12-16,increase,4.698375870069604,1,2016-12-19,,,0,,,0,,,0,,,0
61,2016-12-16,increase,4.698375870069604,2,2016-12-20,,,0,,,0,,,0,,,0
61,2016-12-16,increase,4.698375870069604,3,2016-12-21,,,0,,,0,,,0,,,0
61,2016-12-16,increase,4.698375870069604,4,2016-12-22,,,0,,,0,,,0,,,0
61,2016-12-16,increase,4.698375870069604,5,2016-12-23,,,0,,,0,,,0,,,0
62,2017-03-09,decrease,4.971857410881797,-5,2017-03-02,,,0,,,0,,,0,,,0
62,2017-03-09,decrease,4.971857410881797,-4,2017-03-03,,,0,,,0,,,0,,,0
62,2017-03-09,decrease,4.971857410881797,-3,2017-03-06,,,0,,,0,,,0,,,0
62,2017-03-09,decrease,4.971857410881797,-2,2017-03-07,,,0,,,0,,,0,,,0
62,2017-03-09,decrease,4.971857410881797,-1,2017-03-08,,,0,,,0,,,0,,,0
62,2017-03-09,decrease,4.971857410881797,0,2017-03-09,0.0,0.0,1,0.0,0.0,1,,,0,,,0
62,2017-03-09,decrease,4.971857410881797,1,2017-03-10,,,0,,,0,,,0,,,0
62,2017-03-09,decrease,4.971857410881797,2,2017-03-13,,,0,,,0,,,0,,,0
62,2017-03-09,decrease,4.971857410881797,3,2017-03-14,,,0,,,0,,,0,,,0
62,2017-03-09,decrease,4.971857410881797,4,2017-03-15,0.0,0.0,1,0.0,0.0,1,,,0,,,0
62,2017-03-09,decrease,4.971857410881797,5,2017-03-16,,,0,,,0,,,0,,,0
63,2017-06-27,increase,4.7176230437741,-5,2017-06-20,,,0,,,0,,,0,,,0
63,2017-06-27,increase,4.7176230437741,-4,2017-06-21,-0.2732,1.0,1,-0.2732,1.0,1,,,0,,,0
63,2017-06-27,increase,4.7176230437741,-3,2017-06-22,-0.2263,1.0,1,-0.2263,1.0,1,,,0,,,0
63,2017-06-27,increase,4.7176230437741,-2,2017-06-23,,,0,,,0,,,0,,,0
63,2017-06-27,increase,4.7176230437741,-1,2017-06-26,,,0,,,0,,,0,,,0
63,2017-06-27,increase,4.7176230437741,0,2017-06-27,,,0,,,0,,,0,,,0
63,2017-06-27,increase,4.7176230437741,1,2017-06-28,-0.3818,1.0,1,-0.3818,1.0,1,,,0,,,0
63,2017-06-27,increase,4.7176230437741,2,2017-06-29,,,0,,,0,,,0,,,0
63,2017-06-27,increase,4.7176230437741,3,2017-06-30,,,0,,,0,,,0,,,0
63,2017-06-27,increase,4.7176230437741,4,2017-07-03,,,0,,,0,,,0,,,0
63,2017-06-27,increase,4.7176230437741,5,2017-07-04,,,0,,,0,,,0,,,0
64,2017-11-06,increase,4.640182351025723,-5,2017-10-30,0.0,0.0,2,,,0,,,0,0.0,0.0,2
64,2017-11-06,increase,4.640182351025723,-4,2017-10-31,,,0,,,0,,,0,,,0
64,2017-11-06,increase,4.640182351025723,-3,2017-11-01,,,0,,,0,,,0,,,0
64,2017-11-06,increase,4.640182351025723,-2,2017-11-02,,,0,,,0,,,0,,,0
64,2017-11-06,increase,4.640182351025723,-1,2017-11-03,,,0,,,0,,,0,,,0
64,2017-11-06,increase,4.640182351025723,0,2017-11-06,,,0,,,0,,,0,,,0
64,2017-11-06,increase,4.640182351025723,1,2017-11-07,,,0,,,0,,,0,,,0
64,2017-11-06,increase,4.640182351025723,2,2017-11-08,,,0,,,0,,,0,,,0
64,2017-11-06,increase,4.640182351025723,3,2017-11-09,,,0,,,0,,,0,,,0
64,2017-11-06,increase,4.640182351025723,4,2017-11-10,,,0,,,0,,,0,,,0
64,2017-11-06,increase,4.640182351025723,5,2017-11-13,,,0,,,0,,,0,,,0
65,2018-05-09,increase,4.638619201725991,-5,2018-05-01,0.4404,0.0,1,0.4404,0.0,1,,,0,,,0
65,2018-05-09,increase,4.638619201725991,-4,2018-05-02,,,0,,,0,,,0,,,0
65,2018-05-09,increase,4.638619201725991,-3,2018-05-03,,,0,,,0,,,0,,,0
65,2018-05-09,increase,4.638619201725991,-2,2018-05-04,,,0,,,0,,,0,,,0
65,2018-05-09,increase,4.638619201725991,-1,2018-05-08,,,0,,,0,,,0,,,0
65,2018-05-09,increase,4.638619201725991,0,2018-05-09,,,0,,,0,,,0,,,0
65,2018-05-09,increase,4.638619201725991,1,2018-05-10,0.4019,0.0,1,0.4019,0.0,1,0.4019,0.0,1,,,0
65,2018-05-09,increase,4.638619201725991,2,2018-05-11,,,0,,,0,,,0,,,0
65,2018-05-09,increase,4.638619201725991,3,2018-05-14,,,0,,,0,,,0,,,0
65,2018-05-09,increase,4.638619201725991,4,2018-05-15,-0.09866666666666667,0.3333333333333333,3,-0.148,0.5,2,0.0,0.0,1,,,0
65,2018-05-09,increase,4.638619201725991,5,2018-05-16,,,0,,,0,,,0,,,0
66,2019-01-02,increase,6.901324896183514,-5,2018-12-19,0.0,0.0,1,0.0,0.0,1,,,0,,,0
66,2019-01-02,increase,6.901324896183514,-4,2018-12-20,0.0,0.0,1,,,0,,,0,0.0,0.0,1
66,2019-01-02,increase,6.901324896183514,-3,2018-12-21,,,0,,,0,,,0,,,0
66,2019-01-02,increase,6.901324896183514,-2,2018-12-27,,,0,,,0,,,0,,,0
66,2019-01-02,increase,6.901324896183514,-1,2018-12-28,,,0,,,0,,,0,,,0
66,2019-01-02,increase,6.901324896183514,0,2019-01-02,,,0,,,0,,,0,,,0
66,2019-01-02,increase,6.901324896183514,1,2019-01-03,,,0,,,0,,,0,,,0
66,2019-01-02,increase,6.901324896183514,2,2019-01-04,,,0,,,0,,,0,,,0
66,2019-01-02,increase,6.901324896183514,3,2019-01-07,,,0,,,0,,,0,,,0
66,2019-01-02,increase,6.901324896183514,4,2019-01-08,,,0,,,0,,,0,,,0
66,2019-01-02,increase,6.901324896183514,5,2019-01-09,,,0,,,0,,,0,,,0
67,2019-04-26,decrease,5.217507339204697,-5,2019-04-18,0.296,0.0,1,,,0,,,0,0.296,0.0,1
67,2019-04-26,decrease,5.217507339204697,-4,2019-04-22,,,0,,,0,,,0,,,0
67,2019-04-26,decrease,5.217507339204697,-3,2019-04-23,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,,,0
67,2019-04-26,decrease,5.217507339204697,-2,2019-04-24,,,0,,,0,,,0,,,0
67,2019-04-26,decrease,5.217507339204697,-1,2019-04-25,,,0,,,0,,,0,,,0
67,2019-04-26,decrease,5.217507339204697,0,2019-04-26,,,0,,,0,,,0,,,0
67,2019-04-26,decrease,5.217507339204697,1,2019-04-29,,,0,,,0,,,0,,,0
67,2019-04-26,decrease,5.217507339204697,2,2019-04-30,,,0,,,0,,,0,,,0
67,2019-04-26,decrease,5.217507339204697,3,2019-05-01,,,0,,,0,,,0,,,0
67,2019-04-26,decrease,5.217507339204697,4,2019-05-02,,,0,,,0,,,0,,,0
67,2019-04-26,decrease,5.217507339204697,5,2019-05-03,,,0,,,0,,,0,,,0
68,2019-06-03,decrease,5.420784666067691,-5,2019-05-24,,,0,,,0,,,0,,,0
68,2019-06-03,decrease,5.420784666067691,-4,2019-05-28,,,0,,,0,,,0,,,0
68,2019-06-03,decrease,5.420784666067691,-3,2019-05-29,,,0,,,0,,,0,,,0
68,2019-06-03,decrease,5.420784666067691,-2,2019-05-30,,,0,,,0,,,0,,,0
68,2019-06-03,decrease,5.420784666067691,-1,2019-05-31,,,0,,,0,,,0,,,0
68,2019-06-03,decrease,5.420784666067691,0,2019-06-03,,,0,,,0,,,0,,,0
68,2019-06-03,decrease,5.420784666067691,1,2019-06-04,,,0,,,0,,,0,,,0
68,2019-06-03,decrease,5.420784666067691,2,2019-06-05,,,0,,,0,,,0,,,0
68,2019-06-03,decrease,5.420784666067691,3,2019-06-06,,,0,,,0,,,0,,,0
68,2019-06-03,decrease,5.420784666067691,4,2019-06-07,-0.5445,1.0,2,-0.6486,1.0,1,-0.4404,1.0,1,-0.6486,1.0,1
68,2019-06-03,decrease,5.420784666067691,5,2019-06-10,,,0,,,0,,,0,,,0
69,2019-07-18,decrease,4.664677242029214,-5,2019-07-11,,,0,,,0,,,0,,,0
69,2019-07-18,decrease,4.664677242029214,-4,2019-07-12,,,0,,,0,,,0,,,0
69,2019-07-18,decrease,4.664677242029214,-3,2019-07-15,,,0,,,0,,,0,,,0
69,2019-07-18,decrease,4.664677242029214,-2,2019-07-16,,,0,,,0,,,0,,,0
69,2019-07-18,decrease,4.664677242029214,-1,2019-07-17,,,0,,,0,,,0,,,0
69,2019-07-18,decrease,4.664677242029214,0,2019-07-18,,,0,,,0,,,0,,,0
69,2019-07-18,decrease,4.664677242029214,1,2019-07-19,0.0,0.0,1,,,0,0.0,0.0,1,,,0
69,2019-07-18,decrease,4.664677242029214,2,2019-07-22,,,0,,,0,,,0,,,0
69,2019-07-18,decrease,4.664677242029214,3,2019-07-23,,,0,,,0,,,0,,,0
69,2019-07-18,decrease,4.664677242029214,4,2019-07-24,,,0,,,0,,,0,,,0
69,2019-07-18,decrease,4.664677242029214,5,2019-07-25,,,0,,,0,,,0,,,0
70,2019-08-07,decrease,6.140201262152489,-5,2019-07-31,,,0,,,0,,,0,,,0
70,2019-08-07,decrease,6.140201262152489,-4,2019-08-01,,,0,,,0,,,0,,,0
70,2019-08-07,decrease,6.140201262152489,-3,2019-08-02,,,0,,,0,,,0,,,0
70,2019-08-07,decrease,6.140201262152489,-2,2019-08-05,,,0,,,0,,,0,,,0
70,2019-08-07,decrease,6.140201262152489,-1,2019-08-06,,,0,,,0,,,0,,,0
70,2019-08-07,decrease,6.140201262152489,0,2019-08-07,,,0,,,0,,,0,,,0
70,2019-08-07,decrease,6.140201262152489,1,2019-08-08,,,0,,,0,,,0,,,0
70,2019-08-07,decrease,6.140201262152489,2,2019-08-09,,,0,,,0,,,0,,,0
70,2019-08-07,decrease,6.140201262152489,3,2019-08-12,0.0,0.0,1,,,0,0.0,0.0,1,,,0
70,2019-08-07,decrease,6.140201262152489,4,2019-08-13,,,0,,,0,,,0,,,0
70,2019-08-07,decrease,6.140201262152489,5,2019-08-14,,,0,,,0,,,0,,,0
71,2019-09-16,increase,11.706122448979595,-5,2019-09-09,,,0,,,0,,,0,,,0
71,2019-09-16,increase,11.706122448979595,-4,2019-09-10,,,0,,,0,,,0,,,0
71,2019-09-16,increase,11.706122448979595,-3,2019-09-11,,,0,,,0,,,0,,,0
71,2019-09-16,increase,11.706122448979595,-2,2019-09-12,,,0,,,0,,,0,,,0
71,2019-09-16,increase,11.706122448979595,-1,2019-09-13,,,0,,,0,,,0,,,0
71,2019-09-16,increase,11.706122448979595,0,2019-09-16,-0.4767,1.0,1,-0.4767,1.0,1,-0.4767,1.0,1,,,0
71,2019-09-16,increase,11.706122448979595,1,2019-09-17,-0.0227,0.0,2,0.0,0.0,1,-0.0454,0.0,1,,,0
71,2019-09-16,increase,11.706122448979595,2,2019-09-18,0.007599999999999996,0.3333333333333333,3,0.011399999999999993,0.5,2,0.148,0.0,2,,,0
71,2019-09-16,increase,11.706122448979595,3,2019-09-19,-0.4767,1.0,1,,,0,-0.4767,1.0,1,,,0
71,2019-09-16,increase,11.706122448979595,4,2019-09-20,,,0,,,0,,,0,,,0
71,2019-09-16,increase,11.706122448979595,5,2019-09-23,,,0,,,0,,,0,,,0
72,2020-02-03,decrease,6.525878483642034,-5,2020-01-27,,,0,,,0,,,0,,,0
72,2020-02-03,decrease,6.525878483642034,-4,2020-01-28,,,0,,,0,,,0,,,0
72,2020-02-03,decrease,6.525878483642034,-3,2020-01-29,,,0,,,0,,,0,,,0
72,2020-02-03,decrease,6.525878483642034,-2,2020-01-30,,,0,,,0,,,0,,,0
72,2020-02-03,decrease,6.525878483642034,-1,2020-01-31,,,0,,,0,,,0,,,0
72,2020-02-03,decrease,6.525878483642034,0,2020-02-03,,,0,,,0,,,0,,,0
72,2020-02-03,decrease,6.525878483642034,1,2020-02-04,,,0,,,0,,,0,,,0
72,2020-02-03,decrease,6.525878483642034,2,2020-02-05,,,0,,,0,,,0,,,0
72,2020-02-03,decrease,6.525878483642034,3,2020-02-06,,,0,,,0,,,0,,,0
72,2020-02-03,decrease,6.525878483642034,4,2020-02-07,,,0,,,0,,,0,,,0
72,2020-02-03,decrease,6.525878483642034,5,2020-02-10,,,0,,,0,,,0,,,0
73,2020-04-22,increase,50.986842105263165,-5,2020-04-15,,,0,,,0,,,0,,,0
73,2020-04-22,increase,50.986842105263165,-4,2020-04-16,,,0,,,0,,,0,,,0
73,2020-04-22,increase,50.986842105263165,-3,2020-04-17,0.0,0.0,1,,,0,,,0,0.0,0.0,1
73,2020-04-22,increase,50.986842105263165,-2,2020-04-20,,,0,,,0,,,0,,,0
73,2020-04-22,increase,50.986842105263165,-1,2020-04-21,-0.305125,0.5,4,-0.4068333333333333,0.6666666666666666,3,,,0,-0.28595,0.5,2
73,2020-04-22,increase,50.986842105263165,0,2020-04-22,-0.013933333333333317,0.3333333333333333,3,-0.013933333333333317,0.3333333333333333,3,0.34,0.0,1,0.34,0.0,1
73,2020-04-22,increase,50.986842105263165,1,2020-04-23,0.28459999999999996,0.0,2,0.28459999999999996,0.0,2,,,0,,,0
73,2020-04-22,increase,50.986842105263165,2,2020-04-24,0.0,0.0,1,,,0,,,0,0.0,0.0,1
73,2020-04-22,increase,50.986842105263165,3,2020-04-27,,,0,,,0,,,0,,,0
73,2020-04-22,increase,50.986842105263165,4,2020-04-28,,,0,,,0,,,0,,,0
73,2020-04-22,increase,50.986842105263165,5,2020-04-29,-0.1909,0.5,2,0.0,0.0,1,,,0,-0.3818,1.0,1
74,2020-09-02,decrease,6.605424321959752,-5,2020-08-25,,,0,,,0,,,0,,,0
74,2020-09-02,decrease,6.605424321959752,-4,2020-08-26,,,0,,,0,,,0,,,0
74,2020-09-02,decrease,6.605424321959752,-3,2020-08-27,,,0,,,0,,,0,,,0
74,2020-09-02,decrease,6.605424321959752,-2,2020-08-28,,,0,,,0,,,0,,,0
74,2020-09-02,decrease,6.605424321959752,-1,2020-09-01,,,0,,,0,,,0,,,0
74,2020-09-02,decrease,6.605424321959752,0,2020-09-02,,,0,,,0,,,0,,,0
74,2020-09-02,decrease,6.605424321959752,1,2020-09-03,,,0,,,0,,,0,,,0
74,2020-09-02,decrease,6.605424321959752,2,2020-09-04,,,0,,,0,,,0,,,0
74,2020-09-02,decrease,6.605424321959752,3,2020-09-07,,,0,,,0,,,0,,,0
74,2020-09-02,decrease,6.605424321959752,4,2020-09-08,,,0,,,0,,,0,,,0
74,2020-09-02,decrease,6.605424321959752,5,2020-09-09,,,0,,,0,,,0,,,0
75,2020-10-05,increase,4.684210526315802,-5,2020-09-28,,,0,,,0,,,0,,,0
75,2020-10-05,increase,4.684210526315802,-4,2020-09-29,,,0,,,0,,,0,,,0
75,2020-10-05,increase,4.684210526315802,-3,2020-09-30,,,0,,,0,,,0,,,0
75,2020-10-05,increase,4.684210526315802,-2,2020-10-01,,,0,,,0,,,0,,,0
75,2020-10-05,increase,4.684210526315802,-1,2020-10-02,,,0,,,0,,,0,,,0
75,2020-10-05,increase,4.684210526315802,0,2020-10-05,,,0,,,0,,,0,,,0
75,2020-10-05,increase,4.684210526315802,1,2020-10-06,,,0,,,0,,,0,,,0
75,2020-10-05,increase,4.684210526315802,2,2020-10-07,,,0,,,0,,,0,,,0
75,2020-10-05,increase,4.684210526315802,3,2020-10-08,,,0,,,0,,,0,,,0
75,2020-10-05,increase,4.684210526315802,4,2020-10-09,,,0,,,0,,,0,,,0
75,2020-10-05,increase,4.684210526315802,5,2020-10-12,,,0,,,0,,,0,,,0
76,2020-11-09,increase,7.484243697478998,-5,2020-11-02,,,0,,,0,,,0,,,0
76,2020-11-09,increase,7.484243697478998,-4,2020-11-03,,,0,,,0,,,0,,,0
76,2020-11-09,increase,7.484243697478998,-3,2020-11-04,,,0,,,0,,,0,,,0
76,2020-11-09,increase,7.484243697478998,-2,2020-11-05,,,0,,,0,,,0,,,0
76,2020-11-09,increase,7.484243697478998,-1,2020-11-06,,,0,,,0,,,0,,,0
76,2020-11-09,increase,7.484243697478998,0,2020-11-09,,,0,,,0,,,0,,,0
76,2020-11-09,increase,7.484243697478998,1,2020-11-10,,,0,,,0,,,0,,,0
76,2020-11-09,increase,7.484243697478998,2,2020-11-11,,,0,,,0,,,0,,,0
76,2020-11-09,increase,7.484243697478998,3,2020-11-12,,,0,,,0,,,0,,,0
76,2020-11-09,increase,7.484243697478998,4,2020-11-13,,,0,,,0,,,0,,,0
76,2020-11-09,increase,7.484243697478998,5,2020-11-16,,,0,,,0,,,0,,,0
77,2021-01-05,increase,5.539011316259668,-5,2020-12-28,,,0,,,0,,,0,,,0
77,2021-01-05,increase,5.539011316259668,-4,2020-12-29,,,0,,,0,,,0,,,0
77,2021-01-05,increase,5.539011316259668,-3,2020-12-30,,,0,,,0,,,0,,,0
77,2021-01-05,increase,5.539011316259668,-2,2020-12-31,,,0,,,0,,,0,,,0
77,2021-01-05,increase,5.539011316259668,-1,2021-01-04,,,0,,,0,,,0,,,0
77,2021-01-05,increase,5.539011316259668,0,2021-01-05,,,0,,,0,,,0,,,0
77,2021-01-05,increase,5.539011316259668,1,2021-01-06,-0.2732,1.0,1,,,0,,,0,-0.2732,1.0,1
77,2021-01-05,increase,5.539011316259668,2,2021-01-07,,,0,,,0,,,0,,,0
77,2021-01-05,increase,5.539011316259668,3,2021-01-08,,,0,,,0,,,0,,,0
77,2021-01-05,increase,5.539011316259668,4,2021-01-11,,,0,,,0,,,0,,,0
